id_garantia,id_poliza,tipo_garantia,suma_garantizada,activa
GAR-0009535,POL-002739,Granizo,5291815.03,True
GAR-0009536,POL-002739,Incendio,3967722.15,True
GAR-0009537,POL-002739,Robo parcial,3798449.95,True
GAR-0009538,POL-002739,Responsabilidad civil,1804405.6,True
GAR-0009539,POL-002740,Asistencia en ruta,1499532.87,True
GAR-0009540,POL-002740,Robo total,5930466.36,True
GAR-0009541,POL-002741,Granizo,4507748.59,True
GAR-0009542,POL-002741,Robo parcial,4910426.06,True
GAR-0009543,POL-002741,Incendio,5895706.97,True
GAR-0009544,POL-002741,Asistencia en ruta,3643042.34,True
GAR-0009545,POL-002742,Daño propio,954936.56,True
GAR-0009546,POL-002742,Incendio,4473686.43,True
GAR-0009547,POL-002742,Responsabilidad civil,3578437.51,True
GAR-0009548,POL-002742,Robo total,5321788.9,True
GAR-0009549,POL-002743,Daño propio,6203651.6,True
GAR-0009550,POL-002743,Granizo,5376491.08,True
GAR-0009551,POL-002743,Robo total,1536394.45,True
GAR-0009552,POL-002743,Responsabilidad civil,2715144.46,True
GAR-0009553,POL-002744,Granizo,2723694.02,True
GAR-0009554,POL-002744,Robo parcial,2407269.31,True
GAR-0009555,POL-002744,Incendio,3842882.99,True
GAR-0009556,POL-002745,Incendio,1815423.1,True
GAR-0009557,POL-002745,Robo total,4151192.83,True
GAR-0009558,POL-002745,Asistencia en ruta,2451521.69,True
GAR-0009559,POL-002746,Incendio,4709003.28,True
GAR-0009560,POL-002746,Robo parcial,3233693.65,True
GAR-0009561,POL-002746,Daño propio,2768205.66,True
GAR-0009562,POL-002746,Robo total,3652707.63,True
GAR-0009563,POL-002747,Robo parcial,3641030.68,True
GAR-0009564,POL-002747,Responsabilidad civil,946372.79,True
GAR-0009565,POL-002747,Daño propio,1247959.56,True
GAR-0009566,POL-002748,Responsabilidad civil,6534472.31,True
GAR-0009567,POL-002748,Incendio,6591261.76,True
GAR-0009568,POL-002749,Granizo,2869286.66,True
GAR-0009569,POL-002749,Robo total,4154836.72,True
GAR-0009570,POL-002749,Responsabilidad civil,1852234.01,True
GAR-0009571,POL-002749,Asistencia en ruta,4360636.14,True
GAR-0009572,POL-002750,Asistencia en ruta,5853121.95,True
GAR-0009573,POL-002750,Incendio,6459576.77,True
GAR-0009574,POL-002751,Incendio,1938481.4,True
GAR-0009575,POL-002751,Daño propio,5895570.83,True
GAR-0009576,POL-002751,Robo total,4342526.06,True
GAR-0009577,POL-002751,Asistencia en ruta,5382458.33,True
GAR-0009578,POL-002751,Robo parcial,5779055.79,True
GAR-0009579,POL-002752,Granizo,5626882.98,True
GAR-0009580,POL-002752,Robo total,5849257.1,True
GAR-0009581,POL-002753,Responsabilidad civil,8527563.92,True
GAR-0009582,POL-002753,Robo total,9025070.58,True
GAR-0009583,POL-002754,Incendio,7315847.06,True
GAR-0009584,POL-002754,Responsabilidad civil,5652478.26,True
GAR-0009585,POL-002754,Robo total,3918790.96,True
GAR-0009586,POL-002755,Asistencia en ruta,4965651.45,True
GAR-0009587,POL-002755,Granizo,6054347.35,True
GAR-0009588,POL-002755,Responsabilidad civil,7293469.0,True
GAR-0009589,POL-002755,Daño propio,4383323.11,True
GAR-0009590,POL-002756,Responsabilidad civil,5463781.59,True
GAR-0009591,POL-002756,Robo total,4335789.86,True
GAR-0009592,POL-002756,Incendio,3625547.66,True
GAR-0009593,POL-002756,Granizo,3819256.21,True
GAR-0009594,POL-002757,Daño propio,7513541.42,True
GAR-0009595,POL-002757,Granizo,4748262.93,True
GAR-0009596,POL-002758,Asistencia en ruta,1438689.1,True
GAR-0009597,POL-002758,Incendio,1628118.46,True
GAR-0009598,POL-002758,Robo parcial,8028213.87,True
GAR-0009599,POL-002759,Incendio,4122951.4,True
GAR-0009600,POL-002759,Robo parcial,4761704.24,True
GAR-0009601,POL-002759,Robo total,3357447.92,True
GAR-0009602,POL-002759,Asistencia en ruta,8502473.89,True
GAR-0009603,POL-002760,Asistencia en ruta,9149957.52,True
GAR-0009604,POL-002760,Robo parcial,6313616.25,True
GAR-0009605,POL-002760,Incendio,4738544.25,True
GAR-0009606,POL-002760,Granizo,2508174.83,True
GAR-0009607,POL-002761,Asistencia en ruta,14294958.95,True
GAR-0009608,POL-002761,Responsabilidad civil,8086134.14,True
GAR-0009609,POL-002762,Responsabilidad civil,6085691.61,True
GAR-0009610,POL-002762,Granizo,4162158.33,True
GAR-0009611,POL-002763,Asistencia en ruta,4448317.25,True
GAR-0009612,POL-002763,Daño propio,6503981.82,True
GAR-0009613,POL-002763,Responsabilidad civil,1284379.26,True
GAR-0009614,POL-002764,Granizo,9837668.47,True
GAR-0009615,POL-002764,Responsabilidad civil,8984602.99,True
GAR-0009616,POL-002764,Daño propio,3300854.28,True
GAR-0009617,POL-002764,Incendio,2967727.42,True
GAR-0009618,POL-002764,Robo total,9977190.33,True
GAR-0009619,POL-002765,Asistencia en ruta,4063572.12,True
GAR-0009620,POL-002765,Daño propio,5190185.78,True
GAR-0009621,POL-002765,Robo parcial,8242830.52,True
GAR-0009622,POL-002765,Robo total,9384722.09,True
GAR-0009623,POL-002766,Granizo,4607657.88,True
GAR-0009624,POL-002766,Responsabilidad civil,1373756.02,True
GAR-0009625,POL-002766,Incendio,1536597.01,True
GAR-0009626,POL-002767,Robo parcial,8216520.82,True
GAR-0009627,POL-002767,Incendio,6154173.34,True
GAR-0009628,POL-002768,Robo total,4672982.9,True
GAR-0009629,POL-002768,Asistencia en ruta,1052748.76,True
GAR-0009630,POL-002768,Daño propio,4612363.3,True
GAR-0009631,POL-002769,Asistencia en ruta,6397247.65,True
GAR-0009632,POL-002769,Robo parcial,2553304.3,True
GAR-0009633,POL-002769,Robo total,5026071.92,True
GAR-0009634,POL-002769,Daño propio,3033742.29,True
GAR-0009635,POL-002770,Responsabilidad civil,1394878.58,True
GAR-0009636,POL-002770,Granizo,1956642.05,True
GAR-0009637,POL-002770,Daño propio,5321787.44,True
GAR-0009638,POL-002770,Robo parcial,2676143.72,True
GAR-0009639,POL-002770,Incendio,1247634.87,True
GAR-0009640,POL-002771,Asistencia en ruta,13345193.25,True
GAR-0009641,POL-002771,Responsabilidad civil,17775908.24,True
GAR-0009642,POL-002771,Granizo,10943893.5,True
GAR-0009643,POL-002772,Robo total,939203.9,True
GAR-0009644,POL-002772,Responsabilidad civil,4984556.18,True
GAR-0009645,POL-002772,Robo parcial,4555904.36,True
GAR-0009646,POL-002772,Daño propio,3029556.37,True
GAR-0009647,POL-002772,Granizo,4259288.65,True
GAR-0009648,POL-002773,Robo parcial,4349995.48,True
GAR-0009649,POL-002773,Incendio,1903940.63,True
GAR-0009650,POL-002773,Asistencia en ruta,3577111.79,True
GAR-0009651,POL-002773,Daño propio,2089569.79,True
GAR-0009652,POL-002773,Robo total,8124253.67,True
GAR-0009653,POL-002774,Robo total,8827740.91,True
GAR-0009654,POL-002774,Daño propio,5049753.68,True
GAR-0009655,POL-002775,Daño propio,6143827.62,True
GAR-0009656,POL-002775,Responsabilidad civil,8706961.99,True
GAR-0009657,POL-002776,Responsabilidad civil,3449119.76,True
GAR-0009658,POL-002776,Robo total,6033289.03,True
GAR-0009659,POL-002776,Asistencia en ruta,4854149.35,True
GAR-0009660,POL-002777,Robo parcial,1552319.85,True
GAR-0009661,POL-002777,Granizo,6542482.03,True
GAR-0009662,POL-002778,Asistencia en ruta,1568773.1,True
GAR-0009663,POL-002778,Robo parcial,1267751.35,True
GAR-0009664,POL-002779,Daño propio,5080672.93,True
GAR-0009665,POL-002779,Robo parcial,5788671.95,True
GAR-0009666,POL-002779,Incendio,3602654.43,True
GAR-0009667,POL-002779,Granizo,2227317.14,True
GAR-0009668,POL-002779,Robo total,2595591.8,True
GAR-0009669,POL-002780,Robo parcial,4175525.67,True
GAR-0009670,POL-002780,Granizo,4914254.27,True
GAR-0009671,POL-002780,Responsabilidad civil,3465578.0,True
GAR-0009672,POL-002780,Incendio,4582335.61,True
GAR-0009673,POL-002780,Robo total,3219493.43,True
GAR-0009674,POL-002781,Robo parcial,3632581.84,True
GAR-0009675,POL-002781,Responsabilidad civil,6568581.7,True
GAR-0009676,POL-002781,Asistencia en ruta,5366861.58,True
GAR-0009677,POL-002781,Robo total,1100967.09,True
GAR-0009678,POL-002782,Responsabilidad civil,5608693.76,True
GAR-0009679,POL-002782,Granizo,3768400.41,True
GAR-0009680,POL-002782,Asistencia en ruta,4613267.7,True
GAR-0009681,POL-002783,Incendio,4940469.87,True
GAR-0009682,POL-002783,Robo total,1198323.32,True
GAR-0009683,POL-002784,Daño propio,5280785.91,True
GAR-0009684,POL-002784,Robo parcial,2012594.66,True
GAR-0009685,POL-002784,Incendio,2757245.91,True
GAR-0009686,POL-002785,Asistencia en ruta,3556283.07,True
GAR-0009687,POL-002785,Robo total,3804236.85,True
GAR-0009688,POL-002786,Robo parcial,5384203.6,True
GAR-0009689,POL-002786,Incendio,879577.65,True
GAR-0009690,POL-002787,Robo parcial,11458409.62,True
GAR-0009691,POL-002787,Granizo,14288226.68,True
GAR-0009692,POL-002787,Robo total,7410320.89,True
GAR-0009693,POL-002788,Asistencia en ruta,5754050.89,True
GAR-0009694,POL-002788,Robo parcial,6204434.64,True
GAR-0009695,POL-002788,Robo total,2728153.17,True
GAR-0009696,POL-002788,Granizo,8975131.53,True
GAR-0009697,POL-002789,Incendio,1724866.57,True
GAR-0009698,POL-002789,Asistencia en ruta,1084329.86,True
GAR-0009699,POL-002789,Robo parcial,2003030.64,True
GAR-0009700,POL-002789,Granizo,5416023.26,True
GAR-0009701,POL-002790,Incendio,10645478.7,True
GAR-0009702,POL-002790,Robo parcial,3180307.53,True
GAR-0009703,POL-002790,Asistencia en ruta,8241489.08,True
GAR-0009704,POL-002790,Responsabilidad civil,2338067.86,True
GAR-0009705,POL-002790,Daño propio,10031453.39,True
GAR-0009706,POL-002791,Granizo,7506945.9,True
GAR-0009707,POL-002791,Robo total,2029178.63,True
GAR-0009708,POL-002791,Responsabilidad civil,2258732.43,True
GAR-0009709,POL-002791,Asistencia en ruta,9205054.5,True
GAR-0009710,POL-002792,Granizo,2610034.54,True
GAR-0009711,POL-002792,Robo parcial,7338445.27,True
GAR-0009712,POL-002792,Responsabilidad civil,3523179.86,True
GAR-0009713,POL-002792,Asistencia en ruta,4077754.0,True
GAR-0009714,POL-002793,Robo total,8478632.01,True
GAR-0009715,POL-002793,Responsabilidad civil,6282010.44,True
GAR-0009716,POL-002793,Asistencia en ruta,1747280.12,True
GAR-0009717,POL-002793,Daño propio,6064909.31,True
GAR-0009718,POL-002793,Robo parcial,5734114.98,True
GAR-0009719,POL-002794,Robo total,2323334.71,True
GAR-0009720,POL-002794,Asistencia en ruta,5207500.07,True
GAR-0009721,POL-002794,Granizo,3608561.52,True
GAR-0009722,POL-002795,Robo total,2733027.39,True
GAR-0009723,POL-002795,Asistencia en ruta,1566876.58,True
GAR-0009724,POL-002795,Responsabilidad civil,8373957.24,True
GAR-0009725,POL-002796,Responsabilidad civil,4634373.74,True
GAR-0009726,POL-002796,Robo total,5383021.31,True
GAR-0009727,POL-002796,Daño propio,1051464.05,True
GAR-0009728,POL-002797,Daño propio,1424265.97,True
GAR-0009729,POL-002797,Robo total,1136909.97,True
GAR-0009730,POL-002797,Granizo,5601611.42,True
GAR-0009731,POL-002797,Responsabilidad civil,6006686.07,True
GAR-0009732,POL-002797,Asistencia en ruta,2780098.67,True
GAR-0009733,POL-002798,Incendio,5949889.91,True
GAR-0009734,POL-002798,Asistencia en ruta,7005365.34,True
GAR-0009735,POL-002799,Granizo,1854505.19,True
GAR-0009736,POL-002799,Asistencia en ruta,4561316.45,True
GAR-0009737,POL-002799,Robo parcial,2820011.35,True
GAR-0009738,POL-002799,Daño propio,1297003.23,True
GAR-0009739,POL-002800,Daño propio,2756945.41,True
GAR-0009740,POL-002800,Granizo,3979766.7,True
GAR-0009741,POL-002801,Responsabilidad civil,1614600.17,True
GAR-0009742,POL-002801,Granizo,7360575.61,True
GAR-0009743,POL-002801,Daño propio,8211073.59,True
GAR-0009744,POL-002801,Asistencia en ruta,8320799.07,True
GAR-0009745,POL-002802,Robo parcial,2119926.13,True
GAR-0009746,POL-002802,Granizo,6713660.55,True
GAR-0009747,POL-002802,Asistencia en ruta,3784154.75,True
GAR-0009748,POL-002803,Robo total,8261514.3,True
GAR-0009749,POL-002803,Daño propio,6518397.55,True
GAR-0009750,POL-002803,Responsabilidad civil,8602599.74,True
GAR-0009751,POL-002804,Incendio,5800414.71,True
GAR-0009752,POL-002804,Granizo,1590209.8,True
GAR-0009753,POL-002804,Robo parcial,6659916.44,True
GAR-0009754,POL-002804,Daño propio,6654533.75,True
GAR-0009755,POL-002804,Responsabilidad civil,2694364.75,True
GAR-0009756,POL-002805,Incendio,1923920.36,True
GAR-0009757,POL-002805,Daño propio,3997713.51,True
GAR-0009758,POL-002805,Granizo,9309904.63,True
GAR-0009759,POL-002806,Granizo,4840317.29,True
GAR-0009760,POL-002806,Daño propio,3535751.28,True
GAR-0009761,POL-002806,Responsabilidad civil,2883090.72,True
GAR-0009762,POL-002807,Daño propio,946575.03,True
GAR-0009763,POL-002807,Granizo,2119429.39,True
GAR-0009764,POL-002808,Robo total,5657539.51,True
GAR-0009765,POL-002808,Daño propio,5672361.45,True
GAR-0009766,POL-002808,Granizo,10597013.84,True
GAR-0009767,POL-002808,Asistencia en ruta,9018444.35,True
GAR-0009768,POL-002808,Robo parcial,6265716.48,True
GAR-0009769,POL-002809,Daño propio,12523458.01,True
GAR-0009770,POL-002809,Robo total,10818370.75,True
GAR-0009771,POL-002809,Incendio,9151547.29,True
GAR-0009772,POL-002809,Robo parcial,10626217.72,True
GAR-0009773,POL-002810,Responsabilidad civil,4571466.37,True
GAR-0009774,POL-002810,Robo total,1608380.07,True
GAR-0009775,POL-002810,Robo parcial,4445876.67,True
GAR-0009776,POL-002810,Asistencia en ruta,1171546.69,True
GAR-0009777,POL-002811,Responsabilidad civil,1581379.97,True
GAR-0009778,POL-002811,Granizo,5999323.87,True
GAR-0009779,POL-002812,Daño propio,10414929.9,True
GAR-0009780,POL-002812,Responsabilidad civil,9520309.05,True
GAR-0009781,POL-002812,Robo total,9544330.87,True
GAR-0009782,POL-002812,Robo parcial,6429651.18,True
GAR-0009783,POL-002813,Asistencia en ruta,3906855.31,True
GAR-0009784,POL-002813,Responsabilidad civil,6476691.63,True
GAR-0009785,POL-002813,Robo parcial,1006282.43,True
GAR-0009786,POL-002813,Granizo,2584151.33,True
GAR-0009787,POL-002813,Daño propio,1771845.65,True
GAR-0009788,POL-002814,Granizo,849954.65,True
GAR-0009789,POL-002814,Incendio,6267210.55,True
GAR-0009790,POL-002814,Daño propio,5495681.74,True
GAR-0009791,POL-002815,Robo parcial,3113023.16,True
GAR-0009792,POL-002815,Asistencia en ruta,2808172.77,True
GAR-0009793,POL-002815,Granizo,2519943.12,True
GAR-0009794,POL-002816,Granizo,6454065.49,True
GAR-0009795,POL-002816,Daño propio,7392045.62,True
GAR-0009796,POL-002816,Incendio,3279338.89,True
GAR-0009797,POL-002816,Robo parcial,4281576.79,True
GAR-0009798,POL-002816,Responsabilidad civil,3164968.05,True
GAR-0009799,POL-002817,Daño propio,5543104.6,True
GAR-0009800,POL-002817,Asistencia en ruta,2184818.51,True
GAR-0009801,POL-002817,Responsabilidad civil,3207049.67,True
GAR-0009802,POL-002817,Incendio,6042342.67,True
GAR-0009803,POL-002817,Robo total,2925985.78,True
GAR-0009804,POL-002818,Asistencia en ruta,1545899.25,True
GAR-0009805,POL-002818,Daño propio,1879784.64,True
GAR-0009806,POL-002818,Granizo,6148195.1,True
GAR-0009807,POL-002819,Incendio,3409169.62,True
GAR-0009808,POL-002819,Granizo,3551277.18,True
GAR-0009809,POL-002819,Robo parcial,1042505.74,True
GAR-0009810,POL-002819,Robo total,2190400.2,True
GAR-0009811,POL-002820,Incendio,7266333.83,True
GAR-0009812,POL-002820,Responsabilidad civil,8205439.06,True
GAR-0009813,POL-002820,Daño propio,10096360.61,True
GAR-0009814,POL-002821,Granizo,2105018.41,True
GAR-0009815,POL-002821,Robo total,918045.74,True
GAR-0009816,POL-002821,Daño propio,2744133.07,True
GAR-0009817,POL-002821,Incendio,1176381.76,True
GAR-0009818,POL-002821,Robo parcial,1823585.04,True
GAR-0009819,POL-002822,Responsabilidad civil,3411508.23,True
GAR-0009820,POL-002822,Asistencia en ruta,2887250.25,True
GAR-0009821,POL-002822,Granizo,3549417.8,True
GAR-0009822,POL-002822,Robo total,3378472.33,True
GAR-0009823,POL-002822,Robo parcial,5095960.92,True
GAR-0009824,POL-002823,Incendio,2114248.53,True
GAR-0009825,POL-002823,Daño propio,5760556.87,True
GAR-0009826,POL-002824,Robo total,1206689.35,True
GAR-0009827,POL-002824,Responsabilidad civil,7078881.38,True
GAR-0009828,POL-002825,Robo total,9364563.53,True
GAR-0009829,POL-002825,Robo parcial,8939421.6,True
GAR-0009830,POL-002826,Granizo,4704726.74,True
GAR-0009831,POL-002826,Responsabilidad civil,7636938.96,True
GAR-0009832,POL-002827,Incendio,1707771.75,True
GAR-0009833,POL-002827,Responsabilidad civil,1518542.53,True
GAR-0009834,POL-002827,Asistencia en ruta,5375208.53,True
GAR-0009835,POL-002827,Daño propio,5788957.64,True
GAR-0009836,POL-002828,Granizo,2943371.52,True
GAR-0009837,POL-002828,Incendio,11058282.26,True
GAR-0009838,POL-002829,Robo parcial,4210286.8,True
GAR-0009839,POL-002829,Granizo,3415314.31,True
GAR-0009840,POL-002830,Asistencia en ruta,2249943.16,True
GAR-0009841,POL-002830,Robo parcial,3423300.24,True
GAR-0009842,POL-002830,Incendio,2259253.9,True
GAR-0009843,POL-002830,Daño propio,3714882.11,True
GAR-0009844,POL-002831,Robo parcial,10696522.43,True
GAR-0009845,POL-002831,Daño propio,1506074.54,True
GAR-0009846,POL-002831,Incendio,2915969.6,True
GAR-0009847,POL-002831,Asistencia en ruta,10909179.93,True
GAR-0009848,POL-002832,Daño propio,10404135.41,True
GAR-0009849,POL-002832,Asistencia en ruta,4333482.27,True
GAR-0009850,POL-002833,Granizo,3400685.68,True
GAR-0009851,POL-002833,Incendio,966398.01,True
GAR-0009852,POL-002833,Robo total,3687858.74,True
GAR-0009853,POL-002833,Robo parcial,4343975.52,True
GAR-0009854,POL-002833,Asistencia en ruta,1873166.78,True
GAR-0009855,POL-002834,Robo parcial,4216956.93,True
GAR-0009856,POL-002834,Asistencia en ruta,6124660.53,True
GAR-0009857,POL-002834,Robo total,5529469.82,True
GAR-0009858,POL-002834,Incendio,3528060.8,True
GAR-0009859,POL-002835,Daño propio,3039704.61,True
GAR-0009860,POL-002835,Robo total,3916118.08,True
GAR-0009861,POL-002836,Incendio,2951005.22,True
GAR-0009862,POL-002836,Responsabilidad civil,1245163.44,True
GAR-0009863,POL-002836,Daño propio,4984677.44,True
GAR-0009864,POL-002837,Responsabilidad civil,1387951.85,True
GAR-0009865,POL-002837,Incendio,5143389.24,True
GAR-0009866,POL-002838,Responsabilidad civil,7202745.4,True
GAR-0009867,POL-002838,Robo parcial,8503154.81,True
GAR-0009868,POL-002838,Asistencia en ruta,5993361.48,True
GAR-0009869,POL-002838,Robo total,6336191.55,True
GAR-0009870,POL-002838,Incendio,6360973.91,True
GAR-0009871,POL-002839,Incendio,3945857.52,True
GAR-0009872,POL-002839,Robo parcial,4528403.14,True
GAR-0009873,POL-002840,Granizo,1641545.28,True
GAR-0009874,POL-002840,Asistencia en ruta,11549478.77,True
GAR-0009875,POL-002840,Robo total,2377627.24,True
GAR-0009876,POL-002840,Daño propio,1591911.56,True
GAR-0009877,POL-002840,Robo parcial,9828715.77,True
GAR-0009878,POL-002841,Robo total,4905129.98,True
GAR-0009879,POL-002841,Daño propio,6816112.59,True
GAR-0009880,POL-002841,Responsabilidad civil,3385477.92,True
GAR-0009881,POL-002841,Robo parcial,6044902.94,True
GAR-0009882,POL-002842,Robo parcial,4696560.03,True
GAR-0009883,POL-002842,Asistencia en ruta,10412118.45,True
GAR-0009884,POL-002842,Robo total,8075960.71,True
GAR-0009885,POL-002842,Incendio,9858943.92,True
GAR-0009886,POL-002842,Granizo,2050491.82,True
GAR-0009887,POL-002843,Daño propio,1665456.52,True
GAR-0009888,POL-002843,Responsabilidad civil,4287186.54,True
GAR-0009889,POL-002843,Asistencia en ruta,1271734.36,True
GAR-0009890,POL-002843,Incendio,5777370.76,True
GAR-0009891,POL-002844,Asistencia en ruta,4261316.13,True
GAR-0009892,POL-002844,Incendio,3796198.68,True
GAR-0009893,POL-002844,Robo total,1897605.29,True
GAR-0009894,POL-002845,Daño propio,1367442.06,True
GAR-0009895,POL-002845,Asistencia en ruta,1155217.01,True
GAR-0009896,POL-002845,Incendio,3857828.76,True
GAR-0009897,POL-002845,Responsabilidad civil,3099095.88,True
GAR-0009898,POL-002845,Granizo,4830846.04,True
GAR-0009899,POL-002846,Asistencia en ruta,9989764.78,True
GAR-0009900,POL-002846,Robo parcial,4231331.45,True
GAR-0009901,POL-002846,Robo total,3525909.54,True
GAR-0009902,POL-002847,Daño propio,6033530.51,True
GAR-0009903,POL-002847,Responsabilidad civil,3414801.66,True
GAR-0009904,POL-002848,Incendio,7454208.13,True
GAR-0009905,POL-002848,Responsabilidad civil,3126889.0,True
GAR-0009906,POL-002848,Robo total,5457326.61,True
GAR-0009907,POL-002848,Granizo,7713508.13,True
GAR-0009908,POL-002849,Daño propio,6361003.48,True
GAR-0009909,POL-002849,Granizo,2894306.42,True
GAR-0009910,POL-002850,Robo parcial,2824124.56,True
GAR-0009911,POL-002850,Responsabilidad civil,2841138.0,True
GAR-0009912,POL-002850,Daño propio,1789719.48,True
GAR-0009913,POL-002850,Incendio,5231411.62,True
GAR-0009914,POL-002850,Robo total,4057879.08,True
GAR-0009915,POL-002851,Robo total,7052514.15,True
GAR-0009916,POL-002851,Asistencia en ruta,3780602.19,True
GAR-0009917,POL-002851,Incendio,6335730.57,True
GAR-0009918,POL-002851,Responsabilidad civil,6202768.87,True
GAR-0009919,POL-002851,Granizo,2782830.3,True
GAR-0009920,POL-002852,Robo parcial,3198678.08,True
GAR-0009921,POL-002852,Asistencia en ruta,1923829.69,True
GAR-0009922,POL-002853,Granizo,6909056.51,True
GAR-0009923,POL-002853,Asistencia en ruta,7434276.02,True
GAR-0009924,POL-002853,Incendio,5764547.3,True
GAR-0009925,POL-002854,Robo parcial,7021334.54,True
GAR-0009926,POL-002854,Incendio,9070362.66,True
GAR-0009927,POL-002855,Responsabilidad civil,6715774.41,True
GAR-0009928,POL-002855,Asistencia en ruta,7836727.53,True
GAR-0009929,POL-002856,Robo parcial,5740462.83,True
GAR-0009930,POL-002856,Asistencia en ruta,1401605.71,True
GAR-0009931,POL-002856,Responsabilidad civil,1274819.37,True
GAR-0009932,POL-002856,Granizo,1925058.1,True
GAR-0009933,POL-002857,Responsabilidad civil,2555263.75,True
GAR-0009934,POL-002857,Robo total,2773065.32,True
GAR-0009935,POL-002857,Daño propio,2731212.15,True
GAR-0009936,POL-002858,Incendio,2083059.08,True
GAR-0009937,POL-002858,Robo parcial,2826965.97,True
GAR-0009938,POL-002858,Responsabilidad civil,1557970.67,True
GAR-0009939,POL-002859,Robo total,4907729.05,True
GAR-0009940,POL-002859,Asistencia en ruta,3920439.52,True
GAR-0009941,POL-002860,Daño propio,2653314.41,True
GAR-0009942,POL-002860,Robo parcial,8980058.89,True
GAR-0009943,POL-002860,Granizo,2867733.68,True
GAR-0009944,POL-002861,Granizo,3362054.64,True
GAR-0009945,POL-002861,Robo parcial,6119492.35,True
GAR-0009946,POL-002861,Responsabilidad civil,2144279.12,True
GAR-0009947,POL-002862,Asistencia en ruta,5718524.87,True
GAR-0009948,POL-002862,Incendio,5123538.95,True
GAR-0009949,POL-002863,Incendio,8557352.04,True
GAR-0009950,POL-002863,Daño propio,3701119.91,True
GAR-0009951,POL-002863,Robo parcial,3492498.52,True
GAR-0009952,POL-002864,Daño propio,2024405.1,True
GAR-0009953,POL-002864,Responsabilidad civil,1210110.83,True
GAR-0009954,POL-002864,Robo parcial,1568261.35,True
GAR-0009955,POL-002864,Incendio,4370309.32,True
GAR-0009956,POL-002864,Asistencia en ruta,1683358.45,True
GAR-0009957,POL-002865,Robo total,5213721.47,True
GAR-0009958,POL-002865,Incendio,6362409.91,True
GAR-0009959,POL-002865,Asistencia en ruta,2763675.13,True
GAR-0009960,POL-002866,Responsabilidad civil,2824885.3,True
GAR-0009961,POL-002866,Asistencia en ruta,3581038.09,True
GAR-0009962,POL-002866,Daño propio,2613417.69,True
GAR-0009963,POL-002867,Daño propio,1415129.62,True
GAR-0009964,POL-002867,Robo parcial,6504846.79,True
GAR-0009965,POL-002867,Robo total,5130065.74,True
GAR-0009966,POL-002868,Robo parcial,5172272.7,True
GAR-0009967,POL-002868,Robo total,2219406.55,True
GAR-0009968,POL-002868,Daño propio,4194563.79,True
GAR-0009969,POL-002868,Asistencia en ruta,5345178.13,True
GAR-0009970,POL-002869,Responsabilidad civil,7586822.03,True
GAR-0009971,POL-002869,Robo parcial,6106365.71,True
GAR-0009972,POL-002870,Incendio,6343005.76,True
GAR-0009973,POL-002870,Asistencia en ruta,4010134.79,True
GAR-0009974,POL-002870,Granizo,9044500.85,True
GAR-0009975,POL-002870,Daño propio,3837219.29,True
GAR-0009976,POL-002871,Daño propio,2016276.16,True
GAR-0009977,POL-002871,Asistencia en ruta,1705668.72,True
GAR-0009978,POL-002872,Robo parcial,1316232.83,True
GAR-0009979,POL-002872,Responsabilidad civil,1509603.66,True
GAR-0009980,POL-002872,Robo total,4204897.67,True
GAR-0009981,POL-002873,Responsabilidad civil,6858240.76,True
GAR-0009982,POL-002873,Robo parcial,8369540.09,True
GAR-0009983,POL-002873,Incendio,7214372.31,True
GAR-0009984,POL-002873,Robo total,4673616.26,True
GAR-0009985,POL-002874,Robo parcial,3068250.87,True
GAR-0009986,POL-002874,Responsabilidad civil,1872220.83,True
GAR-0009987,POL-002874,Granizo,8620456.51,True
GAR-0009988,POL-002874,Incendio,7391031.63,True
GAR-0009989,POL-002874,Robo total,4253584.05,True
GAR-0009990,POL-002875,Incendio,2848418.86,True
GAR-0009991,POL-002875,Asistencia en ruta,3753587.67,True
GAR-0009992,POL-002875,Granizo,4359046.54,True
GAR-0009993,POL-002876,Incendio,11935443.93,True
GAR-0009994,POL-002876,Robo parcial,6756287.75,True
GAR-0009995,POL-002876,Granizo,9283912.66,True
GAR-0009996,POL-002876,Asistencia en ruta,9883887.08,True
GAR-0009997,POL-002877,Robo parcial,16231836.63,True
GAR-0009998,POL-002877,Granizo,16088024.64,True
GAR-0009999,POL-002877,Incendio,14384522.54,True
GAR-0010000,POL-002878,Robo total,5241163.1,True
GAR-0010001,POL-002878,Incendio,3232284.95,True
GAR-0010002,POL-002878,Granizo,3605625.8,True
GAR-0010003,POL-002878,Asistencia en ruta,5493262.83,True
GAR-0010004,POL-002878,Daño propio,1588451.69,True
GAR-0010005,POL-002879,Daño propio,5951323.52,True
GAR-0010006,POL-002879,Robo parcial,4960727.05,True
GAR-0010007,POL-002880,Granizo,1613860.39,True
GAR-0010008,POL-002880,Responsabilidad civil,5986436.06,True
GAR-0010009,POL-002880,Daño propio,7306308.96,True
GAR-0010010,POL-002880,Incendio,7952990.87,True
GAR-0010011,POL-002880,Robo total,2319962.83,True
GAR-0010012,POL-002881,Robo total,2864559.43,True
GAR-0010013,POL-002881,Incendio,8352329.51,True
GAR-0010014,POL-002881,Responsabilidad civil,11151699.76,True
GAR-0010015,POL-002881,Robo parcial,2953786.48,True
GAR-0010016,POL-002882,Incendio,5828725.47,True
GAR-0010017,POL-002882,Robo parcial,3384213.57,True
GAR-0010018,POL-002882,Robo total,3478491.68,True
