id_parte,id_poliza,id_objeto_asegurado,id_perito,id_denunciante,id_receptor_pago,fecha_apertura,fecha_cierre,tipo_siniestro,estado,monto_reclamado,tipo_seguro,dias_resolucion
PAR-002154,POL-002154,OBJ-002154,PER-0055,CLI-02154,CLI-02154,2025-11-21,2026-01-09,Granizo,Cerrado,98635.14,Automóvil,49
PAR-002155,POL-002155,OBJ-002155,PER-0033,CLI-02155,CLI-02155,2024-07-29,2024-09-30,Responsabilidad civil,Cerrado,61551.25,Automóvil,63
PAR-002156,POL-002156,OBJ-002156,PER-0003,CLI-02156,CLI-02156,2025-04-25,2025-07-06,Choque,Cerrado,10470.83,Automóvil,72
PAR-002157,POL-002157,OBJ-002157,PER-0036,CLI-02157,CLI-02157,2024-12-26,2025-02-19,Choque,Cerrado,60704.29,Automóvil,55
PAR-002158,POL-002158,OBJ-002158,PER-0018,CLI-02158,CLI-02158,2023-12-02,2024-02-05,Robo parcial,Cerrado,111853.1,Automóvil,65
PAR-002159,POL-002159,OBJ-002159,PER-0028,CLI-02159,CLI-02159,2023-09-03,2023-09-13,Robo total,Cerrado,34613.81,Automóvil,10
PAR-002160,POL-002160,OBJ-002160,PER-0022,CLI-02160,CLI-02160,2025-05-25,2025-06-20,Incendio,Cerrado,16503.37,Automóvil,26
PAR-002161,POL-002161,OBJ-002161,PER-0008,CLI-02161,CLI-02161,2025-03-26,2025-04-18,Granizo,Cerrado,30874.34,Automóvil,23
PAR-002162,POL-002162,OBJ-002162,PER-0016,CLI-02162,CLI-02162,2026-01-20,2026-03-30,Incendio,Cerrado,34652.35,Automóvil,69
PAR-002163,POL-002163,OBJ-002163,PER-0055,CLI-02163,CLI-02163,2023-12-02,2024-01-23,Choque,Cerrado,36440.03,Automóvil,52
PAR-002164,POL-002164,OBJ-002164,PER-0004,CLI-02164,CLI-09031,2024-03-31,2024-05-06,Choque,Cerrado,41788.11,Automóvil,36
PAR-002165,POL-002165,OBJ-002165,PER-0015,CLI-02165,CLI-07017,2025-04-25,2025-05-04,Responsabilidad civil,Cerrado,45680.98,Automóvil,9
PAR-002166,POL-002166,OBJ-002166,PER-0040,CLI-02166,CLI-03327,2024-01-31,2024-04-25,Incendio,Cerrado,34385.6,Automóvil,85
PAR-002167,POL-002167,OBJ-002167,PER-0010,CLI-02167,CLI-02167,2024-06-29,2024-09-25,Incendio,Cerrado,5426.22,Automóvil,88
PAR-002168,POL-002168,OBJ-002168,PER-0035,CLI-02168,CLI-02168,2023-07-05,2023-08-12,Choque,Cerrado,70013.94,Automóvil,38
PAR-002169,POL-002169,OBJ-002169,PER-0048,CLI-02169,CLI-02169,2024-03-31,2024-06-10,Granizo,Cerrado,49373.78,Automóvil,71
PAR-002170,POL-002170,OBJ-002170,PER-0015,CLI-02170,CLI-02170,2025-08-23,2025-10-18,Granizo,Cerrado,39327.16,Automóvil,56
PAR-002171,POL-002171,OBJ-002171,PER-0012,CLI-02171,CLI-02171,2025-11-21,2026-01-30,Robo total,Cerrado,25648.26,Automóvil,70
PAR-002172,POL-002172,OBJ-002172,PER-0032,CLI-02172,CLI-02172,2025-09-22,2025-11-16,Robo total,Cerrado,20808.92,Automóvil,55
PAR-002173,POL-002173,OBJ-002173,PER-0056,CLI-02173,CLI-02173,2025-08-23,2025-09-24,Choque,Cerrado,30765.81,Automóvil,32
PAR-002174,POL-002174,OBJ-002174,PER-0041,CLI-02174,CLI-02174,2023-06-05,2023-06-15,Robo parcial,Cerrado,47454.05,Automóvil,10
PAR-002175,POL-002175,OBJ-002175,PER-0055,CLI-02175,CLI-02175,2025-12-21,2026-01-25,Robo total,Cerrado,30087.33,Automóvil,35
PAR-002176,POL-002176,OBJ-002176,PER-0049,CLI-02176,CLI-02176,2025-02-24,2025-03-05,Choque,Cerrado,42899.91,Automóvil,9
PAR-002177,POL-002177,OBJ-002177,PER-0033,CLI-02177,CLI-02177,2023-12-02,2023-12-12,Robo total,Cerrado,73052.18,Automóvil,10
PAR-002178,POL-002178,OBJ-002178,PER-0053,CLI-02178,CLI-09428,2024-09-27,2024-12-13,Choque,Cerrado,38434.57,Automóvil,77
PAR-002179,POL-002179,OBJ-002179,PER-0034,CLI-02179,CLI-02179,2024-01-01,2024-01-09,Robo parcial,Cerrado,30126.29,Automóvil,8
PAR-002180,POL-002180,OBJ-002180,PER-0011,CLI-02180,CLI-02180,2024-01-31,2024-03-31,Responsabilidad civil,Cerrado,39748.29,Automóvil,60
PAR-002181,POL-002181,OBJ-002181,PER-0002,CLI-02181,CLI-02181,2025-12-21,2026-03-16,Robo total,Cerrado,105207.38,Automóvil,85
PAR-002182,POL-002182,OBJ-002182,PER-0013,CLI-02182,CLI-02182,2025-08-23,2025-10-28,Robo parcial,Cerrado,34889.07,Automóvil,66
PAR-002183,POL-002183,OBJ-002183,PER-0060,CLI-02183,CLI-02183,2025-03-26,2025-06-13,Robo parcial,Cerrado,32121.6,Automóvil,79
PAR-002184,POL-002184,OBJ-002184,PER-0054,CLI-02184,CLI-02184,2023-07-05,2023-08-04,Robo parcial,Cerrado,42915.85,Automóvil,30
PAR-002185,POL-002185,OBJ-002185,PER-0059,CLI-02185,CLI-02185,2026-03-21,2026-06-16,Choque,Cerrado,36879.46,Automóvil,87
PAR-002186,POL-002186,OBJ-002186,PER-0035,CLI-02186,CLI-02186,2026-03-21,2026-04-13,Granizo,Cerrado,50990.21,Automóvil,23
PAR-002187,POL-002187,OBJ-002187,PER-0043,CLI-02187,CLI-02187,2025-11-21,2026-01-16,Incendio,Cerrado,44371.0,Automóvil,56
PAR-002188,POL-002188,OBJ-002188,PER-0044,CLI-02188,CLI-05033,2024-07-29,2024-09-28,Robo total,Cerrado,76835.14,Automóvil,61
PAR-002189,POL-002189,OBJ-002189,PER-0059,CLI-02189,CLI-05297,2025-06-24,2025-07-13,Choque,Cerrado,63269.76,Automóvil,19
PAR-002190,POL-002190,OBJ-002190,PER-0043,CLI-02190,CLI-02190,2026-03-21,2026-05-20,Responsabilidad civil,Cerrado,29814.59,Automóvil,60
PAR-002191,POL-002191,OBJ-002191,PER-0030,CLI-02191,CLI-02191,2026-01-20,2026-04-11,Robo total,Cerrado,5521.86,Automóvil,81
PAR-002192,POL-002192,OBJ-002192,PER-0019,CLI-02192,CLI-02192,2025-04-25,2025-05-04,Responsabilidad civil,Cerrado,22850.93,Automóvil,9
PAR-002193,POL-002193,OBJ-002193,PER-0012,CLI-02193,CLI-02193,2024-01-31,2024-03-09,Robo total,Cerrado,75445.59,Automóvil,38
PAR-002194,POL-002194,OBJ-002194,PER-0048,CLI-02194,CLI-02194,2025-10-22,2025-11-11,Responsabilidad civil,Cerrado,32049.04,Automóvil,20
PAR-002195,POL-002195,OBJ-002195,PER-0020,CLI-02195,CLI-02195,2024-08-28,2024-10-04,Robo parcial,Cerrado,30883.84,Automóvil,37
PAR-002196,POL-002196,OBJ-002196,PER-0037,CLI-02196,CLI-04975,2023-06-05,2023-07-06,Incendio,Cerrado,25595.04,Automóvil,31
PAR-002197,POL-002197,OBJ-002197,PER-0041,CLI-02197,CLI-02197,2024-01-31,2024-03-04,Responsabilidad civil,Cerrado,69654.74,Automóvil,33
PAR-002198,POL-002198,OBJ-002198,PER-0024,CLI-02198,CLI-02198,2024-03-31,2024-05-01,Robo total,Cerrado,8956.7,Automóvil,31
PAR-002199,POL-002199,OBJ-002199,PER-0022,CLI-02199,CLI-02199,2024-06-29,2024-07-09,Robo parcial,Cerrado,4324.98,Automóvil,10
PAR-002200,POL-002200,OBJ-002200,PER-0027,CLI-02200,CLI-02200,2024-11-26,2025-01-16,Robo total,Cerrado,31198.8,Automóvil,51
PAR-002201,POL-002201,OBJ-002201,PER-0045,CLI-02201,CLI-09074,2026-03-21,2026-04-15,Choque,Cerrado,18420.28,Automóvil,25
PAR-002202,POL-002202,OBJ-002202,PER-0046,CLI-02202,CLI-05171,2025-03-26,2025-06-08,Choque,Cerrado,16994.34,Automóvil,74
PAR-002203,POL-002203,OBJ-002203,PER-0028,CLI-02203,CLI-02203,2024-03-01,2024-04-25,Responsabilidad civil,Cerrado,72440.02,Automóvil,55
PAR-002204,POL-002204,OBJ-002204,PER-0058,CLI-02204,CLI-02204,2024-01-01,2024-03-06,Incendio,Cerrado,42595.97,Automóvil,65
PAR-002205,POL-002205,OBJ-002205,PER-0017,CLI-02205,CLI-03198,2024-10-27,2024-12-04,Robo total,Cerrado,55819.04,Automóvil,38
PAR-002206,POL-002206,OBJ-002206,PER-0056,CLI-02206,CLI-02206,2023-09-03,2023-10-03,Choque,Cerrado,28495.0,Automóvil,30
PAR-002207,POL-002207,OBJ-002207,PER-0057,CLI-02207,CLI-02207,2025-01-25,2025-03-14,Robo total,Cerrado,36725.31,Automóvil,48
PAR-002208,POL-002208,OBJ-002208,PER-0057,CLI-02208,CLI-02208,2024-01-31,2024-02-20,Responsabilidad civil,Cerrado,18500.61,Automóvil,20
PAR-002209,POL-002209,OBJ-002209,PER-0036,CLI-02209,CLI-03832,2023-08-04,2023-08-23,Responsabilidad civil,Cerrado,142495.17,Automóvil,19
PAR-002210,POL-002210,OBJ-002210,PER-0027,CLI-02210,CLI-02210,2024-04-30,2024-05-19,Choque,Cerrado,41045.47,Automóvil,19
PAR-002211,POL-002211,OBJ-002211,PER-0037,CLI-02211,CLI-02211,2024-11-26,2024-12-08,Granizo,Cerrado,70906.29,Automóvil,12
PAR-002212,POL-002212,OBJ-002212,PER-0003,CLI-02212,CLI-02212,2025-06-24,2025-09-19,Choque,Cerrado,72545.33,Automóvil,87
PAR-002213,POL-002213,OBJ-002213,PER-0007,CLI-02213,CLI-02213,2025-07-24,2025-10-13,Robo parcial,Cerrado,28626.33,Automóvil,81
PAR-002214,POL-002214,OBJ-002214,PER-0025,CLI-02214,CLI-02214,2025-06-24,2025-08-28,Robo parcial,Cerrado,52221.55,Automóvil,65
PAR-002215,POL-002215,OBJ-002215,PER-0005,CLI-02215,CLI-02215,2024-03-31,2024-06-15,Robo parcial,Cerrado,37453.47,Automóvil,76
PAR-002216,POL-002216,OBJ-002216,PER-0013,CLI-02216,CLI-02216,2024-12-26,2025-03-13,Choque,Cerrado,12679.71,Automóvil,77
PAR-002217,POL-002217,OBJ-002217,PER-0010,CLI-02217,CLI-02217,2025-06-24,2025-07-10,Choque,Cerrado,45308.81,Automóvil,16
PAR-002218,POL-002218,OBJ-002218,PER-0010,CLI-02218,CLI-02218,2025-09-22,2025-11-25,Responsabilidad civil,Cerrado,48376.99,Automóvil,64
PAR-002219,POL-002219,OBJ-002219,PER-0050,CLI-02219,CLI-02219,2025-01-25,2025-02-22,Robo total,Cerrado,45998.21,Automóvil,28
PAR-002220,POL-002220,OBJ-002220,PER-0034,CLI-02220,CLI-02913,2024-08-28,2024-11-06,Responsabilidad civil,Cerrado,11289.31,Automóvil,70
PAR-002221,POL-002221,OBJ-002221,PER-0053,CLI-02221,CLI-02221,2025-06-24,2025-07-14,Robo total,Cerrado,70048.7,Automóvil,20
PAR-002222,POL-002222,OBJ-002222,PER-0059,CLI-02222,CLI-02222,2025-10-22,2025-12-03,Robo total,Cerrado,27058.59,Automóvil,42
PAR-002223,POL-002223,OBJ-002223,PER-0004,CLI-02223,CLI-02223,2025-03-26,2025-05-23,Choque,Cerrado,46875.92,Automóvil,58
PAR-002224,POL-002224,OBJ-002224,PER-0051,CLI-02224,CLI-09455,2024-04-30,2024-07-28,Responsabilidad civil,Cerrado,25128.59,Automóvil,89
PAR-002225,POL-002225,OBJ-002225,PER-0005,CLI-02225,CLI-02225,2025-07-24,2025-09-24,Choque,Cerrado,56907.35,Automóvil,62
PAR-002226,POL-002226,OBJ-002226,PER-0030,CLI-02226,CLI-02226,2023-08-04,2023-08-26,Robo total,Cerrado,140495.33,Automóvil,22
PAR-002227,POL-002227,OBJ-002227,PER-0059,CLI-02227,CLI-02227,2025-10-22,2025-11-27,Granizo,Cerrado,66182.01,Automóvil,36
PAR-002228,POL-002228,OBJ-002228,PER-0047,CLI-02228,CLI-02228,2025-08-23,2025-09-14,Robo total,Cerrado,33118.71,Automóvil,22
PAR-002229,POL-002229,OBJ-002229,PER-0042,CLI-02229,CLI-02229,2026-02-19,2026-03-09,Granizo,Cerrado,16545.67,Automóvil,18
PAR-002230,POL-002230,OBJ-002230,PER-0032,CLI-02230,CLI-07969,2025-03-26,2025-04-14,Incendio,Cerrado,5091.31,Automóvil,19
PAR-002231,POL-002231,OBJ-002231,PER-0034,CLI-02231,CLI-02231,2023-06-05,2023-09-03,Incendio,Cerrado,83332.19,Automóvil,90
PAR-002232,POL-002232,OBJ-002232,PER-0046,CLI-02232,CLI-02232,2024-10-27,2024-11-07,Robo parcial,Cerrado,11723.64,Automóvil,11
PAR-002233,POL-002233,OBJ-002233,PER-0010,CLI-02233,CLI-02233,2025-09-22,2025-11-27,Granizo,Cerrado,46992.17,Automóvil,66
PAR-002234,POL-002234,OBJ-002234,PER-0023,CLI-02234,CLI-02234,2024-06-29,2024-08-27,Granizo,Cerrado,13262.59,Automóvil,59
PAR-002235,POL-002235,OBJ-002235,PER-0058,CLI-02235,CLI-08336,2023-06-05,2023-08-09,Granizo,Cerrado,5466.63,Automóvil,65
PAR-002236,POL-002236,OBJ-002236,PER-0052,CLI-02236,CLI-02236,2025-01-25,2025-03-23,Incendio,Cerrado,95338.12,Automóvil,57
PAR-002237,POL-002237,OBJ-002237,PER-0028,CLI-02237,CLI-04057,2023-12-02,2024-02-26,Responsabilidad civil,Cerrado,63179.89,Automóvil,86
PAR-002238,POL-002238,OBJ-002238,PER-0020,CLI-02238,CLI-02238,2024-05-30,2024-06-02,Incendio,Cerrado,14786.61,Automóvil,3
PAR-002239,POL-002239,OBJ-002239,PER-0009,CLI-02239,CLI-02239,2023-06-05,2023-08-06,Robo total,Cerrado,39440.72,Automóvil,62
PAR-002240,POL-002240,OBJ-002240,PER-0019,CLI-02240,CLI-02240,2025-05-25,2025-07-15,Granizo,Cerrado,13552.9,Automóvil,51
PAR-002241,POL-002241,OBJ-002241,PER-0041,CLI-02241,CLI-02241,2026-01-20,2026-02-25,Robo total,Cerrado,63915.68,Automóvil,36
PAR-002242,POL-002242,OBJ-002242,PER-0019,CLI-02242,CLI-02242,2025-01-25,2025-04-02,Responsabilidad civil,Cerrado,14483.19,Automóvil,67
PAR-002243,POL-002243,OBJ-002243,PER-0046,CLI-02243,CLI-02243,2025-05-25,2025-08-11,Robo total,Cerrado,31092.55,Automóvil,78
PAR-002244,POL-002244,OBJ-002244,PER-0040,CLI-02244,CLI-02244,2025-09-22,2025-12-11,Responsabilidad civil,Cerrado,28614.88,Automóvil,80
PAR-002245,POL-002245,OBJ-002245,PER-0050,CLI-02245,CLI-02245,2024-10-27,2024-11-21,Incendio,Cerrado,51384.05,Automóvil,25
PAR-002246,POL-002246,OBJ-002246,PER-0007,CLI-02246,CLI-02246,2023-12-02,2024-02-08,Robo parcial,Cerrado,48697.1,Automóvil,68
PAR-002247,POL-002247,OBJ-002247,PER-0041,CLI-02247,CLI-02247,2023-11-02,2023-12-20,Robo parcial,Cerrado,16699.31,Automóvil,48
PAR-002248,POL-002248,OBJ-002248,PER-0044,CLI-02248,CLI-02248,2024-09-27,2024-10-24,Robo total,Cerrado,20607.44,Automóvil,27
PAR-002249,POL-002249,OBJ-002249,PER-0001,CLI-02249,CLI-00857,2025-03-26,2025-04-04,Robo parcial,Cerrado,102764.16,Automóvil,9
PAR-002250,POL-002250,OBJ-002250,PER-0037,CLI-02250,CLI-02250,2025-11-21,2026-01-24,Granizo,Cerrado,70469.17,Automóvil,64
PAR-002251,POL-002251,OBJ-002251,PER-0024,CLI-02251,CLI-02251,2025-08-23,2025-09-27,Choque,Cerrado,31685.55,Automóvil,35
PAR-002252,POL-002252,OBJ-002252,PER-0011,CLI-02252,CLI-05103,2024-08-28,2024-11-22,Granizo,Cerrado,31517.54,Automóvil,86
PAR-002253,POL-002253,OBJ-002253,PER-0036,CLI-02253,CLI-02253,2026-01-20,2026-03-28,Robo total,Cerrado,20420.22,Automóvil,67
PAR-002254,POL-002254,OBJ-002254,PER-0050,CLI-02254,CLI-04094,2024-06-29,2024-08-21,Robo parcial,Cerrado,54740.04,Automóvil,53
PAR-002255,POL-002255,OBJ-002255,PER-0023,CLI-02255,CLI-02255,2024-09-27,2024-10-02,Robo parcial,Cerrado,58678.37,Automóvil,5
PAR-002256,POL-002256,OBJ-002256,PER-0004,CLI-02256,CLI-02256,2025-08-23,2025-11-13,Granizo,Cerrado,1420.37,Automóvil,82
PAR-002257,POL-002257,OBJ-002257,PER-0060,CLI-02257,CLI-02257,2024-05-30,2024-06-21,Robo parcial,Cerrado,47589.32,Automóvil,22
PAR-002258,POL-002258,OBJ-002258,PER-0054,CLI-02258,CLI-02258,2024-01-01,2024-01-22,Robo parcial,Cerrado,34327.1,Automóvil,21
PAR-002259,POL-002259,OBJ-002259,PER-0023,CLI-02259,CLI-02259,2024-03-01,2024-04-15,Robo parcial,Cerrado,51742.25,Automóvil,45
PAR-002260,POL-002260,OBJ-002260,PER-0012,CLI-02260,CLI-02260,2024-07-29,2024-10-09,Responsabilidad civil,Cerrado,42499.64,Automóvil,72
PAR-002261,POL-002261,OBJ-002261,PER-0024,CLI-02261,CLI-02261,2024-09-27,2024-11-05,Responsabilidad civil,Cerrado,123984.63,Automóvil,39
PAR-002262,POL-002262,OBJ-002262,PER-0021,CLI-02262,CLI-02262,2025-12-21,2026-03-15,Robo parcial,Cerrado,101106.2,Automóvil,84
PAR-002263,POL-002263,OBJ-002263,PER-0048,CLI-02263,CLI-02263,2023-09-03,2023-11-09,Responsabilidad civil,Cerrado,52379.81,Automóvil,67
PAR-002264,POL-002264,OBJ-002264,PER-0025,CLI-02264,CLI-02264,2025-09-22,2025-12-15,Choque,Cerrado,64172.3,Automóvil,84
PAR-002265,POL-002265,OBJ-002265,PER-0008,CLI-02265,CLI-02265,2026-02-19,2026-04-12,Robo total,Cerrado,26776.54,Automóvil,52
PAR-002266,POL-002266,OBJ-002266,PER-0022,CLI-02266,CLI-09665,2025-04-25,2025-05-22,Robo parcial,Cerrado,61561.44,Automóvil,27
PAR-002267,POL-002267,OBJ-002267,PER-0047,CLI-02267,CLI-02267,2024-09-27,2024-10-21,Incendio,Cerrado,18874.32,Automóvil,24
PAR-002268,POL-002268,OBJ-002268,PER-0055,CLI-02268,CLI-02268,2024-07-29,2024-08-22,Robo total,Cerrado,8998.62,Automóvil,24
PAR-002269,POL-002269,OBJ-002269,PER-0031,CLI-02269,CLI-02269,2025-10-22,2025-12-21,Incendio,Cerrado,28090.94,Automóvil,60
PAR-002270,POL-002270,OBJ-002270,PER-0060,CLI-02270,CLI-02270,2025-05-25,2025-08-17,Granizo,Cerrado,34698.58,Automóvil,84
PAR-002271,POL-002271,OBJ-002271,PER-0009,CLI-02271,CLI-02166,2024-11-26,2025-02-10,Incendio,Cerrado,38166.12,Automóvil,76
PAR-002272,POL-002272,OBJ-002272,PER-0053,CLI-02272,CLI-02272,2025-01-25,2025-04-13,Incendio,Cerrado,49620.55,Automóvil,78
PAR-002273,POL-002273,OBJ-002273,PER-0003,CLI-02273,CLI-08163,2024-05-30,2024-08-20,Responsabilidad civil,Cerrado,3856.92,Automóvil,82
PAR-002274,POL-002274,OBJ-002274,PER-0054,CLI-02274,CLI-02274,2025-12-21,2026-03-04,Choque,Cerrado,45976.51,Automóvil,73
PAR-002275,POL-002275,OBJ-002275,PER-0060,CLI-02275,CLI-02275,2026-01-20,2026-02-03,Granizo,Cerrado,43228.02,Automóvil,14
PAR-002276,POL-002276,OBJ-002276,PER-0042,CLI-02276,CLI-02276,2025-11-21,2026-02-04,Choque,Cerrado,29434.02,Automóvil,75
PAR-002277,POL-002277,OBJ-002277,PER-0049,CLI-02277,CLI-02277,2024-09-27,2024-10-31,Choque,Cerrado,49299.43,Automóvil,34
PAR-002278,POL-002278,OBJ-002278,PER-0029,CLI-02278,CLI-02278,2025-03-26,2025-06-02,Choque,Cerrado,9539.62,Automóvil,68
PAR-002279,POL-002279,OBJ-002279,PER-0053,CLI-02279,CLI-02279,2025-10-22,2025-12-01,Incendio,Cerrado,32477.23,Automóvil,40
PAR-002280,POL-002280,OBJ-002280,PER-0054,CLI-02280,CLI-02280,2024-09-27,2024-12-07,Incendio,Cerrado,33879.1,Automóvil,71
PAR-002281,POL-002281,OBJ-002281,PER-0007,CLI-02281,CLI-02281,2024-11-26,2025-01-14,Robo total,Cerrado,29638.15,Automóvil,49
PAR-002282,POL-002282,OBJ-002282,PER-0025,CLI-02282,CLI-02282,2025-10-22,2026-01-16,Responsabilidad civil,Cerrado,40073.66,Automóvil,86
PAR-002283,POL-002283,OBJ-002283,PER-0002,CLI-02283,CLI-02283,2024-01-31,2024-03-17,Granizo,Cerrado,33818.06,Automóvil,46
PAR-002284,POL-002284,OBJ-002284,PER-0054,CLI-02284,CLI-08517,2023-09-03,2023-10-31,Choque,Cerrado,43554.53,Automóvil,58
PAR-002285,POL-002285,OBJ-002285,PER-0008,CLI-02285,CLI-04719,2025-03-26,2025-06-11,Choque,Cerrado,42390.78,Automóvil,77
PAR-002286,POL-002286,OBJ-002286,PER-0039,CLI-02286,CLI-04075,2025-03-26,2025-05-12,Robo total,Cerrado,48849.77,Automóvil,47
PAR-002287,POL-002287,OBJ-002287,PER-0009,CLI-02287,CLI-02287,2025-01-25,2025-04-11,Robo parcial,Cerrado,97228.11,Automóvil,76
PAR-002288,POL-002288,OBJ-002288,PER-0012,CLI-02288,CLI-02288,2024-01-31,2024-02-29,Robo total,Cerrado,66109.01,Automóvil,29
PAR-002289,POL-002289,OBJ-002289,PER-0008,CLI-02289,CLI-02326,2024-03-01,2024-03-30,Choque,Cerrado,35612.16,Automóvil,29
PAR-002290,POL-002290,OBJ-002290,PER-0007,CLI-02290,CLI-02290,2025-02-24,2025-04-03,Incendio,Cerrado,54604.17,Automóvil,38
PAR-002291,POL-002291,OBJ-002291,PER-0031,CLI-02291,CLI-02291,2025-06-24,2025-09-14,Robo parcial,Cerrado,23365.22,Automóvil,82
PAR-002292,POL-002292,OBJ-002292,PER-0059,CLI-02292,CLI-02292,2025-05-25,2025-06-16,Responsabilidad civil,Cerrado,16933.93,Automóvil,22
PAR-002293,POL-002293,OBJ-002293,PER-0039,CLI-02293,CLI-02293,2024-07-29,2024-09-09,Responsabilidad civil,Cerrado,64030.58,Automóvil,42
PAR-002294,POL-002294,OBJ-002294,PER-0060,CLI-02294,CLI-02294,2025-12-21,2026-01-04,Granizo,Cerrado,47185.04,Automóvil,14
PAR-002295,POL-002295,OBJ-002295,PER-0004,CLI-02295,CLI-02295,2025-04-25,2025-06-04,Choque,Cerrado,126576.85,Automóvil,40
PAR-002296,POL-002296,OBJ-002296,PER-0001,CLI-02296,CLI-02296,2025-10-22,2025-10-30,Robo parcial,Cerrado,8435.42,Automóvil,8
PAR-002297,POL-002297,OBJ-002297,PER-0012,CLI-02297,CLI-02297,2024-03-31,2024-05-19,Choque,Cerrado,66203.03,Automóvil,49
PAR-002298,POL-002298,OBJ-002298,PER-0036,CLI-02298,CLI-02298,2025-08-23,2025-09-17,Robo total,Cerrado,46621.06,Automóvil,25
PAR-002299,POL-002299,OBJ-002299,PER-0026,CLI-02299,CLI-02299,2025-06-24,2025-08-08,Granizo,Cerrado,12017.24,Automóvil,45
PAR-002300,POL-002300,OBJ-002300,PER-0004,CLI-02300,CLI-02300,2024-04-30,2024-05-17,Robo total,Cerrado,7738.33,Automóvil,17
PAR-002301,POL-002301,OBJ-002301,PER-0029,CLI-02301,CLI-02301,2025-01-25,2025-04-05,Choque,Cerrado,53221.13,Automóvil,70
PAR-002302,POL-002302,OBJ-002302,PER-0046,CLI-02302,CLI-02302,2024-04-30,2024-06-16,Robo parcial,Cerrado,56760.79,Automóvil,47
PAR-002303,POL-002303,OBJ-002303,PER-0040,CLI-02303,CLI-02303,2026-03-21,2026-04-07,Robo parcial,Cerrado,36557.31,Automóvil,17
PAR-002304,POL-002304,OBJ-002304,PER-0030,CLI-02304,CLI-02304,2026-03-21,2026-04-04,Choque,Cerrado,51674.39,Automóvil,14
PAR-002305,POL-002305,OBJ-002305,PER-0032,CLI-02305,CLI-05346,2024-03-01,2024-03-10,Incendio,Cerrado,55125.1,Automóvil,9
PAR-002306,POL-002306,OBJ-002306,PER-0046,CLI-02306,CLI-05041,2024-09-27,2024-10-07,Incendio,Cerrado,1910.55,Automóvil,10
PAR-002307,POL-002307,OBJ-002307,PER-0048,CLI-02307,CLI-02307,2025-10-22,2025-11-11,Choque,Cerrado,28706.55,Automóvil,20
PAR-002308,POL-002308,OBJ-002308,PER-0048,CLI-02308,CLI-02308,2025-09-22,2025-10-12,Robo parcial,Cerrado,9965.57,Automóvil,20
PAR-002309,POL-002309,OBJ-002309,PER-0003,CLI-02309,CLI-01418,2025-09-22,2025-11-16,Responsabilidad civil,Cerrado,28525.76,Automóvil,55
PAR-002310,POL-002310,OBJ-002310,PER-0004,CLI-02310,CLI-02310,2024-01-31,2024-04-04,Responsabilidad civil,Cerrado,58942.86,Automóvil,64
PAR-002311,POL-002311,OBJ-002311,PER-0033,CLI-02311,CLI-02311,2025-03-26,2025-04-01,Robo parcial,Cerrado,130269.31,Automóvil,6
PAR-002312,POL-002312,OBJ-002312,PER-0038,CLI-02312,CLI-00029,2025-12-21,2026-01-28,Robo total,Cerrado,68247.12,Automóvil,38
PAR-002313,POL-002313,OBJ-002313,PER-0052,CLI-02313,CLI-07442,2026-01-20,2026-03-27,Responsabilidad civil,Cerrado,29954.13,Automóvil,66
PAR-002314,POL-002314,OBJ-002314,PER-0016,CLI-02314,CLI-02314,2025-08-23,2025-08-29,Incendio,Cerrado,47495.21,Automóvil,6
PAR-002315,POL-002315,OBJ-002315,PER-0050,CLI-02315,CLI-02315,2023-07-05,2023-10-03,Incendio,Cerrado,84457.57,Automóvil,90
PAR-002316,POL-002316,OBJ-002316,PER-0008,CLI-02316,CLI-02316,2024-04-30,2024-06-04,Robo total,Cerrado,48178.3,Automóvil,35
PAR-002317,POL-002317,OBJ-002317,PER-0049,CLI-02317,CLI-02317,2025-07-24,2025-08-11,Robo total,Cerrado,50376.9,Automóvil,18
PAR-002318,POL-002318,OBJ-002318,PER-0004,CLI-02318,CLI-02318,2026-01-20,2026-03-26,Incendio,Cerrado,72004.93,Automóvil,65
PAR-002319,POL-002319,OBJ-002319,PER-0034,CLI-02319,CLI-05503,2025-09-22,2025-12-09,Robo total,Cerrado,102573.92,Automóvil,78
PAR-002320,POL-002320,OBJ-002320,PER-0058,CLI-02320,CLI-02320,2024-09-27,2024-11-01,Responsabilidad civil,Cerrado,31032.96,Automóvil,35
PAR-002321,POL-002321,OBJ-002321,PER-0003,CLI-02321,CLI-02321,2025-04-25,2025-06-18,Responsabilidad civil,Cerrado,32080.71,Automóvil,54
PAR-002322,POL-002322,OBJ-002322,PER-0020,CLI-02322,CLI-02322,2023-09-03,2023-11-21,Granizo,Cerrado,2446.65,Automóvil,79
PAR-002323,POL-002323,OBJ-002323,PER-0032,CLI-02323,CLI-02323,2025-08-23,2025-11-15,Choque,Cerrado,42452.63,Automóvil,84
PAR-002324,POL-002324,OBJ-002324,PER-0035,CLI-02324,CLI-07059,2024-08-28,2024-11-20,Granizo,Cerrado,4980.27,Automóvil,84
PAR-002325,POL-002325,OBJ-002325,PER-0029,CLI-02325,CLI-02325,2024-01-31,2024-02-09,Responsabilidad civil,Cerrado,32845.65,Automóvil,9
PAR-002326,POL-002326,OBJ-002326,PER-0029,CLI-02326,CLI-02326,2024-03-31,2024-04-20,Granizo,Cerrado,20323.19,Automóvil,20
