id_evaluacion,id_parte,id_perito,fecha_visita,monto_estimado_dano,dictamen,requiere_reinspeccion
EVA-000491,PAR-000491,PER-0051,2025-11-01,27591.95,Siniestro verificado. Monto estimado dentro del rango de cobertura.,True
EVA-000492,PAR-000492,PER-0037,2025-11-26,33022.25,Daños totales. Se recomienda indemnización completa.,True
EVA-000493,PAR-000493,PER-0018,2024-04-03,53482.19,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000494,PAR-000494,PER-0009,2025-05-04,40207.92,Se verificaron daños parciales en el bien asegurado.,False
EVA-000495,PAR-000495,PER-0022,2024-10-04,5419.37,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000496,PAR-000496,PER-0038,2023-07-14,38613.84,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-000497,PAR-000497,PER-0013,2023-08-10,121524.03,Daños totales. Se recomienda indemnización completa.,False
EVA-000498,PAR-000498,PER-0038,2024-09-02,32467.1,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000499,PAR-000499,PER-0060,2024-09-06,29792.38,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000500,PAR-000500,PER-0007,2024-06-01,36099.9,Daños totales. Se recomienda indemnización completa.,False
EVA-000501,PAR-000501,PER-0025,2025-08-03,50203.0,No se pudieron constatar los daños declarados.,False
EVA-000502,PAR-000502,PER-0050,2026-02-25,48104.35,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000503,PAR-000503,PER-0037,2025-10-26,95566.62,Se verificaron daños parciales en el bien asegurado.,False
EVA-000504,PAR-000504,PER-0037,2024-06-01,17796.73,Daños totales. Se recomienda indemnización completa.,False
EVA-000505,PAR-000505,PER-0051,2023-08-12,33179.58,Se verificaron daños parciales en el bien asegurado.,True
EVA-000506,PAR-000506,PER-0048,2023-10-05,42111.01,Daños constatados consistentes con lo declarado.,False
EVA-000507,PAR-000507,PER-0012,2025-03-05,11448.4,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000508,PAR-000508,PER-0020,2024-01-07,31620.8,Daños totales. Se recomienda indemnización completa.,False
EVA-000509,PAR-000509,PER-0039,2024-06-07,38837.84,Se verificaron daños parciales en el bien asegurado.,False
EVA-000510,PAR-000510,PER-0022,2024-11-28,42115.75,No se pudieron constatar los daños declarados.,False
EVA-000511,PAR-000511,PER-0030,2025-01-31,93145.09,Se verificaron daños parciales en el bien asegurado.,False
EVA-000512,PAR-000512,PER-0030,2026-01-30,52737.85,Daños totales. Se recomienda indemnización completa.,False
EVA-000513,PAR-000513,PER-0030,2025-04-27,18044.46,Daños constatados consistentes con lo declarado.,False
EVA-000514,PAR-000514,PER-0033,2023-07-07,55859.01,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000515,PAR-000515,PER-0053,2024-09-01,66740.76,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000516,PAR-000516,PER-0036,2026-02-28,21262.82,Daños constatados consistentes con lo declarado.,False
EVA-000517,PAR-000517,PER-0017,2024-12-03,35318.27,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000518,PAR-000518,PER-0060,2023-08-13,22415.58,Se verificaron daños parciales en el bien asegurado.,False
EVA-000519,PAR-000519,PER-0015,2026-03-26,55587.11,No se pudieron constatar los daños declarados.,True
EVA-000520,PAR-000520,PER-0024,2024-05-10,120473.7,Daños totales. Se recomienda indemnización completa.,True
EVA-000521,PAR-000521,PER-0049,2025-05-02,52263.16,Daños constatados consistentes con lo declarado.,True
EVA-000522,PAR-000522,PER-0006,2024-06-09,74339.35,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-000523,PAR-000523,PER-0025,2024-09-04,192417.35,Daños totales. Se recomienda indemnización completa.,False
EVA-000524,PAR-000524,PER-0050,2024-10-03,46338.7,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-000525,PAR-000525,PER-0034,2024-12-28,5586.17,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-000526,PAR-000526,PER-0003,2026-02-21,41605.05,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000527,PAR-000527,PER-0015,2024-10-28,19371.22,Se verificaron daños parciales en el bien asegurado.,False
EVA-000528,PAR-000528,PER-0030,2025-10-26,26250.72,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000529,PAR-000529,PER-0046,2025-06-25,32246.2,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000530,PAR-000530,PER-0037,2026-02-25,5829.51,Se verificaron daños parciales en el bien asegurado.,False
EVA-000531,PAR-000531,PER-0036,2025-09-26,17778.94,Se verificaron daños parciales en el bien asegurado.,False
EVA-000532,PAR-000532,PER-0001,2025-04-04,35037.48,Se verificaron daños parciales en el bien asegurado.,False
EVA-000533,PAR-000533,PER-0010,2024-09-28,35256.19,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000534,PAR-000534,PER-0010,2026-03-22,29791.91,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000535,PAR-000535,PER-0060,2023-11-03,25025.98,No se pudieron constatar los daños declarados.,False
EVA-000536,PAR-000536,PER-0050,2025-11-28,74588.45,Se verificaron daños parciales en el bien asegurado.,False
EVA-000537,PAR-000537,PER-0059,2024-01-10,7478.88,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000538,PAR-000538,PER-0058,2023-07-11,47049.32,Daños totales. Se recomienda indemnización completa.,False
EVA-000539,PAR-000539,PER-0052,2025-08-01,21617.81,Se verificaron daños parciales en el bien asegurado.,False
EVA-000540,PAR-000540,PER-0043,2023-08-14,22873.28,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-000541,PAR-000541,PER-0022,2026-01-21,5740.12,No se pudieron constatar los daños declarados.,False
EVA-000542,PAR-000542,PER-0001,2024-05-08,119095.53,Daños constatados consistentes con lo declarado.,False
EVA-000543,PAR-000543,PER-0002,2025-05-26,72335.64,Daños totales. Se recomienda indemnización completa.,False
EVA-000544,PAR-000544,PER-0047,2024-09-29,56137.63,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-000545,PAR-000545,PER-0044,2025-11-25,51446.25,No se pudieron constatar los daños declarados.,False
EVA-000546,PAR-000546,PER-0036,2023-06-12,45455.12,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000547,PAR-000547,PER-0009,2026-01-30,21734.71,Daños constatados consistentes con lo declarado.,False
EVA-000548,PAR-000548,PER-0021,2025-07-29,63650.31,No se pudieron constatar los daños declarados.,False
EVA-000549,PAR-000549,PER-0049,2024-10-04,25500.81,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000550,PAR-000550,PER-0036,2025-11-28,19238.71,No se pudieron constatar los daños declarados.,False
EVA-000551,PAR-000551,PER-0056,2025-09-28,67559.4,No se pudieron constatar los daños declarados.,False
EVA-000552,PAR-000552,PER-0028,2024-08-04,43971.82,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000553,PAR-000553,PER-0010,2024-01-07,41964.99,Se verificaron daños parciales en el bien asegurado.,False
EVA-000554,PAR-000554,PER-0040,2025-05-02,1910.31,No se pudieron constatar los daños declarados.,False
EVA-000555,PAR-000555,PER-0010,2023-07-07,37215.08,Siniestro verificado. Monto estimado dentro del rango de cobertura.,True
EVA-000556,PAR-000556,PER-0002,2023-08-08,27077.15,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000557,PAR-000557,PER-0001,2023-09-05,30747.43,Daños totales. Se recomienda indemnización completa.,False
EVA-000558,PAR-000558,PER-0041,2024-04-07,29749.21,Daños totales. Se recomienda indemnización completa.,False
EVA-000559,PAR-000559,PER-0044,2025-05-30,17465.32,No se pudieron constatar los daños declarados.,False
EVA-000560,PAR-000560,PER-0025,2026-01-28,73844.8,No se pudieron constatar los daños declarados.,False
EVA-000561,PAR-000561,PER-0049,2024-01-06,59155.83,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000562,PAR-000562,PER-0023,2024-12-05,26834.69,Se verificaron daños parciales en el bien asegurado.,True
EVA-000563,PAR-000563,PER-0046,2026-01-28,4330.31,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000564,PAR-000564,PER-0013,2026-02-23,33950.89,Daños totales. Se recomienda indemnización completa.,False
EVA-000565,PAR-000565,PER-0031,2023-08-05,4935.11,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000566,PAR-000566,PER-0058,2024-10-02,52810.67,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000567,PAR-000567,PER-0042,2023-08-06,57069.87,Siniestro verificado. Monto estimado dentro del rango de cobertura.,True
EVA-000568,PAR-000568,PER-0001,2025-01-01,75537.97,Daños totales. Se recomienda indemnización completa.,False
EVA-000569,PAR-000569,PER-0032,2026-02-21,19095.92,No se pudieron constatar los daños declarados.,False
EVA-000570,PAR-000570,PER-0031,2023-07-15,13144.55,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000571,PAR-000571,PER-0036,2023-09-08,22485.84,Daños totales. Se recomienda indemnización completa.,False
EVA-000572,PAR-000572,PER-0035,2024-04-04,21221.18,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000573,PAR-000573,PER-0034,2025-04-30,41246.58,No se pudieron constatar los daños declarados.,False
EVA-000574,PAR-000574,PER-0035,2025-04-29,6995.27,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000575,PAR-000575,PER-0038,2024-07-31,65899.98,No se pudieron constatar los daños declarados.,False
EVA-000576,PAR-000576,PER-0033,2025-07-26,31790.03,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000577,PAR-000577,PER-0027,2025-08-24,35606.88,Daños totales. Se recomienda indemnización completa.,False
EVA-000578,PAR-000578,PER-0035,2025-01-04,22792.38,Daños totales. Se recomienda indemnización completa.,False
EVA-000579,PAR-000579,PER-0056,2024-07-08,37514.02,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-000580,PAR-000580,PER-0050,2025-02-26,5273.73,Se verificaron daños parciales en el bien asegurado.,True
EVA-000581,PAR-000581,PER-0006,2025-04-29,24186.26,Daños totales. Se recomienda indemnización completa.,False
EVA-000582,PAR-000582,PER-0019,2024-10-29,133158.62,No se pudieron constatar los daños declarados.,False
EVA-000583,PAR-000583,PER-0041,2024-04-06,16195.36,Daños constatados consistentes con lo declarado.,False
EVA-000584,PAR-000584,PER-0037,2024-07-07,11557.4,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000585,PAR-000585,PER-0001,2025-07-25,53922.26,Daños totales. Se recomienda indemnización completa.,False
EVA-000586,PAR-000586,PER-0030,2026-03-27,28546.69,Daños totales. Se recomienda indemnización completa.,False
EVA-000587,PAR-000587,PER-0021,2023-09-12,50573.34,Se verificaron daños parciales en el bien asegurado.,False
EVA-000588,PAR-000588,PER-0030,2024-10-01,19854.1,Daños totales. Se recomienda indemnización completa.,False
EVA-000589,PAR-000589,PER-0008,2026-03-26,27612.51,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000590,PAR-000590,PER-0028,2024-05-31,57301.45,Se verificaron daños parciales en el bien asegurado.,False
EVA-000591,PAR-000591,PER-0023,2026-01-25,51247.79,Se verificaron daños parciales en el bien asegurado.,False
EVA-000592,PAR-000592,PER-0030,2023-10-13,37067.8,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000593,PAR-000593,PER-0024,2025-07-25,6812.82,Daños constatados consistentes con lo declarado.,False
EVA-000594,PAR-000594,PER-0031,2025-12-22,63134.69,Daños constatados consistentes con lo declarado.,False
EVA-000595,PAR-000595,PER-0050,2025-05-29,54451.87,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000596,PAR-000596,PER-0024,2023-11-04,4261.33,Daños totales. Se recomienda indemnización completa.,False
EVA-000597,PAR-000597,PER-0047,2025-05-31,26760.75,No se pudieron constatar los daños declarados.,False
EVA-000598,PAR-000598,PER-0007,2024-12-28,11266.31,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000599,PAR-000599,PER-0014,2025-02-03,38023.94,Daños constatados consistentes con lo declarado.,False
EVA-000600,PAR-000600,PER-0012,2025-11-25,13120.33,Se verificaron daños parciales en el bien asegurado.,True
EVA-000601,PAR-000601,PER-0001,2025-10-23,1470.61,No se pudieron constatar los daños declarados.,False
EVA-000602,PAR-000602,PER-0014,2024-09-06,120.47,No se pudieron constatar los daños declarados.,False
EVA-000603,PAR-000603,PER-0030,2025-06-04,17840.4,No se pudieron constatar los daños declarados.,False
EVA-000604,PAR-000604,PER-0035,2025-08-29,56574.73,Daños totales. Se recomienda indemnización completa.,False
EVA-000605,PAR-000605,PER-0058,2023-08-06,31919.77,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000606,PAR-000606,PER-0010,2025-09-27,29928.9,Daños constatados consistentes con lo declarado.,False
EVA-000607,PAR-000607,PER-0013,2025-11-01,122111.43,No se pudieron constatar los daños declarados.,True
EVA-000608,PAR-000608,PER-0060,2026-02-27,52539.62,Se verificaron daños parciales en el bien asegurado.,True
EVA-000609,PAR-000609,PER-0004,2026-03-26,45431.37,Daños constatados consistentes con lo declarado.,False
EVA-000610,PAR-000610,PER-0031,2025-12-26,74749.02,No se pudieron constatar los daños declarados.,False
EVA-000611,PAR-000611,PER-0026,2024-07-09,38152.38,No se pudieron constatar los daños declarados.,False
EVA-000612,PAR-000612,PER-0057,2024-05-31,14253.77,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000613,PAR-000613,PER-0055,2025-04-30,13423.71,Daños constatados consistentes con lo declarado.,False
EVA-000614,PAR-000614,PER-0043,2024-01-04,23728.53,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000615,PAR-000615,PER-0044,2025-08-29,18990.35,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000616,PAR-000616,PER-0057,2025-02-02,36613.82,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000617,PAR-000617,PER-0046,2026-03-30,47450.74,Se verificaron daños parciales en el bien asegurado.,True
EVA-000618,PAR-000618,PER-0057,2026-02-22,21206.42,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000619,PAR-000619,PER-0019,2024-04-01,33992.86,Daños totales. Se recomienda indemnización completa.,False
EVA-000620,PAR-000620,PER-0050,2024-11-01,34531.69,Daños totales. Se recomienda indemnización completa.,False
EVA-000621,PAR-000621,PER-0014,2024-03-02,18093.88,Daños totales. Se recomienda indemnización completa.,True
EVA-000622,PAR-000622,PER-0050,2024-08-31,25702.69,Se verificaron daños parciales en el bien asegurado.,False
EVA-000623,PAR-000623,PER-0024,2023-11-10,21600.64,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000624,PAR-000624,PER-0052,2026-03-31,34022.0,Daños constatados consistentes con lo declarado.,False
EVA-000625,PAR-000625,PER-0041,2025-06-02,14820.66,Se verificaron daños parciales en el bien asegurado.,False
EVA-000626,PAR-000626,PER-0040,2024-12-04,51483.97,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-000627,PAR-000627,PER-0006,2025-01-03,4209.89,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-000628,PAR-000628,PER-0055,2024-04-07,31973.75,No se pudieron constatar los daños declarados.,False
EVA-000629,PAR-000629,PER-0059,2025-10-26,41786.75,No se pudieron constatar los daños declarados.,False
EVA-000630,PAR-000630,PER-0047,2026-01-25,31236.63,No se pudieron constatar los daños declarados.,False
EVA-000631,PAR-000631,PER-0003,2023-08-07,17736.64,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000632,PAR-000632,PER-0027,2025-02-03,8349.8,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000633,PAR-000633,PER-0006,2025-05-01,14904.34,Daños constatados consistentes con lo declarado.,False
EVA-000634,PAR-000634,PER-0058,2024-09-05,95183.08,Daños constatados consistentes con lo declarado.,False
EVA-000635,PAR-000635,PER-0034,2025-10-26,895.15,Daños totales. Se recomienda indemnización completa.,True
EVA-000636,PAR-000636,PER-0031,2025-11-30,10673.79,No se pudieron constatar los daños declarados.,False
EVA-000637,PAR-000637,PER-0037,2023-07-07,62847.05,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000638,PAR-000638,PER-0053,2024-10-02,27577.89,Daños totales. Se recomienda indemnización completa.,False
EVA-000639,PAR-000639,PER-0033,2025-12-24,43409.28,Se verificaron daños parciales en el bien asegurado.,False
EVA-000640,PAR-000640,PER-0019,2024-05-08,37266.14,Daños totales. Se recomienda indemnización completa.,False
EVA-000641,PAR-000641,PER-0040,2024-11-04,28243.45,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-000642,PAR-000642,PER-0045,2025-09-02,26486.6,No se pudieron constatar los daños declarados.,False
EVA-000643,PAR-000643,PER-0026,2025-10-31,41385.64,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-000644,PAR-000644,PER-0004,2024-08-04,19649.77,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000645,PAR-000645,PER-0026,2026-02-22,13977.04,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000646,PAR-000646,PER-0014,2024-11-06,59029.03,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000647,PAR-000647,PER-0052,2024-12-04,36755.24,Daños totales. Se recomienda indemnización completa.,False
EVA-000648,PAR-000648,PER-0014,2026-01-23,10939.8,Daños totales. Se recomienda indemnización completa.,False
EVA-000649,PAR-000649,PER-0009,2026-03-25,33779.94,No se pudieron constatar los daños declarados.,False
EVA-000650,PAR-000650,PER-0007,2025-10-26,95916.34,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-000651,PAR-000651,PER-0029,2025-12-26,7724.38,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000652,PAR-000652,PER-0027,2024-08-31,22165.51,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000653,PAR-000653,PER-0047,2025-04-01,39790.43,Indicios de preexistencia. Se requiere investigación adicional.,True
EVA-000654,PAR-000654,PER-0016,2023-09-13,11820.98,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000655,PAR-000655,PER-0009,2024-02-09,49819.53,Daños totales. Se recomienda indemnización completa.,False
EVA-000656,PAR-000656,PER-0039,2024-03-05,51692.4,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000657,PAR-000657,PER-0022,2024-05-02,29861.86,Se verificaron daños parciales en el bien asegurado.,False
EVA-000658,PAR-000658,PER-0008,2025-09-29,21030.63,Se verificaron daños parciales en el bien asegurado.,True
EVA-000659,PAR-000659,PER-0036,2024-04-08,21199.96,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000660,PAR-000660,PER-0053,2024-02-08,26381.43,Daños totales. Se recomienda indemnización completa.,False
EVA-000661,PAR-000661,PER-0031,2025-07-28,15183.65,Daños totales. Se recomienda indemnización completa.,True
EVA-000662,PAR-000662,PER-0059,2023-11-03,18654.21,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000663,PAR-000663,PER-0041,2025-06-27,39627.02,Se verificaron daños parciales en el bien asegurado.,False
EVA-000664,PAR-000664,PER-0004,2025-12-29,34480.91,Daños constatados consistentes con lo declarado.,True
EVA-000665,PAR-000665,PER-0040,2025-11-30,149.5,Daños totales. Se recomienda indemnización completa.,False
EVA-000666,PAR-000666,PER-0045,2024-11-03,44432.32,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000667,PAR-000667,PER-0017,2026-02-25,29528.48,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-000668,PAR-000668,PER-0033,2025-12-01,22173.44,Daños constatados consistentes con lo declarado.,False
EVA-000669,PAR-000669,PER-0032,2025-11-30,75019.56,No se pudieron constatar los daños declarados.,False
EVA-000670,PAR-000670,PER-0008,2026-03-25,49575.74,Daños constatados consistentes con lo declarado.,False
EVA-000671,PAR-000671,PER-0036,2025-05-28,29477.3,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000672,PAR-000672,PER-0021,2024-03-11,30960.57,Daños constatados consistentes con lo declarado.,False
EVA-000673,PAR-000673,PER-0031,2025-02-04,31972.47,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000674,PAR-000674,PER-0058,2024-03-08,123166.49,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000675,PAR-000675,PER-0027,2024-10-29,5187.2,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000676,PAR-000676,PER-0034,2024-04-01,19866.85,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000677,PAR-000677,PER-0001,2025-05-28,1424.74,Daños constatados consistentes con lo declarado.,False
EVA-000678,PAR-000678,PER-0058,2024-02-01,36181.79,No se pudieron constatar los daños declarados.,True
EVA-000679,PAR-000679,PER-0049,2024-04-03,22675.67,Daños constatados consistentes con lo declarado.,False
EVA-000680,PAR-000680,PER-0014,2024-10-06,28556.92,Se verificaron daños parciales en el bien asegurado.,False
EVA-000681,PAR-000681,PER-0048,2023-11-09,26427.67,Se verificaron daños parciales en el bien asegurado.,False
EVA-000682,PAR-000682,PER-0053,2024-10-07,42038.04,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000683,PAR-000683,PER-0018,2025-05-27,11185.52,Daños totales. Se recomienda indemnización completa.,False
EVA-000684,PAR-000684,PER-0004,2025-12-30,40080.31,Daños totales. Se recomienda indemnización completa.,False
EVA-000685,PAR-000685,PER-0051,2024-12-27,1108.53,Daños verificados parcialmente. Se recomienda pago proporcional.,True
EVA-000686,PAR-000686,PER-0038,2025-05-30,48215.56,Se verificaron daños parciales en el bien asegurado.,True
EVA-000687,PAR-000687,PER-0047,2023-10-09,41397.06,Daños totales. Se recomienda indemnización completa.,False
EVA-000688,PAR-000688,PER-0007,2025-05-28,41400.19,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000689,PAR-000689,PER-0013,2023-06-15,4131.54,Daños constatados consistentes con lo declarado.,False
EVA-000690,PAR-000690,PER-0028,2023-11-11,30973.82,Daños constatados consistentes con lo declarado.,False
EVA-000691,PAR-000691,PER-0020,2026-02-24,11294.66,Daños constatados consistentes con lo declarado.,False
EVA-000692,PAR-000692,PER-0015,2024-07-01,42770.27,No se pudieron constatar los daños declarados.,False
EVA-000693,PAR-000693,PER-0013,2026-02-27,16552.99,No se pudieron constatar los daños declarados.,False
EVA-000694,PAR-000694,PER-0030,2025-05-30,68376.56,No se pudieron constatar los daños declarados.,False
EVA-000695,PAR-000695,PER-0013,2025-03-01,30794.94,Daños constatados consistentes con lo declarado.,False
EVA-000696,PAR-000696,PER-0030,2025-10-28,39775.33,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000697,PAR-000697,PER-0058,2025-09-28,21731.53,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000698,PAR-000698,PER-0045,2023-11-06,59559.05,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000699,PAR-000699,PER-0037,2023-09-13,33575.93,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000700,PAR-000700,PER-0051,2024-09-02,10531.34,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000701,PAR-000701,PER-0003,2024-09-05,3379.64,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000702,PAR-000702,PER-0044,2025-11-29,30301.87,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000703,PAR-000703,PER-0001,2024-12-30,25310.85,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000704,PAR-000704,PER-0049,2024-05-03,549.49,Daños totales. Se recomienda indemnización completa.,False
EVA-000705,PAR-000705,PER-0034,2024-02-06,20341.78,Se verificaron daños parciales en el bien asegurado.,False
EVA-000706,PAR-000706,PER-0025,2023-09-09,34841.82,No se pudieron constatar los daños declarados.,True
EVA-000707,PAR-000707,PER-0022,2025-06-29,36677.39,Se verificaron daños parciales en el bien asegurado.,False
EVA-000708,PAR-000708,PER-0015,2024-11-04,16109.87,Se verificaron daños parciales en el bien asegurado.,False
EVA-000709,PAR-000709,PER-0043,2026-03-28,19082.02,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000710,PAR-000710,PER-0045,2024-01-04,40028.7,Daños constatados consistentes con lo declarado.,False
EVA-000711,PAR-000711,PER-0032,2024-10-30,33585.82,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000712,PAR-000712,PER-0016,2025-08-02,25706.2,Daños totales. Se recomienda indemnización completa.,True
EVA-000713,PAR-000713,PER-0033,2025-12-01,33106.66,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000714,PAR-000714,PER-0044,2025-11-26,73670.43,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000715,PAR-000715,PER-0008,2024-04-10,52013.7,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000716,PAR-000716,PER-0047,2024-12-27,15896.79,Daños totales. Se recomienda indemnización completa.,False
EVA-000717,PAR-000717,PER-0011,2025-08-31,585.45,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000718,PAR-000718,PER-0039,2025-11-01,25104.85,Daños totales. Se recomienda indemnización completa.,True
EVA-000719,PAR-000719,PER-0044,2025-05-29,50202.38,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000720,PAR-000720,PER-0057,2026-01-22,28689.22,Se verificaron daños parciales en el bien asegurado.,False
EVA-000721,PAR-000721,PER-0009,2024-10-29,64742.95,Daños verificados parcialmente. Se recomienda pago proporcional.,False
EVA-000722,PAR-000722,PER-0029,2023-12-07,3087.41,Daños totales. Se recomienda indemnización completa.,False
EVA-000723,PAR-000723,PER-0003,2025-08-31,52147.08,Se verificaron daños parciales en el bien asegurado.,False
EVA-000724,PAR-000724,PER-0037,2025-03-31,33605.87,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000725,PAR-000725,PER-0007,2024-12-02,50645.47,Se verificaron daños parciales en el bien asegurado.,False
EVA-000726,PAR-000726,PER-0047,2023-08-09,20480.71,No se pudieron constatar los daños declarados.,True
EVA-000727,PAR-000727,PER-0005,2023-07-15,21674.33,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000728,PAR-000728,PER-0004,2024-05-08,15429.84,Daños constatados consistentes con lo declarado.,False
EVA-000729,PAR-000729,PER-0012,2025-09-26,12148.57,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000730,PAR-000730,PER-0053,2025-12-28,57768.66,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000731,PAR-000731,PER-0058,2026-02-21,20019.43,Daños constatados consistentes con lo declarado.,False
EVA-000732,PAR-000732,PER-0040,2026-02-24,19009.59,Daños constatados consistentes con lo declarado.,False
EVA-000733,PAR-000733,PER-0028,2025-09-28,5112.62,Daños totales. Se recomienda indemnización completa.,False
EVA-000734,PAR-000734,PER-0022,2025-12-23,37669.62,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000735,PAR-000735,PER-0005,2025-04-02,25164.72,Indicios de preexistencia. Se requiere investigación adicional.,False
EVA-000736,PAR-000736,PER-0045,2024-04-06,3931.66,Daños constatados consistentes con lo declarado.,True
EVA-000737,PAR-000737,PER-0019,2024-05-02,11630.93,Siniestro verificado. Monto estimado dentro del rango de cobertura.,False
EVA-000738,PAR-000738,PER-0007,2024-09-30,34583.81,Daños totales. Se recomienda indemnización completa.,False
EVA-000739,PAR-000739,PER-0038,2025-09-23,41090.8,Daños verificados parcialmente. Se recomienda pago proporcional.,False
