id_pago,id_parte,id_receptor,monto_pagado,fecha_pago,metodo_pago,cuota,total_cuotas
PAG-0001837,PAR-001343,CLI-01343,35142.99,2024-01-08,Cheque,1,1
PAG-0001838,PAR-001344,CLI-08512,8036.54,2023-08-17,Transferencia,1,2
PAG-0001839,PAR-001344,CLI-08512,8732.91,2023-08-24,Transferencia,2,2
PAG-0001840,PAR-001345,CLI-01345,22578.01,2024-05-07,Cheque,1,1
PAG-0001841,PAR-001346,CLI-01346,21786.54,2025-09-16,Débito automático,1,1
PAG-0001842,PAR-001347,CLI-01347,4443.53,2023-09-19,Débito automático,1,3
PAG-0001843,PAR-001347,CLI-01347,4535.18,2023-09-26,Débito automático,2,3
PAG-0001844,PAR-001347,CLI-01347,4544.81,2023-10-03,Débito automático,3,3
PAG-0001845,PAR-001348,CLI-01348,9651.93,2025-07-03,Débito automático,1,1
PAG-0001846,PAR-001349,CLI-01349,22490.79,2025-04-29,Cheque,1,2
PAG-0001847,PAR-001349,CLI-01349,21978.84,2025-05-06,Débito automático,2,2
PAG-0001848,PAR-001350,CLI-01350,13232.29,2025-10-25,Débito automático,1,1
PAG-0001849,PAR-001351,CLI-01351,48499.13,2025-11-10,Débito automático,1,1
PAG-0001850,PAR-001352,CLI-01352,11650.9,2024-02-16,Débito automático,1,1
PAG-0001851,PAR-001353,CLI-01353,26818.56,2026-03-11,Débito automático,1,1
PAG-0001852,PAR-001354,CLI-01354,20735.94,2025-03-18,Débito automático,1,1
PAG-0001853,PAR-001355,CLI-01355,31304.57,2024-02-22,Transferencia,1,1
PAG-0001854,PAR-001356,CLI-01356,71837.84,2025-12-11,Transferencia,1,1
PAG-0001855,PAR-001357,CLI-01357,10558.41,2026-03-18,Transferencia,1,2
PAG-0001856,PAR-001357,CLI-01357,10822.93,2026-03-25,Débito automático,2,2
PAG-0001857,PAR-001358,CLI-01358,59996.1,2023-08-12,Cheque,1,1
PAG-0001858,PAR-001359,CLI-01359,23085.03,2026-04-22,Débito automático,1,1
PAG-0001859,PAR-001360,CLI-02116,27794.77,2024-07-20,Transferencia,1,1
PAG-0001860,PAR-001361,CLI-01116,27481.38,2023-11-29,Débito automático,1,1
PAG-0001861,PAR-001362,CLI-01362,43329.36,2025-02-03,Transferencia,1,1
PAG-0001862,PAR-001363,CLI-01363,35457.99,2025-12-09,Transferencia,1,1
PAG-0001863,PAR-001364,CLI-01364,84583.56,2024-02-01,Transferencia,1,1
PAG-0001864,PAR-001365,CLI-01365,48167.92,2024-10-24,Cheque,1,2
PAG-0001865,PAR-001365,CLI-01365,49844.04,2024-10-31,Cheque,2,2
PAG-0001866,PAR-001366,CLI-01366,51515.09,2025-11-12,Débito automático,1,2
PAG-0001867,PAR-001366,CLI-01366,50301.46,2025-11-19,Débito automático,2,2
PAG-0001868,PAR-001367,CLI-01367,28967.35,2024-10-07,Transferencia,1,1
PAG-0001869,PAR-001368,CLI-01368,9695.17,2025-11-07,Cheque,1,2
PAG-0001870,PAR-001368,CLI-01368,9831.37,2025-11-14,Transferencia,2,2
PAG-0001871,PAR-001369,CLI-01369,23524.34,2026-03-25,Débito automático,1,1
PAG-0001872,PAR-001370,CLI-01370,18882.75,2024-08-01,Transferencia,1,1
PAG-0001873,PAR-001371,CLI-01371,17796.86,2023-11-30,Cheque,1,2
PAG-0001874,PAR-001371,CLI-01371,19085.98,2023-12-07,Débito automático,2,2
PAG-0001875,PAR-001372,CLI-01372,31038.29,2025-11-11,Cheque,1,1
PAG-0001876,PAR-001373,CLI-10049,11189.02,2025-10-28,Cheque,1,3
PAG-0001877,PAR-001373,CLI-10049,11119.5,2025-11-04,Débito automático,2,3
PAG-0001878,PAR-001373,CLI-10049,10385.11,2025-11-11,Débito automático,3,3
PAG-0001879,PAR-001374,CLI-01374,25868.9,2024-02-10,Transferencia,1,1
PAG-0001880,PAR-001375,CLI-01375,23761.9,2026-01-26,Cheque,1,1
PAG-0001881,PAR-001376,CLI-01376,24938.31,2025-07-02,Débito automático,1,1
PAG-0001882,PAR-001377,CLI-01377,20496.41,2023-10-03,Débito automático,1,1
PAG-0001883,PAR-001378,CLI-01378,25972.45,2025-07-20,Transferencia,1,2
PAG-0001884,PAR-001378,CLI-01378,26379.19,2025-07-27,Transferencia,2,2
PAG-0001885,PAR-001379,CLI-01379,6200.43,2024-12-13,Débito automático,1,1
PAG-0001886,PAR-001380,CLI-01380,11665.67,2024-12-09,Cheque,1,2
PAG-0001887,PAR-001380,CLI-01380,11405.0,2024-12-16,Transferencia,2,2
PAG-0001888,PAR-001381,CLI-03991,38965.31,2026-04-26,Transferencia,1,1
PAG-0001889,PAR-001382,CLI-01382,42989.54,2025-12-29,Transferencia,1,1
PAG-0001890,PAR-001383,CLI-01383,20899.81,2026-04-16,Transferencia,1,1
PAG-0001891,PAR-001384,CLI-01384,61767.68,2026-04-28,Cheque,1,3
PAG-0001892,PAR-001384,CLI-01384,63526.61,2026-05-05,Cheque,2,3
PAG-0001893,PAR-001384,CLI-01384,67031.96,2026-05-12,Débito automático,3,3
PAG-0001894,PAR-001385,CLI-01385,120833.17,2026-03-06,Débito automático,1,1
PAG-0001895,PAR-001386,CLI-01386,22545.74,2024-09-19,Débito automático,1,1
PAG-0001896,PAR-001387,CLI-01387,13837.67,2025-10-15,Transferencia,1,1
PAG-0001897,PAR-001388,CLI-01388,26172.69,2024-07-20,Transferencia,1,1
PAG-0001898,PAR-001389,CLI-01389,27578.77,2025-07-02,Cheque,1,1
PAG-0001899,PAR-001390,CLI-05821,11536.8,2026-03-27,Débito automático,1,3
PAG-0001900,PAR-001390,CLI-05821,10800.0,2026-04-03,Cheque,2,3
PAG-0001901,PAR-001390,CLI-05821,11208.86,2026-04-10,Débito automático,3,3
PAG-0001902,PAR-001391,CLI-01391,35169.21,2023-07-31,Transferencia,1,1
PAG-0001903,PAR-001392,CLI-01392,28046.97,2025-03-22,Transferencia,1,1
PAG-0001904,PAR-001393,CLI-01393,13873.3,2024-01-19,Transferencia,1,3
PAG-0001905,PAR-001393,CLI-01393,13169.96,2024-01-26,Cheque,2,3
PAG-0001906,PAR-001393,CLI-01393,13724.81,2024-02-02,Débito automático,3,3
PAG-0001907,PAR-001394,CLI-01394,31702.88,2026-01-08,Transferencia,1,1
PAG-0001908,PAR-001395,CLI-01395,27413.44,2025-08-01,Débito automático,1,1
PAG-0001909,PAR-001396,CLI-01396,7457.93,2024-01-26,Débito automático,1,1
PAG-0001910,PAR-001397,CLI-01397,16650.9,2024-04-28,Débito automático,1,1
PAG-0001911,PAR-001398,CLI-01398,11194.02,2026-03-16,Cheque,1,1
PAG-0001912,PAR-001399,CLI-01399,57772.08,2024-07-07,Débito automático,1,1
PAG-0001913,PAR-001400,CLI-01400,37157.8,2025-07-31,Transferencia,1,1
PAG-0001914,PAR-001401,CLI-01401,19258.53,2025-12-21,Transferencia,1,1
PAG-0001915,PAR-001402,CLI-01402,29937.12,2026-04-14,Transferencia,1,1
PAG-0001916,PAR-001403,CLI-01403,71327.45,2025-06-04,Transferencia,1,1
PAG-0001917,PAR-001404,CLI-02190,38711.58,2025-07-31,Cheque,1,1
PAG-0001918,PAR-001405,CLI-01405,27436.04,2023-08-24,Cheque,1,1
PAG-0001919,PAR-001406,CLI-07078,22483.58,2025-03-09,Débito automático,1,1
PAG-0001920,PAR-001407,CLI-01407,31286.99,2025-12-20,Débito automático,1,1
PAG-0001921,PAR-001408,CLI-01408,10341.41,2024-11-13,Débito automático,1,3
PAG-0001922,PAR-001408,CLI-01408,11069.75,2024-11-20,Débito automático,2,3
PAG-0001923,PAR-001408,CLI-01408,10342.37,2024-11-27,Transferencia,3,3
PAG-0001924,PAR-001409,CLI-01409,56080.59,2024-01-11,Transferencia,1,1
PAG-0001925,PAR-001410,CLI-01410,28066.66,2024-07-02,Transferencia,1,1
PAG-0001926,PAR-001411,CLI-01411,5796.02,2025-11-16,Transferencia,1,2
PAG-0001927,PAR-001411,CLI-01411,6185.87,2025-11-23,Débito automático,2,2
PAG-0001928,PAR-001412,CLI-01412,9757.81,2025-10-11,Débito automático,1,2
PAG-0001929,PAR-001412,CLI-01412,9776.67,2025-10-18,Transferencia,2,2
PAG-0001930,PAR-001413,CLI-01413,9821.89,2025-10-28,Cheque,1,2
PAG-0001931,PAR-001413,CLI-01413,9777.14,2025-11-04,Cheque,2,2
PAG-0001932,PAR-001414,CLI-01414,2338.39,2025-09-23,Cheque,1,2
PAG-0001933,PAR-001414,CLI-01414,2380.57,2025-09-30,Transferencia,2,2
PAG-0001934,PAR-001415,CLI-01415,312.37,2023-09-13,Cheque,1,2
PAG-0001935,PAR-001415,CLI-01415,328.97,2023-09-20,Débito automático,2,2
PAG-0001936,PAR-001416,CLI-01416,40176.9,2025-09-08,Transferencia,1,1
PAG-0001937,PAR-001417,CLI-01417,3199.11,2025-01-29,Débito automático,1,2
PAG-0001938,PAR-001417,CLI-01417,3335.75,2025-02-05,Transferencia,2,2
PAG-0001939,PAR-001418,CLI-01418,11777.41,2025-06-09,Transferencia,1,1
PAG-0001940,PAR-001419,CLI-01419,7154.93,2026-03-05,Cheque,1,3
PAG-0001941,PAR-001419,CLI-01419,7336.91,2026-03-12,Débito automático,2,3
PAG-0001942,PAR-001419,CLI-01419,6849.22,2026-03-19,Transferencia,3,3
PAG-0001943,PAR-001420,CLI-01420,41849.86,2024-10-24,Cheque,1,1
PAG-0001944,PAR-001421,CLI-01421,51885.13,2026-05-05,Transferencia,1,1
PAG-0001945,PAR-001422,CLI-01422,34360.51,2023-10-27,Débito automático,1,1
PAG-0001946,PAR-001423,CLI-01423,26487.64,2026-01-08,Transferencia,1,1
PAG-0001947,PAR-001424,CLI-01522,32235.13,2025-02-20,Débito automático,1,1
PAG-0001948,PAR-001425,CLI-01425,10172.09,2025-10-31,Transferencia,1,3
PAG-0001949,PAR-001425,CLI-01425,9931.61,2025-11-07,Transferencia,2,3
PAG-0001950,PAR-001425,CLI-01425,10138.92,2025-11-14,Transferencia,3,3
PAG-0001951,PAR-001426,CLI-01426,29985.49,2024-04-24,Transferencia,1,1
PAG-0001952,PAR-001427,CLI-01427,8067.67,2025-03-02,Débito automático,1,2
PAG-0001953,PAR-001427,CLI-01427,7920.8,2025-03-09,Cheque,2,2
PAG-0001954,PAR-001428,CLI-01428,33104.72,2025-03-03,Cheque,1,1
PAG-0001955,PAR-001429,CLI-04586,55748.25,2025-11-04,Cheque,1,1
PAG-0001956,PAR-001430,CLI-01430,13532.0,2026-01-20,Cheque,1,3
PAG-0001957,PAR-001430,CLI-01430,14532.3,2026-01-27,Transferencia,2,3
PAG-0001958,PAR-001430,CLI-01430,14440.91,2026-02-03,Transferencia,3,3
PAG-0001959,PAR-001431,CLI-01431,21982.3,2025-10-25,Débito automático,1,1
PAG-0001960,PAR-001432,CLI-01432,18411.17,2026-02-11,Cheque,1,2
PAG-0001961,PAR-001432,CLI-01432,18004.99,2026-02-18,Débito automático,2,2
PAG-0001962,PAR-001433,CLI-01433,22301.32,2025-04-22,Transferencia,1,1
PAG-0001963,PAR-001434,CLI-01434,4347.08,2024-02-28,Transferencia,1,1
PAG-0001964,PAR-001435,CLI-01435,48293.6,2026-03-11,Débito automático,1,1
PAG-0001965,PAR-001436,CLI-01436,1687.6,2025-05-21,Cheque,1,3
PAG-0001966,PAR-001436,CLI-01436,1745.1,2025-05-28,Transferencia,2,3
PAG-0001967,PAR-001436,CLI-01436,1698.05,2025-06-04,Transferencia,3,3
PAG-0001968,PAR-001437,CLI-01437,42661.31,2024-07-23,Transferencia,1,1
PAG-0001969,PAR-001438,CLI-01438,28868.41,2026-02-17,Débito automático,1,1
PAG-0001970,PAR-001439,CLI-01439,27062.19,2026-04-04,Débito automático,1,1
PAG-0001971,PAR-001440,CLI-01440,13110.55,2024-03-03,Cheque,1,1
PAG-0001972,PAR-001441,CLI-01441,16210.25,2024-12-20,Débito automático,1,2
PAG-0001973,PAR-001441,CLI-01441,16946.21,2024-12-27,Cheque,2,2
PAG-0001974,PAR-001442,CLI-01442,27336.24,2025-06-09,Cheque,1,1
PAG-0001975,PAR-001443,CLI-01443,4385.19,2025-06-12,Transferencia,1,2
PAG-0001976,PAR-001443,CLI-01443,4148.16,2025-06-19,Débito automático,2,2
PAG-0001977,PAR-001444,CLI-01444,34726.67,2026-01-10,Cheque,1,1
PAG-0001978,PAR-001445,CLI-01445,3133.05,2024-08-25,Débito automático,1,1
PAG-0001979,PAR-001446,CLI-01446,33811.27,2026-01-04,Cheque,1,1
PAG-0001980,PAR-001447,CLI-01447,9065.67,2025-06-11,Transferencia,1,2
PAG-0001981,PAR-001447,CLI-01447,8866.74,2025-06-18,Transferencia,2,2
PAG-0001982,PAR-001448,CLI-01448,23144.8,2024-07-02,Cheque,1,1
PAG-0001983,PAR-001449,CLI-01449,94859.27,2025-09-30,Transferencia,1,1
PAG-0001984,PAR-001450,CLI-01450,30753.79,2025-01-12,Cheque,1,1
PAG-0001985,PAR-001451,CLI-01451,8147.13,2024-08-12,Transferencia,1,1
PAG-0001986,PAR-001452,CLI-01452,25518.44,2026-04-09,Cheque,1,1
PAG-0001987,PAR-001453,CLI-01453,26409.92,2024-04-27,Transferencia,1,3
PAG-0001988,PAR-001453,CLI-01453,25588.99,2024-05-04,Cheque,2,3
PAG-0001989,PAR-001453,CLI-01453,25672.95,2024-05-11,Cheque,3,3
PAG-0001990,PAR-001454,CLI-01454,3979.1,2025-08-02,Transferencia,1,1
PAG-0001991,PAR-001455,CLI-01455,29070.83,2026-02-22,Transferencia,1,2
PAG-0001992,PAR-001455,CLI-01455,27553.44,2026-03-01,Débito automático,2,2
PAG-0001993,PAR-001456,CLI-01456,35879.3,2024-02-09,Transferencia,1,1
PAG-0001994,PAR-001457,CLI-01457,15180.19,2025-06-22,Cheque,1,2
PAG-0001995,PAR-001457,CLI-01457,16348.36,2025-06-29,Cheque,2,2
PAG-0001996,PAR-001458,CLI-01458,74379.75,2024-05-28,Débito automático,1,1
PAG-0001997,PAR-001459,CLI-01459,54247.43,2024-02-21,Débito automático,1,1
PAG-0001998,PAR-001460,CLI-01389,8342.59,2025-03-31,Transferencia,1,1
PAG-0001999,PAR-001461,CLI-01461,14426.8,2025-02-09,Cheque,1,2
PAG-0002000,PAR-001461,CLI-01461,13675.84,2025-02-16,Transferencia,2,2
PAG-0002001,PAR-001462,CLI-01462,55809.26,2025-01-30,Cheque,1,1
PAG-0002002,PAR-001463,CLI-01463,19868.2,2023-10-26,Cheque,1,3
PAG-0002003,PAR-001463,CLI-01463,19063.05,2023-11-02,Transferencia,2,3
PAG-0002004,PAR-001463,CLI-01463,18892.02,2023-11-09,Débito automático,3,3
PAG-0002005,PAR-001464,CLI-01464,28927.78,2023-08-22,Débito automático,1,1
PAG-0002006,PAR-001465,CLI-10273,37463.51,2026-02-24,Cheque,1,1
PAG-0002007,PAR-001466,CLI-01466,5231.61,2023-08-28,Cheque,1,3
PAG-0002008,PAR-001466,CLI-01466,5148.31,2023-09-04,Transferencia,2,3
PAG-0002009,PAR-001466,CLI-01466,5350.78,2023-09-11,Débito automático,3,3
PAG-0002010,PAR-001467,CLI-01467,70201.46,2023-08-30,Débito automático,1,1
PAG-0002011,PAR-001468,CLI-01468,14057.87,2025-10-10,Débito automático,1,1
PAG-0002012,PAR-001469,CLI-01469,12003.09,2026-04-03,Cheque,1,2
PAG-0002013,PAR-001469,CLI-01469,12961.32,2026-04-10,Cheque,2,2
PAG-0002014,PAR-001470,CLI-01470,26492.02,2026-05-29,Transferencia,1,2
PAG-0002015,PAR-001470,CLI-01470,27246.67,2026-06-05,Transferencia,2,2
PAG-0002016,PAR-001471,CLI-01471,37864.61,2024-06-06,Transferencia,1,1
PAG-0002017,PAR-001472,CLI-01472,4490.46,2024-09-28,Débito automático,1,1
PAG-0002018,PAR-001473,CLI-01473,1421.59,2025-04-05,Transferencia,1,1
PAG-0002019,PAR-001474,CLI-02120,98.32,2024-03-05,Cheque,1,3
PAG-0002020,PAR-001474,CLI-02120,94.16,2024-03-12,Cheque,2,3
PAG-0002021,PAR-001474,CLI-02120,98.12,2024-03-19,Débito automático,3,3
PAG-0002022,PAR-001475,CLI-01475,29231.73,2023-10-27,Cheque,1,1
PAG-0002023,PAR-001476,CLI-01476,509.26,2023-12-03,Débito automático,1,1
PAG-0002024,PAR-001477,CLI-01477,83971.44,2024-12-22,Débito automático,1,1
PAG-0002025,PAR-001478,CLI-01478,35532.3,2024-08-08,Débito automático,1,1
PAG-0002026,PAR-001479,CLI-01479,28896.55,2023-10-25,Transferencia,1,1
PAG-0002027,PAR-001480,CLI-01412,27642.58,2025-06-12,Transferencia,1,1
PAG-0002028,PAR-001481,CLI-04674,14262.74,2025-09-27,Cheque,1,1
PAG-0002029,PAR-001482,CLI-01482,48290.42,2024-05-01,Débito automático,1,1
PAG-0002030,PAR-001483,CLI-01483,15791.54,2025-03-11,Débito automático,1,1
PAG-0002031,PAR-001484,CLI-01484,12487.01,2023-10-30,Débito automático,1,1
PAG-0002032,PAR-001485,CLI-01485,13984.78,2026-01-13,Débito automático,1,2
PAG-0002033,PAR-001485,CLI-01485,15308.46,2026-01-20,Cheque,2,2
PAG-0002034,PAR-001486,CLI-01486,6341.78,2025-01-10,Débito automático,1,3
PAG-0002035,PAR-001486,CLI-01486,6049.55,2025-01-17,Transferencia,2,3
PAG-0002036,PAR-001486,CLI-01486,5885.12,2025-01-24,Transferencia,3,3
PAG-0002037,PAR-001487,CLI-01487,63016.46,2025-10-31,Transferencia,1,1
PAG-0002038,PAR-001488,CLI-04512,36550.43,2024-08-01,Débito automático,1,1
PAG-0002039,PAR-001489,CLI-01489,7683.66,2024-07-22,Cheque,1,1
PAG-0002040,PAR-001490,CLI-01490,27635.79,2026-02-11,Débito automático,1,2
PAG-0002041,PAR-001490,CLI-01490,29653.14,2026-02-18,Cheque,2,2
PAG-0002042,PAR-001491,CLI-01491,682.58,2025-10-21,Transferencia,1,1
PAG-0002043,PAR-001492,CLI-01492,12297.25,2026-02-25,Transferencia,1,1
PAG-0002044,PAR-001493,CLI-01493,14958.2,2025-12-26,Cheque,1,2
PAG-0002045,PAR-001493,CLI-01493,14219.51,2026-01-02,Débito automático,2,2
PAG-0002046,PAR-001494,CLI-01494,38031.53,2026-03-05,Cheque,1,1
PAG-0002047,PAR-001495,CLI-01113,9168.15,2025-07-06,Débito automático,1,2
PAG-0002048,PAR-001495,CLI-01113,9695.71,2025-07-13,Cheque,2,2
PAG-0002049,PAR-001496,CLI-01496,31153.09,2025-06-22,Débito automático,1,1
PAG-0002050,PAR-001497,CLI-01497,34821.83,2026-03-08,Cheque,1,1
PAG-0002051,PAR-001498,CLI-01498,28371.86,2025-02-01,Débito automático,1,1
PAG-0002052,PAR-001499,CLI-01499,41104.2,2024-07-05,Cheque,1,1
PAG-0002053,PAR-001500,CLI-01500,31493.19,2024-02-12,Transferencia,1,1
PAG-0002054,PAR-001501,CLI-01501,6354.06,2026-03-17,Transferencia,1,2
PAG-0002055,PAR-001501,CLI-01501,6466.43,2026-03-24,Transferencia,2,2
PAG-0002056,PAR-001502,CLI-01502,22804.96,2026-01-13,Cheque,1,1
PAG-0002057,PAR-001503,CLI-01503,41014.81,2025-10-17,Cheque,1,1
PAG-0002058,PAR-001504,CLI-01504,16908.38,2025-04-24,Cheque,1,3
PAG-0002059,PAR-001504,CLI-01504,16764.94,2025-05-01,Transferencia,2,3
PAG-0002060,PAR-001504,CLI-01504,16169.37,2025-05-08,Transferencia,3,3
PAG-0002061,PAR-001505,CLI-01505,117083.79,2025-12-25,Cheque,1,1
PAG-0002062,PAR-001506,CLI-04473,17688.45,2026-06-06,Débito automático,1,1
PAG-0002063,PAR-001507,CLI-01507,49412.25,2023-09-02,Débito automático,1,1
PAG-0002064,PAR-001508,CLI-01508,32317.47,2024-09-30,Débito automático,1,1
PAG-0002065,PAR-001509,CLI-06204,39361.65,2025-11-04,Débito automático,1,1
PAG-0002066,PAR-001510,CLI-01510,17263.38,2026-04-29,Transferencia,1,2
PAG-0002067,PAR-001510,CLI-01510,16882.04,2026-05-06,Transferencia,2,2
PAG-0002068,PAR-001511,CLI-01511,5913.58,2025-11-16,Débito automático,1,3
PAG-0002069,PAR-001511,CLI-01511,6031.57,2025-11-23,Cheque,2,3
PAG-0002070,PAR-001511,CLI-01511,6211.84,2025-11-30,Transferencia,3,3
PAG-0002071,PAR-001512,CLI-01512,60967.29,2024-01-31,Transferencia,1,1
PAG-0002072,PAR-001513,CLI-01513,32643.16,2023-11-13,Transferencia,1,1
PAG-0002073,PAR-001514,CLI-01514,35785.83,2026-03-03,Cheque,1,1
PAG-0002074,PAR-001515,CLI-01515,29396.43,2024-05-27,Transferencia,1,1
PAG-0002075,PAR-001516,CLI-01516,25572.43,2025-03-23,Transferencia,1,2
PAG-0002076,PAR-001516,CLI-01516,23786.76,2025-03-30,Débito automático,2,2
PAG-0002077,PAR-001517,CLI-08984,54689.05,2025-10-26,Transferencia,1,2
PAG-0002078,PAR-001517,CLI-08984,58127.77,2025-11-02,Cheque,2,2
PAG-0002079,PAR-001518,CLI-01518,44409.12,2025-11-27,Transferencia,1,1
PAG-0002080,PAR-001519,CLI-01519,48137.82,2025-07-02,Transferencia,1,1
PAG-0002081,PAR-001520,CLI-01520,902.31,2025-04-28,Débito automático,1,2
PAG-0002082,PAR-001520,CLI-01520,926.2,2025-05-05,Cheque,2,2
PAG-0002083,PAR-001521,CLI-01521,3669.12,2024-04-16,Transferencia,1,3
PAG-0002084,PAR-001521,CLI-01521,3563.2,2024-04-23,Transferencia,2,3
PAG-0002085,PAR-001521,CLI-01521,3885.95,2024-04-30,Débito automático,3,3
PAG-0002086,PAR-001522,CLI-01522,25758.85,2023-08-27,Transferencia,1,3
PAG-0002087,PAR-001522,CLI-01522,25051.21,2023-09-03,Débito automático,2,3
PAG-0002088,PAR-001522,CLI-01522,25804.92,2023-09-10,Transferencia,3,3
PAG-0002089,PAR-001523,CLI-01523,46657.79,2026-02-09,Cheque,1,1
PAG-0002090,PAR-001524,CLI-01524,38970.93,2024-07-25,Débito automático,1,1
PAG-0002091,PAR-001525,CLI-01525,18411.55,2025-12-04,Cheque,1,2
PAG-0002092,PAR-001525,CLI-01525,18493.82,2025-12-11,Cheque,2,2
PAG-0002093,PAR-001526,CLI-01526,22781.29,2025-04-29,Transferencia,1,1
PAG-0002094,PAR-001527,CLI-01527,24797.05,2024-02-29,Débito automático,1,2
PAG-0002095,PAR-001527,CLI-01527,24203.09,2024-03-07,Cheque,2,2
PAG-0002096,PAR-001528,CLI-01528,4016.28,2026-04-15,Transferencia,1,2
PAG-0002097,PAR-001528,CLI-01528,3909.26,2026-04-22,Débito automático,2,2
PAG-0002098,PAR-001529,CLI-01529,70438.73,2025-04-01,Débito automático,1,1
PAG-0002099,PAR-001530,CLI-01530,5986.61,2025-06-20,Transferencia,1,3
PAG-0002100,PAR-001530,CLI-01530,6079.06,2025-06-27,Cheque,2,3
PAG-0002101,PAR-001530,CLI-01530,6070.05,2025-07-04,Transferencia,3,3
PAG-0002102,PAR-001531,CLI-01531,29038.88,2026-04-14,Transferencia,1,1
PAG-0002103,PAR-001532,CLI-01532,24800.84,2026-01-07,Transferencia,1,1
PAG-0002104,PAR-001533,CLI-01533,25344.82,2025-08-18,Débito automático,1,1
PAG-0002105,PAR-001534,CLI-01534,4816.24,2025-04-04,Débito automático,1,2
PAG-0002106,PAR-001534,CLI-01534,4764.33,2025-04-11,Débito automático,2,2
PAG-0002107,PAR-001535,CLI-01535,118354.53,2024-09-21,Débito automático,1,1
PAG-0002108,PAR-001536,CLI-01536,13960.15,2025-05-07,Transferencia,1,1
PAG-0002109,PAR-001537,CLI-01537,24381.74,2023-12-20,Transferencia,1,1
PAG-0002110,PAR-001538,CLI-01538,47917.75,2025-02-27,Transferencia,1,1
PAG-0002111,PAR-001539,CLI-01539,5813.15,2024-12-10,Transferencia,1,3
PAG-0002112,PAR-001539,CLI-01539,5692.72,2024-12-17,Transferencia,2,3
PAG-0002113,PAR-001539,CLI-01539,5475.78,2024-12-24,Débito automático,3,3
PAG-0002114,PAR-001540,CLI-01540,8501.59,2024-07-09,Transferencia,1,1
PAG-0002115,PAR-001541,CLI-01541,84385.02,2026-01-08,Débito automático,1,1
PAG-0002116,PAR-001542,CLI-01542,48829.11,2025-03-11,Transferencia,1,2
PAG-0002117,PAR-001542,CLI-01542,45867.83,2025-03-18,Cheque,2,2
PAG-0002118,PAR-001543,CLI-01543,24803.48,2025-08-12,Cheque,1,1
PAG-0002119,PAR-001544,CLI-01191,30084.59,2024-12-29,Cheque,1,1
PAG-0002120,PAR-001545,CLI-01545,24856.96,2023-08-17,Transferencia,1,1
PAG-0002121,PAR-001546,CLI-01546,3375.24,2023-12-15,Cheque,1,2
PAG-0002122,PAR-001546,CLI-01546,3516.64,2023-12-22,Cheque,2,2
PAG-0002123,PAR-001547,CLI-01547,33101.87,2024-11-14,Cheque,1,1
PAG-0002124,PAR-001548,CLI-01548,33703.5,2025-05-25,Cheque,1,2
PAG-0002125,PAR-001548,CLI-01548,33693.23,2025-06-01,Débito automático,2,2
PAG-0002126,PAR-001549,CLI-01549,29249.75,2025-10-13,Cheque,1,1
PAG-0002127,PAR-001550,CLI-01550,10299.52,2024-10-06,Transferencia,1,2
PAG-0002128,PAR-001550,CLI-01550,10841.8,2024-10-13,Cheque,2,2
PAG-0002129,PAR-001551,CLI-01551,32002.31,2025-02-26,Débito automático,1,1
PAG-0002130,PAR-001552,CLI-01552,19451.74,2025-05-10,Transferencia,1,2
PAG-0002131,PAR-001552,CLI-01552,19569.99,2025-05-17,Cheque,2,2
PAG-0002132,PAR-001553,CLI-01553,146560.96,2024-06-16,Cheque,1,1
PAG-0002133,PAR-001554,CLI-01554,793.45,2025-09-01,Transferencia,1,2
PAG-0002134,PAR-001554,CLI-01554,747.35,2025-09-08,Transferencia,2,2
PAG-0002135,PAR-001555,CLI-01555,12099.92,2023-09-23,Débito automático,1,1
PAG-0002136,PAR-001556,CLI-01556,107999.73,2026-02-01,Transferencia,1,1
PAG-0002137,PAR-001557,CLI-01557,21364.76,2024-11-24,Débito automático,1,1
PAG-0002138,PAR-001558,CLI-01558,18001.4,2026-02-16,Transferencia,1,1
PAG-0002139,PAR-001559,CLI-01559,24125.33,2024-11-25,Transferencia,1,3
PAG-0002140,PAR-001559,CLI-01559,24140.57,2024-12-02,Transferencia,2,3
PAG-0002141,PAR-001559,CLI-01559,24062.24,2024-12-09,Débito automático,3,3
PAG-0002142,PAR-001560,CLI-01560,39527.19,2026-03-15,Cheque,1,1
PAG-0002143,PAR-001561,CLI-10024,47517.57,2024-04-11,Débito automático,1,1
PAG-0002144,PAR-001562,CLI-01562,31530.3,2024-11-07,Cheque,1,1
PAG-0002145,PAR-001563,CLI-01563,15843.71,2024-05-02,Transferencia,1,1
PAG-0002146,PAR-001564,CLI-01564,40268.91,2024-06-08,Débito automático,1,1
PAG-0002147,PAR-001565,CLI-01565,34977.47,2024-12-08,Transferencia,1,1
PAG-0002148,PAR-001566,CLI-01566,32435.72,2023-10-11,Cheque,1,1
PAG-0002149,PAR-001567,CLI-01567,50627.33,2026-03-31,Débito automático,1,1
PAG-0002150,PAR-001568,CLI-01568,19400.53,2024-12-04,Transferencia,1,1
PAG-0002151,PAR-001569,CLI-01569,82337.49,2025-12-15,Débito automático,1,1
PAG-0002152,PAR-001570,CLI-01570,15930.7,2025-07-15,Débito automático,1,1
PAG-0002153,PAR-001571,CLI-01571,12109.11,2025-01-27,Débito automático,1,2
PAG-0002154,PAR-001571,CLI-01571,11232.74,2025-02-03,Cheque,2,2
PAG-0002155,PAR-001572,CLI-01572,57714.96,2024-03-06,Cheque,1,1
