id_indicador,id_parte,tipo_alerta,score_fraude,descripcion,fecha_deteccion,revisado,confirmado_fraude
FRD-000384,PAR-001809,Múltiples partes en corto período,64,Alerta automática: Múltiples partes en corto período,2025-06-24,False,False
FRD-000385,PAR-001814,Denunciante ≠ receptor de pago,80,Alerta automática: Denunciante ≠ receptor de pago,2023-10-03,False,False
FRD-000386,PAR-001824,Denunciante ≠ receptor de pago,64,Alerta automática: Denunciante ≠ receptor de pago,2025-10-22,False,False
FRD-000387,PAR-001827,Denunciante ≠ receptor de pago,72,Alerta automática: Denunciante ≠ receptor de pago,2026-01-20,True,False
FRD-000388,PAR-001842,Denunciante ≠ receptor de pago,64,Alerta automática: Denunciante ≠ receptor de pago,2024-09-27,True,False
FRD-000389,PAR-001845,Denunciante ≠ receptor de pago,73,Alerta automática: Denunciante ≠ receptor de pago,2024-07-29,True,False
FRD-000390,PAR-001849,Denunciante ≠ receptor de pago,60,Alerta automática: Denunciante ≠ receptor de pago,2025-07-24,False,False
FRD-000391,PAR-001857,Denunciante ≠ receptor de pago,91,Alerta automática: Denunciante ≠ receptor de pago,2023-11-02,False,True
FRD-000392,PAR-001860,Denunciante ≠ receptor de pago,80,Alerta automática: Denunciante ≠ receptor de pago,2023-10-03,False,False
FRD-000393,PAR-001873,Denunciante ≠ receptor de pago,69,Alerta automática: Denunciante ≠ receptor de pago,2026-01-20,False,False
FRD-000394,PAR-001873,Monto reclamado supera suma garantizada,57,Alerta automática: Monto reclamado supera suma garantizada,2026-01-20,False,False
FRD-000395,PAR-001878,Denunciante ≠ receptor de pago,63,Alerta automática: Denunciante ≠ receptor de pago,2025-05-25,False,False
FRD-000396,PAR-001880,Denunciante ≠ receptor de pago,74,Alerta automática: Denunciante ≠ receptor de pago,2025-08-23,False,False
FRD-000397,PAR-001885,Denunciante ≠ receptor de pago,85,Alerta automática: Denunciante ≠ receptor de pago,2024-03-01,False,True
FRD-000398,PAR-001888,Denunciante ≠ receptor de pago,88,Alerta automática: Denunciante ≠ receptor de pago,2025-02-24,True,True
FRD-000399,PAR-001889,Denunciante ≠ receptor de pago,95,Alerta automática: Denunciante ≠ receptor de pago,2024-03-01,True,False
FRD-000400,PAR-001898,Denunciante ≠ receptor de pago,72,Alerta automática: Denunciante ≠ receptor de pago,2025-05-25,False,False
FRD-000401,PAR-001900,Denunciante ≠ receptor de pago,89,Alerta automática: Denunciante ≠ receptor de pago,2025-01-25,False,False
FRD-000402,PAR-001905,Denunciante ≠ receptor de pago,62,Alerta automática: Denunciante ≠ receptor de pago,2024-05-30,False,False
FRD-000403,PAR-001908,Denunciante ≠ receptor de pago,68,Alerta automática: Denunciante ≠ receptor de pago,2024-06-29,False,True
FRD-000404,PAR-001910,Parte reportado justo antes del vencimiento,62,Alerta automática: Parte reportado justo antes del vencimiento,2024-10-27,False,False
FRD-000405,PAR-001928,Denunciante ≠ receptor de pago,80,Alerta automática: Denunciante ≠ receptor de pago,2023-12-02,False,False
FRD-000406,PAR-001930,Siniestro en póliza reciente (< 3 meses),60,Alerta automática: Siniestro en póliza reciente (< 3 meses),2025-10-22,True,True
FRD-000407,PAR-001949,Denunciante ≠ receptor de pago,90,Alerta automática: Denunciante ≠ receptor de pago,2025-09-22,False,False
FRD-000408,PAR-001950,Denunciante ≠ receptor de pago,82,Alerta automática: Denunciante ≠ receptor de pago,2025-02-24,False,False
FRD-000409,PAR-001953,Denunciante ≠ receptor de pago,90,Alerta automática: Denunciante ≠ receptor de pago,2025-05-25,True,False
FRD-000410,PAR-001955,Denunciante ≠ receptor de pago,77,Alerta automática: Denunciante ≠ receptor de pago,2026-03-21,True,False
FRD-000411,PAR-001962,Denunciante ≠ receptor de pago,77,Alerta automática: Denunciante ≠ receptor de pago,2024-08-28,False,False
FRD-000412,PAR-001964,Denunciante ≠ receptor de pago,68,Alerta automática: Denunciante ≠ receptor de pago,2026-03-21,True,True
FRD-000413,PAR-001970,Denunciante ≠ receptor de pago,79,Alerta automática: Denunciante ≠ receptor de pago,2023-12-02,False,False
FRD-000414,PAR-001973,Denunciante ≠ receptor de pago,80,Alerta automática: Denunciante ≠ receptor de pago,2025-12-21,False,True
FRD-000415,PAR-001993,Denunciante ≠ receptor de pago,70,Alerta automática: Denunciante ≠ receptor de pago,2024-01-01,False,False
FRD-000416,PAR-001996,Denunciante ≠ receptor de pago,89,Alerta automática: Denunciante ≠ receptor de pago,2024-10-27,False,False
FRD-000417,PAR-001996,Monto reclamado supera suma garantizada,54,Alerta automática: Monto reclamado supera suma garantizada,2024-10-27,False,False
FRD-000418,PAR-002000,Múltiples partes en corto período,79,Alerta automática: Múltiples partes en corto período,2025-09-22,False,False
FRD-000419,PAR-002007,Denunciante ≠ receptor de pago,90,Alerta automática: Denunciante ≠ receptor de pago,2024-01-01,False,False
FRD-000420,PAR-002010,Denunciante ≠ receptor de pago,75,Alerta automática: Denunciante ≠ receptor de pago,2026-02-19,True,False
FRD-000421,PAR-002017,Siniestro en póliza reciente (< 3 meses),50,Alerta automática: Siniestro en póliza reciente (< 3 meses),2023-11-02,True,False
FRD-000422,PAR-002027,Denunciante ≠ receptor de pago,89,Alerta automática: Denunciante ≠ receptor de pago,2025-09-22,False,False
FRD-000423,PAR-002028,Denunciante ≠ receptor de pago,81,Alerta automática: Denunciante ≠ receptor de pago,2023-11-02,False,False
FRD-000424,PAR-002033,Monto reclamado supera suma garantizada,51,Alerta automática: Monto reclamado supera suma garantizada,2025-08-23,False,False
FRD-000425,PAR-002035,Denunciante ≠ receptor de pago,70,Alerta automática: Denunciante ≠ receptor de pago,2023-12-02,False,False
FRD-000426,PAR-002040,Denunciante ≠ receptor de pago,88,Alerta automática: Denunciante ≠ receptor de pago,2023-06-05,True,False
FRD-000427,PAR-002042,Siniestro en póliza reciente (< 3 meses),78,Alerta automática: Siniestro en póliza reciente (< 3 meses),2026-02-19,False,False
FRD-000428,PAR-002044,Denunciante ≠ receptor de pago,69,Alerta automática: Denunciante ≠ receptor de pago,2023-07-05,False,False
FRD-000429,PAR-002046,Denunciante ≠ receptor de pago,88,Alerta automática: Denunciante ≠ receptor de pago,2025-01-25,False,False
FRD-000430,PAR-002049,Siniestro en póliza reciente (< 3 meses),56,Alerta automática: Siniestro en póliza reciente (< 3 meses),2023-07-05,False,False
FRD-000431,PAR-002056,Receptor de pago sin relación con la póliza,62,Alerta automática: Receptor de pago sin relación con la póliza,2023-12-02,True,True
FRD-000432,PAR-002057,Parte reportado justo antes del vencimiento,74,Alerta automática: Parte reportado justo antes del vencimiento,2024-07-29,True,False
FRD-000433,PAR-002063,Denunciante ≠ receptor de pago,89,Alerta automática: Denunciante ≠ receptor de pago,2026-02-19,False,False
FRD-000434,PAR-002079,Denunciante ≠ receptor de pago,70,Alerta automática: Denunciante ≠ receptor de pago,2025-09-22,False,True
FRD-000435,PAR-002080,Receptor de pago sin relación con la póliza,63,Alerta automática: Receptor de pago sin relación con la póliza,2026-03-21,True,False
FRD-000436,PAR-002085,Receptor de pago sin relación con la póliza,70,Alerta automática: Receptor de pago sin relación con la póliza,2024-06-29,True,False
FRD-000437,PAR-002088,Múltiples partes en corto período,64,Alerta automática: Múltiples partes en corto período,2025-12-21,False,True
FRD-000438,PAR-002098,Denunciante ≠ receptor de pago,82,Alerta automática: Denunciante ≠ receptor de pago,2024-11-26,False,False
FRD-000439,PAR-002100,Denunciante ≠ receptor de pago,66,Alerta automática: Denunciante ≠ receptor de pago,2025-04-25,False,True
FRD-000440,PAR-002109,Receptor de pago sin relación con la póliza,79,Alerta automática: Receptor de pago sin relación con la póliza,2024-03-31,False,True
FRD-000441,PAR-002111,Múltiples partes en corto período,51,Alerta automática: Múltiples partes en corto período,2023-10-03,False,True
FRD-000442,PAR-002118,Denunciante ≠ receptor de pago,60,Alerta automática: Denunciante ≠ receptor de pago,2024-07-29,False,False
FRD-000443,PAR-002123,Denunciante ≠ receptor de pago,77,Alerta automática: Denunciante ≠ receptor de pago,2024-11-26,False,False
FRD-000444,PAR-002127,Denunciante ≠ receptor de pago,78,Alerta automática: Denunciante ≠ receptor de pago,2026-01-20,False,False
FRD-000445,PAR-002129,Denunciante ≠ receptor de pago,73,Alerta automática: Denunciante ≠ receptor de pago,2026-02-19,True,False
FRD-000446,PAR-002135,Denunciante ≠ receptor de pago,62,Alerta automática: Denunciante ≠ receptor de pago,2025-02-24,False,False
FRD-000447,PAR-002142,Denunciante ≠ receptor de pago,85,Alerta automática: Denunciante ≠ receptor de pago,2024-06-29,True,False
FRD-000448,PAR-002145,Múltiples partes en corto período,75,Alerta automática: Múltiples partes en corto período,2024-07-29,False,False
FRD-000449,PAR-002150,Denunciante ≠ receptor de pago,88,Alerta automática: Denunciante ≠ receptor de pago,2025-12-21,True,False
FRD-000450,PAR-002164,Denunciante ≠ receptor de pago,83,Alerta automática: Denunciante ≠ receptor de pago,2024-03-31,False,False
FRD-000451,PAR-002165,Denunciante ≠ receptor de pago,73,Alerta automática: Denunciante ≠ receptor de pago,2025-04-25,False,True
FRD-000452,PAR-002166,Denunciante ≠ receptor de pago,91,Alerta automática: Denunciante ≠ receptor de pago,2024-01-31,False,False
FRD-000453,PAR-002178,Denunciante ≠ receptor de pago,84,Alerta automática: Denunciante ≠ receptor de pago,2024-09-27,True,False
FRD-000454,PAR-002178,Receptor de pago sin relación con la póliza,80,Alerta automática: Receptor de pago sin relación con la póliza,2024-09-27,False,False
FRD-000455,PAR-002188,Denunciante ≠ receptor de pago,83,Alerta automática: Denunciante ≠ receptor de pago,2024-07-29,True,False
FRD-000456,PAR-002189,Denunciante ≠ receptor de pago,86,Alerta automática: Denunciante ≠ receptor de pago,2025-06-24,True,False
FRD-000457,PAR-002196,Denunciante ≠ receptor de pago,69,Alerta automática: Denunciante ≠ receptor de pago,2023-06-05,False,False
FRD-000458,PAR-002198,Receptor de pago sin relación con la póliza,66,Alerta automática: Receptor de pago sin relación con la póliza,2024-03-31,False,False
FRD-000459,PAR-002199,Múltiples partes en corto período,57,Alerta automática: Múltiples partes en corto período,2024-06-29,True,False
FRD-000460,PAR-002201,Denunciante ≠ receptor de pago,81,Alerta automática: Denunciante ≠ receptor de pago,2026-03-21,True,False
FRD-000461,PAR-002202,Denunciante ≠ receptor de pago,72,Alerta automática: Denunciante ≠ receptor de pago,2025-03-26,True,False
FRD-000462,PAR-002203,Siniestro en póliza reciente (< 3 meses),66,Alerta automática: Siniestro en póliza reciente (< 3 meses),2024-03-01,True,False
FRD-000463,PAR-002205,Denunciante ≠ receptor de pago,88,Alerta automática: Denunciante ≠ receptor de pago,2024-10-27,False,False
FRD-000464,PAR-002209,Denunciante ≠ receptor de pago,95,Alerta automática: Denunciante ≠ receptor de pago,2023-08-04,True,False
FRD-000465,PAR-002220,Denunciante ≠ receptor de pago,62,Alerta automática: Denunciante ≠ receptor de pago,2024-08-28,False,False
FRD-000466,PAR-002224,Denunciante ≠ receptor de pago,71,Alerta automática: Denunciante ≠ receptor de pago,2024-04-30,False,False
FRD-000467,PAR-002225,Perito con alta tasa de aprobación,69,Alerta automática: Perito con alta tasa de aprobación,2025-07-24,False,False
FRD-000468,PAR-002227,Perito con alta tasa de aprobación,56,Alerta automática: Perito con alta tasa de aprobación,2025-10-22,False,False
FRD-000469,PAR-002230,Denunciante ≠ receptor de pago,73,Alerta automática: Denunciante ≠ receptor de pago,2025-03-26,False,False
FRD-000470,PAR-002233,Receptor de pago sin relación con la póliza,68,Alerta automática: Receptor de pago sin relación con la póliza,2025-09-22,False,False
FRD-000471,PAR-002235,Denunciante ≠ receptor de pago,61,Alerta automática: Denunciante ≠ receptor de pago,2023-06-05,True,False
FRD-000472,PAR-002235,Receptor de pago sin relación con la póliza,75,Alerta automática: Receptor de pago sin relación con la póliza,2023-06-05,True,True
FRD-000473,PAR-002237,Denunciante ≠ receptor de pago,95,Alerta automática: Denunciante ≠ receptor de pago,2023-12-02,False,False
FRD-000474,PAR-002237,Siniestro en póliza reciente (< 3 meses),60,Alerta automática: Siniestro en póliza reciente (< 3 meses),2023-12-02,False,False
FRD-000475,PAR-002247,Perito con alta tasa de aprobación,60,Alerta automática: Perito con alta tasa de aprobación,2023-11-02,False,True
FRD-000476,PAR-002249,Denunciante ≠ receptor de pago,82,Alerta automática: Denunciante ≠ receptor de pago,2025-03-26,False,False
FRD-000477,PAR-002252,Denunciante ≠ receptor de pago,69,Alerta automática: Denunciante ≠ receptor de pago,2024-08-28,False,False
FRD-000478,PAR-002254,Denunciante ≠ receptor de pago,82,Alerta automática: Denunciante ≠ receptor de pago,2024-06-29,False,False
FRD-000479,PAR-002266,Denunciante ≠ receptor de pago,72,Alerta automática: Denunciante ≠ receptor de pago,2025-04-25,False,False
FRD-000480,PAR-002266,Denunciante ≠ receptor de pago,71,Alerta automática: Denunciante ≠ receptor de pago,2025-04-25,False,True
FRD-000481,PAR-002270,Monto reclamado supera suma garantizada,56,Alerta automática: Monto reclamado supera suma garantizada,2025-05-25,True,False
FRD-000482,PAR-002271,Denunciante ≠ receptor de pago,66,Alerta automática: Denunciante ≠ receptor de pago,2024-11-26,False,False
FRD-000483,PAR-002271,Perito con alta tasa de aprobación,70,Alerta automática: Perito con alta tasa de aprobación,2024-11-26,False,False
FRD-000484,PAR-002273,Denunciante ≠ receptor de pago,82,Alerta automática: Denunciante ≠ receptor de pago,2024-05-30,False,False
FRD-000485,PAR-002273,Siniestro en póliza reciente (< 3 meses),50,Alerta automática: Siniestro en póliza reciente (< 3 meses),2024-05-30,False,False
FRD-000486,PAR-002284,Denunciante ≠ receptor de pago,82,Alerta automática: Denunciante ≠ receptor de pago,2023-09-03,False,False
FRD-000487,PAR-002285,Denunciante ≠ receptor de pago,73,Alerta automática: Denunciante ≠ receptor de pago,2025-03-26,False,False
FRD-000488,PAR-002286,Denunciante ≠ receptor de pago,70,Alerta automática: Denunciante ≠ receptor de pago,2025-03-26,False,True
FRD-000489,PAR-002288,Perito con alta tasa de aprobación,62,Alerta automática: Perito con alta tasa de aprobación,2024-01-31,True,False
FRD-000490,PAR-002289,Denunciante ≠ receptor de pago,88,Alerta automática: Denunciante ≠ receptor de pago,2024-03-01,False,False
FRD-000491,PAR-002305,Denunciante ≠ receptor de pago,84,Alerta automática: Denunciante ≠ receptor de pago,2024-03-01,False,False
FRD-000492,PAR-002306,Denunciante ≠ receptor de pago,77,Alerta automática: Denunciante ≠ receptor de pago,2024-09-27,True,False
FRD-000493,PAR-002309,Denunciante ≠ receptor de pago,83,Alerta automática: Denunciante ≠ receptor de pago,2025-09-22,False,False
FRD-000494,PAR-002312,Denunciante ≠ receptor de pago,68,Alerta automática: Denunciante ≠ receptor de pago,2025-12-21,False,False
FRD-000495,PAR-002313,Denunciante ≠ receptor de pago,91,Alerta automática: Denunciante ≠ receptor de pago,2026-01-20,False,False
FRD-000496,PAR-002319,Denunciante ≠ receptor de pago,80,Alerta automática: Denunciante ≠ receptor de pago,2025-09-22,True,False
FRD-000497,PAR-002324,Denunciante ≠ receptor de pago,77,Alerta automática: Denunciante ≠ receptor de pago,2024-08-28,False,False
FRD-000498,PAR-002330,Denunciante ≠ receptor de pago,75,Alerta automática: Denunciante ≠ receptor de pago,2025-08-23,True,False
FRD-000499,PAR-002333,Denunciante ≠ receptor de pago,73,Alerta automática: Denunciante ≠ receptor de pago,2024-11-26,False,False
FRD-000500,PAR-002335,Denunciante ≠ receptor de pago,63,Alerta automática: Denunciante ≠ receptor de pago,2026-02-19,False,False
FRD-000501,PAR-002340,Denunciante ≠ receptor de pago,90,Alerta automática: Denunciante ≠ receptor de pago,2026-03-21,False,False
FRD-000502,PAR-002343,Denunciante ≠ receptor de pago,88,Alerta automática: Denunciante ≠ receptor de pago,2023-06-05,True,False
FRD-000503,PAR-002345,Denunciante ≠ receptor de pago,72,Alerta automática: Denunciante ≠ receptor de pago,2023-09-03,False,False
FRD-000504,PAR-002346,Denunciante ≠ receptor de pago,82,Alerta automática: Denunciante ≠ receptor de pago,2025-08-23,True,False
FRD-000505,PAR-002347,Denunciante ≠ receptor de pago,92,Alerta automática: Denunciante ≠ receptor de pago,2026-01-20,False,False
FRD-000506,PAR-002352,Parte reportado justo antes del vencimiento,72,Alerta automática: Parte reportado justo antes del vencimiento,2024-09-27,False,False
FRD-000507,PAR-002355,Perito con alta tasa de aprobación,74,Alerta automática: Perito con alta tasa de aprobación,2024-12-26,False,True
FRD-000508,PAR-002356,Denunciante ≠ receptor de pago,72,Alerta automática: Denunciante ≠ receptor de pago,2025-10-22,False,False
FRD-000509,PAR-002359,Denunciante ≠ receptor de pago,60,Alerta automática: Denunciante ≠ receptor de pago,2025-10-22,False,True
FRD-000510,PAR-002378,Denunciante ≠ receptor de pago,81,Alerta automática: Denunciante ≠ receptor de pago,2024-05-30,True,False
FRD-000511,PAR-002380,Denunciante ≠ receptor de pago,80,Alerta automática: Denunciante ≠ receptor de pago,2024-07-29,True,False
FRD-000512,PAR-002388,Denunciante ≠ receptor de pago,61,Alerta automática: Denunciante ≠ receptor de pago,2024-06-29,False,False
FRD-000513,PAR-002389,Perito con alta tasa de aprobación,58,Alerta automática: Perito con alta tasa de aprobación,2025-07-24,False,False
FRD-000514,PAR-002390,Denunciante ≠ receptor de pago,93,Alerta automática: Denunciante ≠ receptor de pago,2025-12-21,False,False
FRD-000515,PAR-002406,Siniestro en póliza reciente (< 3 meses),66,Alerta automática: Siniestro en póliza reciente (< 3 meses),2025-05-25,True,False
FRD-000516,PAR-002407,Denunciante ≠ receptor de pago,92,Alerta automática: Denunciante ≠ receptor de pago,2024-01-31,False,False
FRD-000517,PAR-002409,Siniestro en póliza reciente (< 3 meses),61,Alerta automática: Siniestro en póliza reciente (< 3 meses),2024-01-31,False,False
FRD-000518,PAR-002410,Denunciante ≠ receptor de pago,76,Alerta automática: Denunciante ≠ receptor de pago,2025-09-22,False,False
FRD-000519,PAR-002411,Denunciante ≠ receptor de pago,61,Alerta automática: Denunciante ≠ receptor de pago,2025-07-24,True,False
FRD-000520,PAR-002415,Denunciante ≠ receptor de pago,72,Alerta automática: Denunciante ≠ receptor de pago,2023-08-04,False,False
FRD-000521,PAR-002419,Denunciante ≠ receptor de pago,76,Alerta automática: Denunciante ≠ receptor de pago,2025-11-21,True,False
FRD-000522,PAR-002422,Denunciante ≠ receptor de pago,95,Alerta automática: Denunciante ≠ receptor de pago,2023-06-05,True,False
FRD-000523,PAR-002431,Múltiples partes en corto período,62,Alerta automática: Múltiples partes en corto período,2023-08-04,False,False
FRD-000524,PAR-002439,Denunciante ≠ receptor de pago,90,Alerta automática: Denunciante ≠ receptor de pago,2025-12-21,True,False
FRD-000525,PAR-002446,Denunciante ≠ receptor de pago,70,Alerta automática: Denunciante ≠ receptor de pago,2024-03-01,False,False
FRD-000526,PAR-002446,Parte reportado justo antes del vencimiento,62,Alerta automática: Parte reportado justo antes del vencimiento,2024-03-01,False,False
FRD-000527,PAR-002449,Denunciante ≠ receptor de pago,84,Alerta automática: Denunciante ≠ receptor de pago,2025-12-21,False,False
FRD-000528,PAR-002470,Denunciante ≠ receptor de pago,64,Alerta automática: Denunciante ≠ receptor de pago,2025-06-24,False,False
FRD-000529,PAR-002474,Denunciante ≠ receptor de pago,75,Alerta automática: Denunciante ≠ receptor de pago,2025-02-24,False,False
FRD-000530,PAR-002480,Denunciante ≠ receptor de pago,84,Alerta automática: Denunciante ≠ receptor de pago,2025-09-22,False,False
FRD-000531,PAR-002482,Parte reportado justo antes del vencimiento,66,Alerta automática: Parte reportado justo antes del vencimiento,2024-07-29,False,False
FRD-000532,PAR-002491,Denunciante ≠ receptor de pago,65,Alerta automática: Denunciante ≠ receptor de pago,2025-11-21,True,False
FRD-000533,PAR-002492,Parte reportado justo antes del vencimiento,50,Alerta automática: Parte reportado justo antes del vencimiento,2025-09-22,False,False
FRD-000534,PAR-002494,Parte reportado justo antes del vencimiento,79,Alerta automática: Parte reportado justo antes del vencimiento,2023-08-04,False,True
FRD-000535,PAR-002504,Denunciante ≠ receptor de pago,67,Alerta automática: Denunciante ≠ receptor de pago,2024-10-27,False,False
FRD-000536,PAR-002507,Múltiples partes en corto período,70,Alerta automática: Múltiples partes en corto período,2024-12-26,True,False
FRD-000537,PAR-002519,Denunciante ≠ receptor de pago,83,Alerta automática: Denunciante ≠ receptor de pago,2023-08-04,True,False
FRD-000538,PAR-002524,Denunciante ≠ receptor de pago,90,Alerta automática: Denunciante ≠ receptor de pago,2025-12-21,True,False
FRD-000539,PAR-002536,Parte reportado justo antes del vencimiento,77,Alerta automática: Parte reportado justo antes del vencimiento,2025-06-24,False,False
FRD-000540,PAR-002551,Denunciante ≠ receptor de pago,68,Alerta automática: Denunciante ≠ receptor de pago,2025-02-24,True,False
FRD-000541,PAR-002558,Monto reclamado supera suma garantizada,73,Alerta automática: Monto reclamado supera suma garantizada,2023-09-03,False,False
FRD-000542,PAR-002565,Denunciante ≠ receptor de pago,79,Alerta automática: Denunciante ≠ receptor de pago,2025-09-22,False,False
FRD-000543,PAR-002566,Denunciante ≠ receptor de pago,78,Alerta automática: Denunciante ≠ receptor de pago,2024-11-26,False,False
FRD-000544,PAR-002580,Denunciante ≠ receptor de pago,71,Alerta automática: Denunciante ≠ receptor de pago,2024-05-30,False,True
FRD-000545,PAR-002581,Denunciante ≠ receptor de pago,65,Alerta automática: Denunciante ≠ receptor de pago,2024-03-01,False,False
FRD-000546,PAR-002583,Múltiples partes en corto período,72,Alerta automática: Múltiples partes en corto período,2025-04-25,True,True
FRD-000547,PAR-002599,Denunciante ≠ receptor de pago,91,Alerta automática: Denunciante ≠ receptor de pago,2023-10-03,True,False
FRD-000548,PAR-002603,Perito con alta tasa de aprobación,52,Alerta automática: Perito con alta tasa de aprobación,2023-10-03,True,True
FRD-000549,PAR-002605,Denunciante ≠ receptor de pago,87,Alerta automática: Denunciante ≠ receptor de pago,2024-01-31,False,False
FRD-000550,PAR-002610,Denunciante ≠ receptor de pago,71,Alerta automática: Denunciante ≠ receptor de pago,2023-10-03,False,False
FRD-000551,PAR-002611,Denunciante ≠ receptor de pago,68,Alerta automática: Denunciante ≠ receptor de pago,2026-01-20,True,True
FRD-000552,PAR-002622,Denunciante ≠ receptor de pago,73,Alerta automática: Denunciante ≠ receptor de pago,2025-11-21,True,True
FRD-000553,PAR-002625,Denunciante ≠ receptor de pago,79,Alerta automática: Denunciante ≠ receptor de pago,2024-01-01,False,False
FRD-000554,PAR-002634,Denunciante ≠ receptor de pago,77,Alerta automática: Denunciante ≠ receptor de pago,2023-10-03,False,False
FRD-000555,PAR-002638,Denunciante ≠ receptor de pago,91,Alerta automática: Denunciante ≠ receptor de pago,2023-11-02,False,True
FRD-000556,PAR-002647,Múltiples partes en corto período,58,Alerta automática: Múltiples partes en corto período,2025-12-21,True,False
FRD-000557,PAR-002648,Denunciante ≠ receptor de pago,92,Alerta automática: Denunciante ≠ receptor de pago,2023-11-02,False,False
FRD-000558,PAR-002650,Denunciante ≠ receptor de pago,86,Alerta automática: Denunciante ≠ receptor de pago,2025-04-25,False,False
FRD-000559,PAR-002651,Denunciante ≠ receptor de pago,77,Alerta automática: Denunciante ≠ receptor de pago,2025-10-22,True,True
FRD-000560,PAR-002652,Denunciante ≠ receptor de pago,69,Alerta automática: Denunciante ≠ receptor de pago,2024-10-27,False,False
FRD-000561,PAR-002656,Receptor de pago sin relación con la póliza,52,Alerta automática: Receptor de pago sin relación con la póliza,2025-04-25,False,False
FRD-000562,PAR-002672,Denunciante ≠ receptor de pago,61,Alerta automática: Denunciante ≠ receptor de pago,2026-03-21,True,False
FRD-000563,PAR-002676,Denunciante ≠ receptor de pago,76,Alerta automática: Denunciante ≠ receptor de pago,2024-11-26,True,False
FRD-000564,PAR-002679,Denunciante ≠ receptor de pago,79,Alerta automática: Denunciante ≠ receptor de pago,2023-09-03,False,False
FRD-000565,PAR-002683,Denunciante ≠ receptor de pago,67,Alerta automática: Denunciante ≠ receptor de pago,2024-10-27,False,False
FRD-000566,PAR-002694,Denunciante ≠ receptor de pago,71,Alerta automática: Denunciante ≠ receptor de pago,2023-09-03,True,False
FRD-000567,PAR-002704,Denunciante ≠ receptor de pago,74,Alerta automática: Denunciante ≠ receptor de pago,2023-11-02,True,False
FRD-000568,PAR-002706,Parte reportado justo antes del vencimiento,70,Alerta automática: Parte reportado justo antes del vencimiento,2025-05-25,False,False
FRD-000569,PAR-002708,Denunciante ≠ receptor de pago,66,Alerta automática: Denunciante ≠ receptor de pago,2025-08-23,False,False
FRD-000570,PAR-002713,Denunciante ≠ receptor de pago,95,Alerta automática: Denunciante ≠ receptor de pago,2024-01-01,False,False
FRD-000571,PAR-002717,Denunciante ≠ receptor de pago,72,Alerta automática: Denunciante ≠ receptor de pago,2023-09-03,False,False
FRD-000572,PAR-002717,Denunciante ≠ receptor de pago,62,Alerta automática: Denunciante ≠ receptor de pago,2023-09-03,False,False
FRD-000573,PAR-002723,Denunciante ≠ receptor de pago,62,Alerta automática: Denunciante ≠ receptor de pago,2026-02-19,True,True
FRD-000574,PAR-002736,Denunciante ≠ receptor de pago,88,Alerta automática: Denunciante ≠ receptor de pago,2023-08-04,False,True
FRD-000575,PAR-002740,Denunciante ≠ receptor de pago,90,Alerta automática: Denunciante ≠ receptor de pago,2023-08-04,False,True
FRD-000576,PAR-002747,Denunciante ≠ receptor de pago,77,Alerta automática: Denunciante ≠ receptor de pago,2025-09-22,False,False
FRD-000577,PAR-002752,Denunciante ≠ receptor de pago,93,Alerta automática: Denunciante ≠ receptor de pago,2025-09-22,False,False
FRD-000578,PAR-002763,Denunciante ≠ receptor de pago,73,Alerta automática: Denunciante ≠ receptor de pago,2025-10-22,True,False
FRD-000579,PAR-002764,Denunciante ≠ receptor de pago,76,Alerta automática: Denunciante ≠ receptor de pago,2025-04-25,False,False
FRD-000580,PAR-002776,Denunciante ≠ receptor de pago,86,Alerta automática: Denunciante ≠ receptor de pago,2025-08-23,False,False
FRD-000581,PAR-002777,Denunciante ≠ receptor de pago,80,Alerta automática: Denunciante ≠ receptor de pago,2024-07-29,False,False
FRD-000582,PAR-002778,Denunciante ≠ receptor de pago,77,Alerta automática: Denunciante ≠ receptor de pago,2023-08-04,False,False
FRD-000583,PAR-002784,Denunciante ≠ receptor de pago,67,Alerta automática: Denunciante ≠ receptor de pago,2024-07-29,True,False
FRD-000584,PAR-002786,Receptor de pago sin relación con la póliza,60,Alerta automática: Receptor de pago sin relación con la póliza,2023-08-04,False,False
FRD-000585,PAR-002800,Denunciante ≠ receptor de pago,85,Alerta automática: Denunciante ≠ receptor de pago,2025-10-22,True,False
FRD-000586,PAR-002800,Parte reportado justo antes del vencimiento,79,Alerta automática: Parte reportado justo antes del vencimiento,2025-10-22,False,False
FRD-000587,PAR-002804,Perito con alta tasa de aprobación,64,Alerta automática: Perito con alta tasa de aprobación,2024-12-26,False,False
FRD-000588,PAR-002806,Monto reclamado supera suma garantizada,66,Alerta automática: Monto reclamado supera suma garantizada,2024-12-26,True,True
FRD-000589,PAR-002810,Denunciante ≠ receptor de pago,87,Alerta automática: Denunciante ≠ receptor de pago,2024-08-28,False,False
FRD-000590,PAR-002823,Denunciante ≠ receptor de pago,66,Alerta automática: Denunciante ≠ receptor de pago,2025-02-24,False,False
FRD-000591,PAR-002824,Denunciante ≠ receptor de pago,73,Alerta automática: Denunciante ≠ receptor de pago,2025-10-22,False,False
FRD-000592,PAR-002825,Denunciante ≠ receptor de pago,84,Alerta automática: Denunciante ≠ receptor de pago,2025-03-26,False,False
FRD-000593,PAR-002826,Denunciante ≠ receptor de pago,61,Alerta automática: Denunciante ≠ receptor de pago,2025-05-25,False,False
FRD-000594,PAR-002830,Denunciante ≠ receptor de pago,62,Alerta automática: Denunciante ≠ receptor de pago,2024-03-01,False,False
