id_poliza,id_cliente,id_agente,id_objeto_asegurado,id_asegurado,tipo_seguro,cobertura,tipo_poliza,canal_venta,fecha_alta,vigencia_desde,vigencia_hasta,prima_mensual,prima_total,estado,numero_polizas_cliente,meses_desde_inicio,customer_lifetime_value
POL-000553,CLI-00553,AGE-0072,OBJ-000553,CLI-00553,Automóvil,Básica,Personal Auto,Sucursal,2011-01-17,2011-01-17,2012-01-17,10700.0,128400.0,Activa,1,23,4170.69
POL-000554,CLI-00554,AGE-0004,OBJ-000554,CLI-00554,Automóvil,Básica,Personal Auto,Web,2011-02-15,2011-02-15,2012-02-15,11500.0,138000.0,Activa,1,45,4505.41
POL-000555,CLI-00555,AGE-0069,OBJ-000555,CLI-00555,Automóvil,Extendida,Personal Auto,Sucursal,2011-01-19,2011-01-19,2012-01-19,9400.0,112800.0,Activa,1,59,3107.57
POL-000556,CLI-00556,AGE-0030,OBJ-000556,CLI-00556,Automóvil,Básica,Personal Auto,Agente,2016-03-20,2016-03-20,2017-03-20,7300.0,87600.0,Activa,9,58,5528.66
POL-000557,CLI-00557,AGE-0071,OBJ-000557,CLI-00557,Automóvil,Básica,Personal Auto,Sucursal,2011-01-27,2011-01-27,2012-01-27,6400.0,76800.0,Activa,8,41,5045.87
POL-000558,CLI-00558,AGE-0012,OBJ-000558,CLI-00558,Automóvil,Extendida,Corporate Auto,Sucursal,2013-12-01,2013-12-01,2014-12-01,8500.0,102000.0,Activa,1,75,2962.72
POL-000559,CLI-00559,AGE-0022,OBJ-000559,CLI-00559,Automóvil,Básica,Corporate Auto,Sucursal,2010-10-05,2010-10-05,2011-10-05,10800.0,129600.0,Activa,3,66,8665.96
POL-000560,CLI-00560,AGE-0030,OBJ-000560,CLI-00560,Automóvil,Premium,Personal Auto,Sucursal,2017-07-23,2017-07-23,2018-07-23,16100.0,193200.0,Activa,9,71,11413.44
POL-000561,CLI-00561,AGE-0051,OBJ-000561,CLI-00561,Automóvil,Básica,Corporate Auto,Agente,2016-12-11,2016-12-11,2017-12-11,10900.0,130800.0,Activa,2,52,15488.43
POL-000562,CLI-00562,AGE-0048,OBJ-000562,CLI-00562,Automóvil,Básica,Corporate Auto,Agente,2020-05-30,2020-05-30,2021-05-30,6100.0,73200.0,Activa,2,71,6048.57
POL-000563,CLI-00563,AGE-0043,OBJ-000563,CLI-00563,Automóvil,Premium,Personal Auto,Agente,2011-02-28,2011-02-28,2012-02-28,14700.0,176400.0,Activa,1,87,5934.74
POL-000564,CLI-00564,AGE-0020,OBJ-000564,CLI-00564,Automóvil,Extendida,Personal Auto,Sucursal,2020-03-26,2020-03-26,2021-03-26,9000.0,108000.0,Activa,1,7,3543.23
POL-000565,CLI-00565,AGE-0029,OBJ-000565,CLI-00565,Automóvil,Extendida,Personal Auto,Sucursal,2011-01-27,2011-01-27,2012-01-27,8700.0,104400.0,Activa,1,39,3490.03
POL-000566,CLI-00566,AGE-0066,OBJ-000566,CLI-00566,Automóvil,Básica,Corporate Auto,Call Center,2023-09-21,2023-09-21,2024-09-20,10100.0,121200.0,Activa,1,16,3683.1
POL-000567,CLI-00567,AGE-0059,OBJ-000567,CLI-00567,Automóvil,Premium,Personal Auto,Sucursal,2011-01-19,2011-01-19,2012-01-19,15400.0,184800.0,Activa,1,24,5989.77
POL-000568,CLI-00568,AGE-0015,OBJ-000568,CLI-00568,Automóvil,Premium,Personal Auto,Call Center,2011-01-15,2011-01-15,2012-01-15,16500.0,198000.0,Activa,3,43,12500.84
POL-000569,CLI-00569,AGE-0036,OBJ-000569,CLI-00569,Automóvil,Básica,Corporate Auto,Sucursal,2011-01-14,2011-01-14,2012-01-14,10700.0,128400.0,Activa,3,74,8609.16
POL-000570,CLI-00570,AGE-0078,OBJ-000570,CLI-00570,Automóvil,Básica,Personal Auto,Sucursal,2019-02-18,2019-02-18,2020-02-18,6400.0,76800.0,Activa,1,44,2497.46
POL-000571,CLI-00571,AGE-0046,OBJ-000571,CLI-00571,Automóvil,Básica,Personal Auto,Agente,2011-01-23,2011-01-23,2012-01-23,6300.0,75600.0,Baja,2,19,7019.18
POL-000572,CLI-00572,AGE-0033,OBJ-000572,CLI-00572,Automóvil,Básica,Personal Auto,Sucursal,2011-01-21,2011-01-21,2012-01-21,6700.0,80400.0,Activa,3,16,5387.93
POL-000573,CLI-00573,AGE-0029,OBJ-000573,CLI-00573,Automóvil,Extendida,Special Auto,Web,2011-01-24,2011-01-24,2012-01-24,8800.0,105600.0,Activa,6,54,6165.56
POL-000574,CLI-00574,AGE-0030,OBJ-000574,CLI-00574,Automóvil,Básica,Personal Auto,Agente,2011-02-25,2011-02-25,2012-02-25,6900.0,82800.0,Activa,1,68,2730.2
POL-000575,CLI-00575,AGE-0046,OBJ-000575,CLI-00575,Automóvil,Básica,Personal Auto,Sucursal,2022-07-05,2022-07-05,2023-07-05,7300.0,87600.0,Activa,4,87,5162.12
POL-000576,CLI-00576,AGE-0041,OBJ-000576,CLI-00576,Automóvil,Básica,Personal Auto,Agente,2017-10-11,2017-10-11,2018-10-11,6700.0,80400.0,Activa,2,40,7937.06
POL-000577,CLI-00577,AGE-0048,OBJ-000577,CLI-00577,Automóvil,Básica,Personal Auto,Call Center,2018-04-01,2018-04-01,2019-04-01,11000.0,132000.0,Activa,3,80,8608.16
POL-000578,CLI-00578,AGE-0019,OBJ-000578,CLI-00578,Automóvil,Básica,Personal Auto,Agente,2011-01-22,2011-01-22,2012-01-22,6500.0,78000.0,Activa,1,78,2632.55
POL-000579,CLI-00579,AGE-0024,OBJ-000579,CLI-00579,Automóvil,Extendida,Personal Auto,Web,2011-02-19,2011-02-19,2012-02-19,9900.0,118800.0,Baja,7,46,7785.0
POL-000580,CLI-00580,AGE-0046,OBJ-000580,CLI-00580,Automóvil,Básica,Personal Auto,Agente,2011-01-14,2011-01-14,2012-01-14,10300.0,123600.0,Activa,4,88,8255.76
POL-000581,CLI-00581,AGE-0022,OBJ-000581,CLI-00581,Automóvil,Básica,Personal Auto,Call Center,2016-11-28,2016-11-28,2017-11-28,6200.0,74400.0,Activa,3,27,4980.83
POL-000582,CLI-00582,AGE-0069,OBJ-000582,CLI-00582,Automóvil,Básica,Personal Auto,Sucursal,2011-02-22,2011-02-22,2012-02-22,19800.0,237600.0,Activa,1,55,7457.24
POL-000583,CLI-00583,AGE-0050,OBJ-000583,CLI-00583,Automóvil,Básica,Personal Auto,Sucursal,2011-04-23,2011-04-23,2012-04-22,6200.0,74400.0,Activa,2,12,12302.76
POL-000584,CLI-00584,AGE-0043,OBJ-000584,CLI-00584,Automóvil,Extendida,Personal Auto,Agente,2011-02-27,2011-02-27,2012-02-27,8800.0,105600.0,Activa,5,72,6862.51
POL-000585,CLI-00585,AGE-0006,OBJ-000585,CLI-00585,Automóvil,Básica,Personal Auto,Web,2011-01-24,2011-01-24,2012-01-24,11900.0,142800.0,Activa,3,8,9048.98
POL-000586,CLI-00586,AGE-0001,OBJ-000586,CLI-00586,Automóvil,Básica,Personal Auto,Agente,2011-01-13,2011-01-13,2012-01-13,6900.0,82800.0,Activa,9,78,5548.03
POL-000587,CLI-00587,AGE-0057,OBJ-000587,CLI-00587,Automóvil,Básica,Personal Auto,Web,2020-06-04,2020-06-04,2021-06-04,11800.0,141600.0,Activa,3,84,8312.68
POL-000588,CLI-00588,AGE-0007,OBJ-000588,CLI-00588,Automóvil,Básica,Personal Auto,Call Center,2011-02-17,2011-02-17,2012-02-17,6200.0,74400.0,Activa,1,18,2389.98
POL-000589,CLI-00589,AGE-0046,OBJ-000589,CLI-00589,Automóvil,Básica,Personal Auto,Agente,2021-03-11,2021-03-11,2022-03-11,6500.0,78000.0,Activa,3,36,4458.11
POL-000590,CLI-00590,AGE-0066,OBJ-000590,CLI-00590,Automóvil,Extendida,Personal Auto,Agente,2011-02-25,2011-02-25,2012-02-25,13500.0,162000.0,Activa,1,98,5295.74
POL-000591,CLI-00591,AGE-0036,OBJ-000591,CLI-00591,Automóvil,Básica,Personal Auto,Agente,2011-02-21,2011-02-21,2012-02-21,11200.0,134400.0,Activa,1,51,3839.61
POL-000592,CLI-00592,AGE-0077,OBJ-000592,CLI-00592,Automóvil,Extendida,Personal Auto,Agente,2011-02-24,2011-02-24,2012-02-24,9600.0,115200.0,Activa,1,34,3731.5
POL-000593,CLI-00593,AGE-0009,OBJ-000593,CLI-00593,Automóvil,Básica,Special Auto,Sucursal,2011-02-27,2011-02-27,2012-02-27,7000.0,84000.0,Activa,1,46,2778.9
POL-000594,CLI-00594,AGE-0053,OBJ-000594,CLI-00594,Automóvil,Básica,Personal Auto,Call Center,2014-06-19,2014-06-19,2015-06-19,11100.0,133200.0,Baja,1,85,4016.54
POL-000595,CLI-00595,AGE-0031,OBJ-000595,CLI-00595,Automóvil,Premium,Special Auto,Web,2010-11-29,2010-11-29,2011-11-29,10600.0,127200.0,Activa,6,15,8236.92
POL-000596,CLI-00596,AGE-0061,OBJ-000596,CLI-00596,Automóvil,Básica,Personal Auto,Agente,2011-01-29,2011-01-29,2012-01-29,6200.0,74400.0,Activa,1,77,2491.32
POL-000597,CLI-00597,AGE-0072,OBJ-000597,CLI-00597,Automóvil,Básica,Personal Auto,Agente,2011-01-29,2011-01-29,2012-01-29,7300.0,87600.0,Activa,1,51,2908.88
POL-000598,CLI-00598,AGE-0037,OBJ-000598,CLI-00598,Automóvil,Básica,Personal Auto,Agente,2011-02-26,2011-02-26,2012-02-26,10900.0,130800.0,Activa,1,70,4282.95
POL-000599,CLI-00599,AGE-0076,OBJ-000599,CLI-00599,Automóvil,Premium,Personal Auto,Agente,2019-06-04,2019-06-04,2020-06-03,11800.0,141600.0,Activa,4,77,8341.62
POL-000600,CLI-00600,AGE-0060,OBJ-000600,CLI-00600,Automóvil,Básica,Personal Auto,Call Center,2014-01-13,2014-01-13,2015-01-13,6300.0,75600.0,Activa,3,90,5090.78
POL-000601,CLI-00601,AGE-0072,OBJ-000601,CLI-00601,Automóvil,Básica,Corporate Auto,Agente,2011-02-13,2011-02-13,2012-02-13,6200.0,74400.0,Activa,2,4,7366.19
POL-000602,CLI-00602,AGE-0033,OBJ-000602,CLI-00602,Automóvil,Básica,Personal Auto,Call Center,2011-02-25,2011-02-25,2012-02-25,6100.0,73200.0,Activa,1,9,2436.88
POL-000603,CLI-00603,AGE-0046,OBJ-000603,CLI-00603,Automóvil,Básica,Personal Auto,Sucursal,2009-04-13,2009-04-13,2010-04-13,7400.0,88800.0,Activa,2,14,8852.69
POL-000604,CLI-00604,AGE-0060,OBJ-000604,CLI-00604,Automóvil,Básica,Corporate Auto,Web,2011-02-14,2011-02-14,2012-02-14,10800.0,129600.0,Activa,2,55,23875.48
POL-000605,CLI-00605,AGE-0009,OBJ-000605,CLI-00605,Automóvil,Básica,Personal Auto,Call Center,2011-01-23,2011-01-23,2012-01-23,6900.0,82800.0,Activa,7,67,5600.5
POL-000606,CLI-00606,AGE-0056,OBJ-000606,CLI-00606,Automóvil,Básica,Corporate Auto,Agente,2013-12-24,2013-12-24,2014-12-24,6600.0,79200.0,Activa,5,43,4636.55
POL-000607,CLI-00607,AGE-0075,OBJ-000607,CLI-00607,Automóvil,Premium,Corporate Auto,Agente,2011-02-20,2011-02-20,2012-02-20,11000.0,132000.0,Baja,6,37,7573.35
POL-000608,CLI-00608,AGE-0038,OBJ-000608,CLI-00608,Automóvil,Extendida,Personal Auto,Agente,2011-01-29,2011-01-29,2012-01-29,12500.0,150000.0,Activa,2,73,14696.64
POL-000609,CLI-00609,AGE-0076,OBJ-000609,CLI-00609,Automóvil,Básica,Personal Auto,Call Center,2011-02-20,2011-02-20,2012-02-20,11300.0,135600.0,Activa,2,88,12298.69
POL-000610,CLI-00610,AGE-0034,OBJ-000610,CLI-00610,Automóvil,Premium,Personal Auto,Call Center,2020-04-11,2020-04-11,2021-04-11,19300.0,231600.0,Activa,1,40,7724.84
POL-000611,CLI-00611,AGE-0077,OBJ-000611,CLI-00611,Automóvil,Básica,Special Auto,Web,2011-02-22,2011-02-22,2012-02-22,7400.0,88800.0,Activa,3,69,5946.67
POL-000612,CLI-00612,AGE-0016,OBJ-000612,CLI-00612,Automóvil,Básica,Personal Auto,Agente,2008-12-12,2008-12-12,2009-12-12,10000.0,120000.0,Activa,3,19,8000.55
POL-000613,CLI-00613,AGE-0045,OBJ-000613,CLI-00613,Automóvil,Extendida,Special Auto,Web,2022-11-07,2022-11-07,2023-11-07,8100.0,97200.0,Activa,3,9,6457.56
POL-000614,CLI-00614,AGE-0036,OBJ-000614,CLI-00614,Automóvil,Básica,Personal Auto,Call Center,2012-12-11,2012-12-11,2013-12-11,6900.0,82800.0,Activa,2,28,7281.44
POL-000615,CLI-00615,AGE-0052,OBJ-000615,CLI-00615,Automóvil,Básica,Personal Auto,Call Center,2016-08-27,2016-08-27,2017-08-27,6500.0,78000.0,Activa,1,23,2592.44
POL-000616,CLI-00616,AGE-0014,OBJ-000616,CLI-00616,Automóvil,Premium,Corporate Auto,Call Center,2011-01-17,2011-01-17,2012-01-17,11600.0,139200.0,Activa,1,35,4678.42
POL-000617,CLI-00617,AGE-0071,OBJ-000617,CLI-00617,Automóvil,Básica,Personal Auto,Sucursal,2011-01-21,2011-01-21,2012-01-21,11800.0,141600.0,Activa,2,59,13869.93
POL-000618,CLI-00618,AGE-0068,OBJ-000618,CLI-00618,Automóvil,Premium,Corporate Auto,Agente,2011-02-22,2011-02-22,2012-02-22,10800.0,129600.0,Activa,7,72,8717.78
POL-000619,CLI-00619,AGE-0011,OBJ-000619,CLI-00619,Automóvil,Básica,Corporate Auto,Agente,2009-01-24,2009-01-24,2010-01-24,6500.0,78000.0,Activa,7,14,5233.99
POL-000620,CLI-00620,AGE-0057,OBJ-000620,CLI-00620,Automóvil,Básica,Personal Auto,Web,2020-11-04,2020-11-04,2021-11-04,6700.0,80400.0,Activa,8,73,4764.19
POL-000621,CLI-00621,AGE-0067,OBJ-000621,CLI-00621,Automóvil,Básica,Personal Auto,Agente,2011-01-20,2011-01-20,2012-01-20,6200.0,74400.0,Baja,1,81,2472.47
POL-000622,CLI-00622,AGE-0066,OBJ-000622,CLI-00622,Automóvil,Básica,Personal Auto,Sucursal,2011-02-22,2011-02-22,2012-02-22,7200.0,86400.0,Baja,9,90,5608.32
POL-000623,CLI-00623,AGE-0039,OBJ-000623,CLI-00623,Automóvil,Básica,Personal Auto,Call Center,2010-06-01,2010-06-01,2011-06-01,6800.0,81600.0,Activa,3,10,5505.06
POL-000624,CLI-00624,AGE-0037,OBJ-000624,CLI-00624,Automóvil,Básica,Personal Auto,Web,2011-02-14,2011-02-14,2012-02-14,6600.0,79200.0,Activa,1,56,2606.21
POL-000625,CLI-00625,AGE-0048,OBJ-000625,CLI-00625,Automóvil,Extendida,Personal Auto,Agente,2011-01-28,2011-01-28,2012-01-28,8800.0,105600.0,Activa,2,98,10481.94
POL-000626,CLI-00626,AGE-0024,OBJ-000626,CLI-00626,Automóvil,Extendida,Personal Auto,Web,2011-01-22,2011-01-22,2012-01-22,8900.0,106800.0,Activa,1,56,3256.77
POL-000627,CLI-00627,AGE-0051,OBJ-000627,CLI-00627,Automóvil,Extendida,Personal Auto,Web,2011-01-30,2011-01-30,2012-01-30,12800.0,153600.0,Activa,2,38,30475.78
POL-000628,CLI-00628,AGE-0047,OBJ-000628,CLI-00628,Automóvil,Extendida,Personal Auto,Sucursal,2011-01-18,2011-01-18,2012-01-18,8400.0,100800.0,Activa,5,31,6364.9
POL-000629,CLI-00629,AGE-0027,OBJ-000629,CLI-00629,Automóvil,Extendida,Personal Auto,Agente,2011-02-22,2011-02-22,2012-02-22,8800.0,105600.0,Activa,2,47,9468.51
POL-000630,CLI-00630,AGE-0047,OBJ-000630,CLI-00630,Automóvil,Básica,Personal Auto,Agente,2012-12-05,2012-12-05,2013-12-05,7300.0,87600.0,Baja,5,25,5631.45
POL-000631,CLI-00631,AGE-0045,OBJ-000631,CLI-00631,Automóvil,Básica,Personal Auto,Sucursal,2009-12-02,2009-12-02,2010-12-02,7400.0,88800.0,Baja,2,52,7781.0
POL-000632,CLI-00632,AGE-0030,OBJ-000632,CLI-00632,Automóvil,Básica,Personal Auto,Sucursal,2011-01-28,2011-01-28,2012-01-28,6200.0,74400.0,Activa,2,7,9816.53
POL-000633,CLI-00633,AGE-0002,OBJ-000633,CLI-00633,Automóvil,Extendida,Corporate Auto,Agente,2011-02-20,2011-02-20,2012-02-20,9500.0,114000.0,Activa,6,17,7519.13
POL-000634,CLI-00634,AGE-0024,OBJ-000634,CLI-00634,Automóvil,Premium,Personal Auto,Agente,2015-04-11,2015-04-11,2016-04-10,27100.0,325200.0,Activa,1,40,10179.72
POL-000635,CLI-00635,AGE-0039,OBJ-000635,CLI-00635,Automóvil,Básica,Corporate Auto,Sucursal,2011-02-28,2011-02-28,2012-02-28,7100.0,85200.0,Baja,1,97,2772.84
POL-000636,CLI-00636,AGE-0051,OBJ-000636,CLI-00636,Automóvil,Básica,Special Auto,Sucursal,2011-02-18,2011-02-18,2012-02-18,10300.0,123600.0,Activa,1,7,4037.5
POL-000637,CLI-00637,AGE-0030,OBJ-000637,CLI-00637,Automóvil,Básica,Personal Auto,Call Center,2008-11-29,2008-11-29,2009-11-29,18800.0,225600.0,Activa,2,54,21435.88
POL-000638,CLI-00638,AGE-0050,OBJ-000638,CLI-00638,Automóvil,Básica,Personal Auto,Sucursal,2010-08-03,2010-08-03,2011-08-03,6700.0,80400.0,Baja,1,91,2676.87
POL-000639,CLI-00639,AGE-0067,OBJ-000639,CLI-00639,Automóvil,Básica,Personal Auto,Call Center,2011-02-24,2011-02-24,2012-02-24,6800.0,81600.0,Baja,1,85,2523.96
POL-000640,CLI-00640,AGE-0073,OBJ-000640,CLI-00640,Automóvil,Extendida,Special Auto,Sucursal,2011-02-26,2011-02-26,2012-02-26,8900.0,106800.0,Activa,3,21,6988.4
POL-000641,CLI-00641,AGE-0007,OBJ-000641,CLI-00641,Automóvil,Básica,Personal Auto,Agente,2011-02-13,2011-02-13,2012-02-13,6800.0,81600.0,Activa,1,30,2695.96
POL-000642,CLI-00642,AGE-0025,OBJ-000642,CLI-00642,Automóvil,Básica,Personal Auto,Sucursal,2011-02-13,2011-02-13,2012-02-13,6700.0,80400.0,Activa,1,10,2673.32
POL-000643,CLI-00643,AGE-0077,OBJ-000643,CLI-00643,Automóvil,Premium,Personal Auto,Agente,2011-02-27,2011-02-27,2012-02-27,10300.0,123600.0,Activa,2,28,12157.33
POL-000644,CLI-00644,AGE-0044,OBJ-000644,CLI-00644,Automóvil,Básica,Personal Auto,Web,2021-06-15,2021-06-15,2022-06-15,7300.0,87600.0,Activa,1,42,2957.76
POL-000645,CLI-00645,AGE-0041,OBJ-000645,CLI-00645,Automóvil,Básica,Personal Auto,Call Center,2011-01-29,2011-01-29,2012-01-29,6300.0,75600.0,Activa,2,79,7433.82
POL-000646,CLI-00646,AGE-0028,OBJ-000646,CLI-00646,Automóvil,Básica,Corporate Auto,Call Center,2011-01-19,2011-01-19,2012-01-19,10200.0,122400.0,Activa,1,32,3099.54
POL-000647,CLI-00647,AGE-0047,OBJ-000647,CLI-00647,Automóvil,Básica,Corporate Auto,Call Center,2018-03-07,2018-03-07,2019-03-07,10700.0,128400.0,Activa,6,74,8415.68
POL-000648,CLI-00648,AGE-0048,OBJ-000648,CLI-00648,Automóvil,Extendida,Personal Auto,Sucursal,2011-01-16,2011-01-16,2012-01-16,9700.0,116400.0,Activa,2,10,26843.12
POL-000649,CLI-00649,AGE-0011,OBJ-000649,CLI-00649,Automóvil,Premium,Corporate Auto,Sucursal,2011-02-27,2011-02-27,2012-02-27,11200.0,134400.0,Activa,2,4,13057.17
POL-000650,CLI-00650,AGE-0012,OBJ-000650,CLI-00650,Automóvil,Extendida,Personal Auto,Web,2011-01-24,2011-01-24,2012-01-24,13100.0,157200.0,Activa,6,52,9599.95
POL-000651,CLI-00651,AGE-0059,OBJ-000651,CLI-00651,Automóvil,Básica,Personal Auto,Sucursal,2011-02-22,2011-02-22,2012-02-22,11100.0,133200.0,Activa,9,40,8535.11
POL-000652,CLI-00652,AGE-0061,OBJ-000652,CLI-00652,Automóvil,Básica,Personal Auto,Agente,2016-01-13,2016-01-13,2017-01-12,6900.0,82800.0,Activa,2,65,8293.48
POL-000653,CLI-00653,AGE-0036,OBJ-000653,CLI-00653,Automóvil,Extendida,Personal Auto,Call Center,2011-01-27,2011-01-27,2012-01-27,9500.0,114000.0,Activa,5,20,6846.15
POL-000654,CLI-00654,AGE-0029,OBJ-000654,CLI-00654,Automóvil,Extendida,Corporate Auto,Agente,2016-09-13,2016-09-13,2017-09-13,8300.0,99600.0,Baja,5,26,6636.86
POL-000655,CLI-00655,AGE-0001,OBJ-000655,CLI-00655,Automóvil,Extendida,Personal Auto,Sucursal,2011-02-28,2011-02-28,2012-02-28,7800.0,93600.0,Activa,8,10,5802.84
POL-000656,CLI-00656,AGE-0019,OBJ-000656,CLI-00656,Automóvil,Básica,Personal Auto,Call Center,2008-09-25,2008-09-25,2009-09-25,7300.0,87600.0,Activa,3,84,5077.32
POL-000657,CLI-00657,AGE-0076,OBJ-000657,CLI-00657,Automóvil,Premium,Personal Auto,Call Center,2017-10-25,2017-10-25,2018-10-25,10700.0,128400.0,Activa,2,99,12427.39
POL-000658,CLI-00658,AGE-0018,OBJ-000658,CLI-00658,Automóvil,Extendida,Personal Auto,Sucursal,2011-01-16,2011-01-16,2012-01-16,13700.0,164400.0,Activa,3,42,10990.59
POL-000659,CLI-00659,AGE-0050,OBJ-000659,CLI-00659,Automóvil,Extendida,Personal Auto,Call Center,2011-01-14,2011-01-14,2012-01-14,8600.0,103200.0,Activa,1,18,3435.25
POL-000660,CLI-00660,AGE-0049,OBJ-000660,CLI-00660,Automóvil,Básica,Corporate Auto,Sucursal,2011-02-26,2011-02-26,2012-02-26,6200.0,74400.0,Activa,2,53,6624.61
POL-000661,CLI-00661,AGE-0053,OBJ-000661,CLI-00661,Automóvil,Básica,Special Auto,Sucursal,2011-01-31,2011-01-31,2012-01-31,7200.0,86400.0,Activa,3,71,5757.44
POL-000662,CLI-00662,AGE-0027,OBJ-000662,CLI-00662,Automóvil,Básica,Personal Auto,Agente,2011-01-24,2011-01-24,2012-01-24,6700.0,80400.0,Activa,1,63,2691.57
POL-000663,CLI-00663,AGE-0027,OBJ-000663,CLI-00663,Automóvil,Extendida,Corporate Auto,Agente,2011-01-20,2011-01-20,2012-01-20,7800.0,93600.0,Activa,1,63,2886.45
POL-000664,CLI-00664,AGE-0048,OBJ-000664,CLI-00664,Automóvil,Básica,Personal Auto,Sucursal,2018-10-28,2018-10-28,2019-10-28,7200.0,86400.0,Activa,7,11,5341.44
POL-000665,CLI-00665,AGE-0006,OBJ-000665,CLI-00665,Automóvil,Básica,Personal Auto,Agente,2017-11-15,2017-11-15,2018-11-15,10300.0,123600.0,Activa,1,5,4160.02
POL-000666,CLI-00666,AGE-0061,OBJ-000666,CLI-00666,Automóvil,Básica,Corporate Auto,Agente,2009-02-12,2009-02-12,2010-02-12,7200.0,86400.0,Activa,1,11,2846.25
POL-000667,CLI-00667,AGE-0006,OBJ-000667,CLI-00667,Automóvil,Básica,Personal Auto,Agente,2008-12-22,2008-12-22,2009-12-22,6800.0,81600.0,Activa,4,28,4770.26
POL-000668,CLI-00668,AGE-0016,OBJ-000668,CLI-00668,Automóvil,Básica,Personal Auto,Web,2010-07-11,2010-07-11,2011-07-11,6400.0,76800.0,Activa,6,52,5059.62
POL-000669,CLI-00669,AGE-0022,OBJ-000669,CLI-00669,Automóvil,Extendida,Personal Auto,Agente,2011-01-15,2011-01-15,2012-01-15,12800.0,153600.0,Activa,8,76,9095.74
POL-000670,CLI-00670,AGE-0059,OBJ-000670,CLI-00670,Automóvil,Básica,Personal Auto,Sucursal,2011-01-29,2011-01-29,2012-01-29,6800.0,81600.0,Activa,1,88,2688.86
POL-000671,CLI-00671,AGE-0014,OBJ-000671,CLI-00671,Automóvil,Básica,Personal Auto,Web,2011-02-14,2011-02-14,2012-02-14,6800.0,81600.0,Activa,2,58,8277.64
POL-000672,CLI-00672,AGE-0052,OBJ-000672,CLI-00672,Automóvil,Básica,Personal Auto,Agente,2018-03-15,2018-03-15,2019-03-15,11200.0,134400.0,Activa,9,37,9057.94
POL-000673,CLI-00673,AGE-0029,OBJ-000673,CLI-00673,Automóvil,Extendida,Personal Auto,Sucursal,2022-04-11,2022-04-11,2023-04-11,9500.0,114000.0,Activa,1,90,3801.75
POL-000674,CLI-00674,AGE-0026,OBJ-000674,CLI-00674,Automóvil,Premium,Personal Auto,Sucursal,2011-02-22,2011-02-22,2012-02-22,11800.0,141600.0,Activa,3,6,9339.34
POL-000675,CLI-00675,AGE-0046,OBJ-000675,CLI-00675,Automóvil,Básica,Corporate Auto,Agente,2011-01-15,2011-01-15,2012-01-15,7000.0,84000.0,Activa,1,47,2520.12
POL-000676,CLI-00676,AGE-0056,OBJ-000676,CLI-00676,Automóvil,Básica,Corporate Auto,Agente,2011-02-14,2011-02-14,2012-02-14,7000.0,84000.0,Activa,9,48,4984.1
POL-000677,CLI-00677,AGE-0069,OBJ-000677,CLI-00677,Automóvil,Básica,Personal Auto,Agente,2011-02-18,2011-02-18,2012-02-18,6500.0,78000.0,Activa,1,34,2595.75
POL-000678,CLI-00678,AGE-0017,OBJ-000678,CLI-00678,Automóvil,Extendida,Personal Auto,Sucursal,2019-05-22,2019-05-22,2020-05-21,9200.0,110400.0,Activa,3,26,7437.69
POL-000679,CLI-00679,AGE-0042,OBJ-000679,CLI-00679,Automóvil,Básica,Personal Auto,Call Center,2011-01-16,2011-01-16,2012-01-16,6600.0,79200.0,Activa,2,0,14536.79
POL-000680,CLI-00680,AGE-0005,OBJ-000680,CLI-00680,Automóvil,Extendida,Personal Auto,Agente,2011-01-23,2011-01-23,2012-01-23,7600.0,91200.0,Baja,3,7,5913.31
POL-000681,CLI-00681,AGE-0056,OBJ-000681,CLI-00681,Automóvil,Básica,Personal Auto,Sucursal,2013-07-31,2013-07-31,2014-07-31,7400.0,88800.0,Activa,1,82,2771.66
POL-000682,CLI-00682,AGE-0029,OBJ-000682,CLI-00682,Automóvil,Extendida,Personal Auto,Sucursal,2008-02-08,2008-02-08,2009-02-07,12600.0,151200.0,Activa,2,11,29194.37
POL-000683,CLI-00683,AGE-0057,OBJ-000683,CLI-00683,Automóvil,Extendida,Personal Auto,Agente,2019-09-24,2019-09-24,2020-09-23,12500.0,150000.0,Activa,3,73,9880.39
POL-000684,CLI-00684,AGE-0072,OBJ-000684,CLI-00684,Automóvil,Básica,Corporate Auto,Call Center,2011-01-19,2011-01-19,2012-01-19,10000.0,120000.0,Activa,2,22,15114.4
POL-000685,CLI-00685,AGE-0010,OBJ-000685,CLI-00685,Automóvil,Básica,Special Auto,Agente,2011-01-28,2011-01-28,2012-01-28,7200.0,86400.0,Activa,3,76,5759.91
POL-000686,CLI-00686,AGE-0057,OBJ-000686,CLI-00686,Automóvil,Premium,Personal Auto,Agente,2011-01-24,2011-01-24,2012-01-24,11000.0,132000.0,Activa,7,71,8495.16
POL-000687,CLI-00687,AGE-0040,OBJ-000687,CLI-00687,Automóvil,Premium,Personal Auto,Agente,2011-04-17,2011-04-17,2012-04-16,11200.0,134400.0,Activa,1,46,4381.18
POL-000688,CLI-00688,AGE-0049,OBJ-000688,CLI-00688,Automóvil,Extendida,Personal Auto,Web,2011-02-23,2011-02-23,2012-02-23,8700.0,104400.0,Activa,9,10,6997.83
POL-000689,CLI-00689,AGE-0010,OBJ-000689,CLI-00689,Automóvil,Básica,Personal Auto,Web,2011-01-16,2011-01-16,2012-01-16,7100.0,85200.0,Activa,2,62,11430.59
