id_objeto,tipo_objeto,descripcion,valor_asegurado,localidad,provincia,marca,modelo,año_fabricacion,año_construccion,superficie_m2,valor_inmueble
OBJ-002803,Automóvil,Four-Door Car - Small,7767437.6,Concordia,CABA,Peugeot,Partner,2023.0,,,
OBJ-002804,Automóvil,Four-Door Car - Medsize,5548375.66,San Ramón de la Nueva Orán,Córdoba,Ford,Fiesta,2013.0,,,
OBJ-002805,Automóvil,Four-Door Car - Medsize,3956430.4,Mar del Plata,Misiones,Honda,City,2021.0,,,
OBJ-002806,Automóvil,Four-Door Car - Medsize,4265255.37,Palermo,Buenos Aires,Volkswagen,Polo,2013.0,,,
OBJ-002807,Automóvil,Four-Door Car - Medsize,4584449.06,Apóstoles,Mendoza,Peugeot,208,2019.0,,,
OBJ-002808,Automóvil,SUV - Medsize,2522879.28,Villa Ángela,Chaco,Nissan,Kicks,2012.0,,,
OBJ-002809,Automóvil,SUV - Medsize,6242146.18,Barranqueras,Santa Fe,Toyota,Yaris,2011.0,,,
OBJ-002810,Automóvil,Two-Door Car - Large,4594272.53,Rosario de la Frontera,Misiones,Toyota,Hilux,2022.0,,,
OBJ-002811,Automóvil,Four-Door Car - Medsize,4558427.98,Oberá,Tucumán,Fiat,Argo,2008.0,,,
OBJ-002812,Automóvil,SUV - Large,2314833.95,Rosario de la Frontera,CABA,Honda,HR-V,2016.0,,,
OBJ-002813,Automóvil,Four-Door Car - Medsize,6148000.72,Rafaela,Buenos Aires,Ford,Ranger,2012.0,,,
OBJ-002814,Automóvil,Four-Door Car - Medsize,4712624.33,Concordia,Tucumán,Honda,City,2008.0,,,
OBJ-002815,Automóvil,Two-Door Car - Medsize,5146156.51,Lomas de Zamora,Misiones,Nissan,Sentra,2017.0,,,
OBJ-002816,Automóvil,Four-Door Car - Large,5601637.53,Rafaela,Córdoba,Volkswagen,Tiguan,2016.0,,,
OBJ-002817,Automóvil,Four-Door Car - Small,4696514.63,Concordia,Córdoba,Volkswagen,Amarok,2018.0,,,
OBJ-002818,Automóvil,Four-Door Car - Small,4649163.22,Lomas de Zamora,Salta,Ford,Ranger,2019.0,,,
OBJ-002819,Automóvil,Two-Door Car - Medsize,6607070.54,Apóstoles,Entre Ríos,Honda,City,2020.0,,,
OBJ-002820,Automóvil,SUV - Large,4635975.76,Recoleta,Buenos Aires,Chevrolet,S10,2023.0,,,
OBJ-002821,Automóvil,Four-Door Car - Medsize,2706341.48,Rosario de la Frontera,Chaco,Honda,WR-V,2012.0,,,
OBJ-002822,Automóvil,SUV - Medsize,1037607.42,Venado Tuerto,Mendoza,Toyota,Corolla,2018.0,,,
OBJ-002823,Automóvil,Two-Door Car - Medsize,7816878.31,Alta Gracia,CABA,Ford,Ka,2012.0,,,
OBJ-002824,Automóvil,Two-Door Car - Large,1890265.35,Apóstoles,Entre Ríos,Toyota,Hilux,2017.0,,,
OBJ-002825,Automóvil,Four-Door Car - Medsize,1582471.21,Eldorado,Chaco,Peugeot,208,2022.0,,,
OBJ-002826,Automóvil,SUV - Medsize,6230912.27,Belgrano,Córdoba,Fiat,Argo,2014.0,,,
OBJ-002827,Automóvil,Four-Door Car - Small,3681556.65,Yerba Buena,Córdoba,Volkswagen,Vento,2019.0,,,
OBJ-002828,Automóvil,SUV - Large,6909041.27,Charata,Tucumán,Fiat,Toro,2009.0,,,
OBJ-002829,Automóvil,SUV - Large,5555745.98,Eldorado,Buenos Aires,Fiat,Palio,2019.0,,,
OBJ-002830,Automóvil,Four-Door Car - Medsize,4779844.83,San Rafael,Misiones,Ford,Focus,2021.0,,,
OBJ-002831,Automóvil,SUV - Medsize,994517.58,Charata,Misiones,Volkswagen,Amarok,2018.0,,,
OBJ-002832,Automóvil,Sports Car - Medsize,1959535.09,Godoy Cruz,Buenos Aires,Nissan,Sentra,2007.0,,,
OBJ-002833,Automóvil,Four-Door Car - Medsize,5237666.86,Luján de Cuyo,Entre Ríos,Renault,Sandero,2016.0,,,
OBJ-002834,Automóvil,Two-Door Car - Medsize,4311972.82,San Rafael,Mendoza,Nissan,Sentra,2012.0,,,
OBJ-002835,Automóvil,Four-Door Car - Medsize,6854298.78,Charata,Salta,Fiat,Palio,2006.0,,,
OBJ-002836,Automóvil,Four-Door Car - Medsize,4396175.75,Charata,Entre Ríos,Honda,HR-V,2009.0,,,
OBJ-002837,Automóvil,SUV - Medsize,1957061.69,Orán,Salta,Ford,Ka,2015.0,,,
OBJ-002838,Automóvil,Four-Door Car - Medsize,2505987.44,La Plata,Córdoba,Toyota,SW4,2005.0,,,
OBJ-002839,Automóvil,Four-Door Car - Medsize,4113543.77,San Miguel de Tucumán,Entre Ríos,Ford,Ranger,2020.0,,,
OBJ-002840,Automóvil,SUV - Medsize,5795314.07,Reconquista,Buenos Aires,Fiat,Cronos,2008.0,,,
OBJ-002841,Automóvil,Four-Door Car - Medsize,3380084.72,Apóstoles,Chaco,Renault,Logan,2008.0,,,
OBJ-002842,Automóvil,Sports Car - Medsize,4513196.19,Belgrano,Buenos Aires,Fiat,Toro,2015.0,,,
OBJ-002843,Automóvil,Four-Door Car - Medsize,1193577.32,Rosario de la Frontera,Chaco,Volkswagen,Gol,2016.0,,,
OBJ-002844,Automóvil,Four-Door Car - Medsize,4614146.54,Famailla,Santa Fe,Peugeot,2008,2010.0,,,
OBJ-002845,Automóvil,Two-Door Car - Medsize,7039736.3,Godoy Cruz,Tucumán,Ford,Ranger,2015.0,,,
OBJ-002846,Automóvil,Four-Door Car - Medsize,2327319.02,Córdoba,Mendoza,Ford,Ecosport,2014.0,,,
OBJ-002847,Automóvil,Four-Door Car - Large,6320882.01,Reconquista,Chaco,Renault,Clio,2016.0,,,
OBJ-002848,Automóvil,Four-Door Car - Medsize,7351545.2,Rosario de la Frontera,Chaco,Chevrolet,Cruze,2011.0,,,
OBJ-002849,Automóvil,Four-Door Car - Medsize,2516971.23,Caballito,Salta,Volkswagen,Tiguan,2015.0,,,
OBJ-002850,Automóvil,Four-Door Car - Medsize,7367577.07,Paraná,Tucumán,Nissan,Kicks,2016.0,,,
OBJ-002851,Automóvil,Four-Door Car - Medsize,893736.65,Tartagal,Salta,Chevrolet,Onix,2007.0,,,
OBJ-002852,Automóvil,Four-Door Car - Small,4536049.47,Gualeguaychú,Buenos Aires,Ford,Ecosport,2008.0,,,
OBJ-002853,Automóvil,Four-Door Car - Medsize,4064319.06,Rosario,Salta,Chevrolet,Spin,2012.0,,,
OBJ-002854,Automóvil,Four-Door Car - Medsize,1845911.21,Godoy Cruz,Córdoba,Hyundai,Santa Fe,2019.0,,,
OBJ-002855,Automóvil,SUV - Medsize,4997643.89,Charata,Salta,Hyundai,i30,2021.0,,,
OBJ-002856,Automóvil,Two-Door Car - Large,7724758.14,Rosario,Córdoba,Nissan,Frontier,2014.0,,,
OBJ-002857,Automóvil,Two-Door Car - Small,3396452.58,Recoleta,Tucumán,Volkswagen,Gol,2015.0,,,
OBJ-002858,Automóvil,Four-Door Car - Medsize,7023438.38,Oberá,CABA,Fiat,Argo,2008.0,,,
OBJ-002859,Automóvil,Four-Door Car - Medsize,5498805.35,Quilmes,Misiones,Ford,Focus,2021.0,,,
OBJ-002860,Automóvil,SUV - Medsize,3831477.71,Luján de Cuyo,Misiones,Nissan,March,2022.0,,,
OBJ-002861,Automóvil,Two-Door Car - Medsize,2760848.59,Lanús,Santa Fe,Renault,Clio,2018.0,,,
OBJ-002862,Automóvil,Four-Door Car - Small,7928410.36,Paraná,Chaco,Peugeot,308,2020.0,,,
OBJ-002863,Automóvil,Two-Door Car - Medsize,5748798.1,Concepción,Misiones,Volkswagen,Amarok,2014.0,,,
OBJ-002864,Automóvil,Two-Door Car - Medsize,4197860.63,Yerba Buena,Salta,Hyundai,i30,2012.0,,,
OBJ-002865,Automóvil,Two-Door Car - Medsize,6976885.52,Quilmes,Salta,Volkswagen,Gol,2023.0,,,
OBJ-002866,Automóvil,Four-Door Car - Medsize,2759949.65,Salta,Tucumán,Renault,Logan,2008.0,,,
OBJ-002867,Automóvil,Two-Door Car - Medsize,6848385.02,Rafaela,Buenos Aires,Ford,Ranger,2017.0,,,
OBJ-002868,Automóvil,Two-Door Car - Medsize,6990235.61,Salta,Tucumán,Peugeot,208,2016.0,,,
OBJ-002869,Automóvil,Sports Car - Medsize,949904.25,Eldorado,Tucumán,Nissan,Kicks,2018.0,,,
OBJ-002870,Automóvil,SUV - Medsize,4289841.22,Barranqueras,Entre Ríos,Peugeot,2008,2012.0,,,
OBJ-002871,Automóvil,Two-Door Car - Medsize,1492781.27,Presidencia Roque Sáenz Peña,Entre Ríos,Nissan,Sentra,2012.0,,,
OBJ-002872,Automóvil,Four-Door Car - Medsize,1894145.63,Charata,Buenos Aires,Honda,City,2015.0,,,
OBJ-002873,Automóvil,Four-Door Car - Small,1395073.32,Villa Ángela,Buenos Aires,Ford,Ecosport,2008.0,,,
OBJ-002874,Automóvil,Two-Door Car - Large,1794215.78,Orán,Entre Ríos,Volkswagen,Gol,2014.0,,,
OBJ-002875,Automóvil,Two-Door Car - Medsize,2608383.5,Santa Fe,CABA,Ford,Ka,2007.0,,,
OBJ-002876,Automóvil,SUV - Medsize,1154111.03,San Ramón de la Nueva Orán,Córdoba,Nissan,Versa,2020.0,,,
OBJ-002877,Automóvil,Luxury SUV - Small,2183454.28,Posadas,Santa Fe,Honda,City,2005.0,,,
OBJ-002878,Automóvil,Four-Door Car - Medsize,7324950.97,Oberá,CABA,Nissan,Sentra,2016.0,,,
OBJ-002879,Automóvil,Four-Door Car - Medsize,2599211.99,Posadas,Santa Fe,Ford,Focus,2017.0,,,
OBJ-002880,Automóvil,Four-Door Car - Medsize,6561465.28,Bell Ville,Entre Ríos,Toyota,Etios,2009.0,,,
OBJ-002881,Automóvil,SUV - Medsize,3801291.64,Rosario de la Frontera,Salta,Peugeot,3008,2022.0,,,
OBJ-002882,Automóvil,Four-Door Car - Large,6185012.66,Famailla,Buenos Aires,Volkswagen,Gol,2006.0,,,
OBJ-002883,Automóvil,Four-Door Car - Medsize,7333418.57,Presidencia Roque Sáenz Peña,Santa Fe,Peugeot,2008,2008.0,,,
OBJ-002884,Automóvil,Sports Car - Medsize,4177660.85,San Miguel de Tucumán,CABA,Peugeot,Partner,2013.0,,,
OBJ-002885,Automóvil,Two-Door Car - Large,5729102.19,Yerba Buena,Misiones,Toyota,Corolla,2022.0,,,
OBJ-002886,Automóvil,Two-Door Car - Medsize,7721926.57,Colón,Mendoza,Volkswagen,Tiguan,2008.0,,,
OBJ-002887,Automóvil,Four-Door Car - Medsize,7135374.61,Posadas,Tucumán,Renault,Logan,2014.0,,,
OBJ-002888,Automóvil,Four-Door Car - Medsize,3879338.19,Recoleta,Chaco,Renault,Duster,2013.0,,,
OBJ-002889,Automóvil,Four-Door Car - Large,4069837.46,La Plata,Salta,Chevrolet,S10,2018.0,,,
OBJ-002890,Automóvil,SUV - Small,7357035.84,San Ramón de la Nueva Orán,Misiones,Ford,Ecosport,2016.0,,,
OBJ-002891,Automóvil,Two-Door Car - Medsize,6968040.03,Concepción,Santa Fe,Renault,Kangoo,2012.0,,,
OBJ-002892,Automóvil,Two-Door Car - Medsize,7504357.86,Concepción del Uruguay,Salta,Honda,Civic,2016.0,,,
OBJ-002893,Automóvil,Four-Door Car - Medsize,5116592.27,Villa Carlos Paz,Mendoza,Nissan,Sentra,2009.0,,,
OBJ-002894,Automóvil,SUV - Medsize,7237264.02,Posadas,Salta,Toyota,Hilux,2010.0,,,
OBJ-002895,Automóvil,Four-Door Car - Large,3889093.95,Luján de Cuyo,Mendoza,Fiat,Argo,2008.0,,,
OBJ-002896,Automóvil,Luxury Car - Medsize,5466531.89,Caballito,Salta,Hyundai,i30,2022.0,,,
OBJ-002897,Automóvil,SUV - Medsize,2482617.97,Rafaela,Misiones,Hyundai,HB20,2016.0,,,
OBJ-002898,Automóvil,SUV - Medsize,2245500.27,San Miguel de Tucumán,Santa Fe,Toyota,Corolla,2011.0,,,
OBJ-002899,Automóvil,SUV - Small,3903008.46,Flores,Buenos Aires,Peugeot,308,2020.0,,,
OBJ-002900,Automóvil,SUV - Medsize,2884612.6,Rafaela,Mendoza,Hyundai,Creta,2023.0,,,
OBJ-002901,Automóvil,SUV - Medsize,4008425.28,Villa Carlos Paz,Chaco,Toyota,Corolla,2020.0,,,
OBJ-002902,Automóvil,Four-Door Car - Medsize,1348229.66,Rosario de la Frontera,Córdoba,Fiat,Siena,2016.0,,,
OBJ-002903,Automóvil,Two-Door Car - Small,4733254.56,Eldorado,Santa Fe,Hyundai,HB20,2011.0,,,
OBJ-002904,Automóvil,SUV - Medsize,5812767.7,Gualeguaychú,Buenos Aires,Peugeot,2008,2019.0,,,
OBJ-002905,Automóvil,Four-Door Car - Medsize,4018292.92,Lomas de Zamora,Santa Fe,Renault,Clio,2020.0,,,
OBJ-002906,Automóvil,Four-Door Car - Medsize,4937884.97,Salta,Entre Ríos,Ford,Focus,2018.0,,,
OBJ-002907,Automóvil,Four-Door Car - Medsize,3962874.9,Charata,Buenos Aires,Peugeot,3008,2008.0,,,
OBJ-002908,Automóvil,Four-Door Car - Large,7267118.05,Godoy Cruz,Córdoba,Hyundai,Tucson,2008.0,,,
OBJ-002909,Automóvil,SUV - Medsize,4443478.66,Presidencia Roque Sáenz Peña,Mendoza,Chevrolet,S10,2015.0,,,
OBJ-002910,Automóvil,Two-Door Car - Large,5012200.79,Río Cuarto,CABA,Chevrolet,S10,2009.0,,,
OBJ-002911,Automóvil,Four-Door Car - Medsize,7698967.18,Rafaela,Misiones,Hyundai,Tucson,2005.0,,,
OBJ-002912,Automóvil,Four-Door Car - Medsize,7732164.98,Flores,Buenos Aires,Chevrolet,Tracker,2013.0,,,
OBJ-002913,Automóvil,Four-Door Car - Large,7352880.55,Godoy Cruz,Tucumán,Nissan,Versa,2012.0,,,
OBJ-002914,Automóvil,Four-Door Car - Large,5761484.68,Tafí Viejo,Buenos Aires,Honda,Fit,2016.0,,,
OBJ-002915,Automóvil,Four-Door Car - Large,5213761.03,Maipú,CABA,Fiat,Toro,2014.0,,,
OBJ-002916,Automóvil,Luxury SUV - Medsize,3325062.73,Concordia,Santa Fe,Chevrolet,Tracker,2018.0,,,
OBJ-002917,Automóvil,Four-Door Car - Medsize,2744927.42,Resistencia,Santa Fe,Hyundai,Tucson,2007.0,,,
OBJ-002918,Automóvil,Two-Door Car - Medsize,4449164.3,Lanús,Buenos Aires,Honda,HR-V,2008.0,,,
OBJ-002919,Automóvil,Four-Door Car - Medsize,3495238.68,Caballito,Tucumán,Nissan,March,2014.0,,,
OBJ-002920,Automóvil,Four-Door Car - Small,3380718.25,Luján de Cuyo,Tucumán,Nissan,Sentra,2022.0,,,
OBJ-002921,Automóvil,SUV - Medsize,4706970.96,Venado Tuerto,Misiones,Toyota,Corolla,2019.0,,,
OBJ-002922,Automóvil,Two-Door Car - Medsize,5082323.42,Salta,Misiones,Ford,Ka,2022.0,,,
OBJ-002923,Automóvil,Four-Door Car - Medsize,2536955.05,Leandro N. Alem,CABA,Renault,Kangoo,2022.0,,,
OBJ-002924,Automóvil,SUV - Medsize,4612132.91,Concordia,Santa Fe,Renault,Logan,2006.0,,,
OBJ-002925,Automóvil,SUV - Small,7481972.69,Maipú,Mendoza,Honda,Civic,2015.0,,,
OBJ-002926,Automóvil,Two-Door Car - Medsize,2499938.53,Lomas de Zamora,Buenos Aires,Volkswagen,Vento,2016.0,,,
OBJ-002927,Automóvil,Two-Door Car - Medsize,5653329.63,Resistencia,Misiones,Chevrolet,Onix,2021.0,,,
OBJ-002928,Automóvil,Four-Door Car - Medsize,2461558.01,La Plata,Córdoba,Honda,HR-V,2017.0,,,
OBJ-002929,Automóvil,Two-Door Car - Medsize,5944378.99,Alta Gracia,Córdoba,Toyota,Hilux,2011.0,,,
OBJ-002930,Automóvil,Four-Door Car - Medsize,2398276.15,Rosario de la Frontera,Tucumán,Honda,Fit,2013.0,,,
OBJ-002931,Automóvil,Four-Door Car - Large,1852219.22,Salta,Tucumán,Toyota,Yaris,2006.0,,,
OBJ-002932,Automóvil,Four-Door Car - Medsize,4143153.98,Tafí Viejo,Tucumán,Renault,Sandero,2010.0,,,
OBJ-002933,Automóvil,Two-Door Car - Medsize,6254868.33,Concepción,Chaco,Fiat,Siena,2006.0,,,
OBJ-002934,Automóvil,Four-Door Car - Medsize,7000747.39,Villa Ángela,Santa Fe,Peugeot,Partner,2016.0,,,
OBJ-002935,Automóvil,Four-Door Car - Small,2202119.17,Famailla,Chaco,Chevrolet,Tracker,2014.0,,,
OBJ-002936,Automóvil,SUV - Medsize,3829828.94,Salta,Buenos Aires,Ford,Ecosport,2022.0,,,
OBJ-002937,Automóvil,Four-Door Car - Large,5887436.95,Alta Gracia,Mendoza,Nissan,March,2015.0,,,
OBJ-002938,Automóvil,Two-Door Car - Medsize,2660228.82,Rosario,Salta,Chevrolet,S10,2007.0,,,
OBJ-002939,Automóvil,Two-Door Car - Medsize,5177676.66,Belgrano,Salta,Chevrolet,S10,2018.0,,,
OBJ-002940,Automóvil,Two-Door Car - Small,5963734.72,Río Cuarto,Mendoza,Renault,Sandero,2018.0,,,
OBJ-002941,Automóvil,Four-Door Car - Medsize,1103467.94,Bell Ville,Chaco,Volkswagen,Polo,2010.0,,,
OBJ-002942,Automóvil,Four-Door Car - Medsize,4548669.6,Rafaela,Entre Ríos,Toyota,Yaris,2011.0,,,
OBJ-002943,Automóvil,Four-Door Car - Medsize,5453195.26,Famailla,Mendoza,Hyundai,Tucson,2022.0,,,
OBJ-002944,Automóvil,SUV - Medsize,2004013.06,San Miguel de Tucumán,Entre Ríos,Nissan,Sentra,2020.0,,,
OBJ-002945,Automóvil,Four-Door Car - Large,2066777.09,Luján de Cuyo,Entre Ríos,Peugeot,3008,2016.0,,,
OBJ-002946,Automóvil,SUV - Medsize,3436767.53,Belgrano,Misiones,Fiat,Argo,2015.0,,,
OBJ-002947,Automóvil,Four-Door Car - Small,2253304.93,Venado Tuerto,Entre Ríos,Fiat,Toro,2018.0,,,
OBJ-002948,Automóvil,Two-Door Car - Medsize,6361829.39,Mar del Plata,CABA,Peugeot,208,2007.0,,,
OBJ-002949,Automóvil,SUV - Medsize,1718865.83,Belgrano,Santa Fe,Ford,Ecosport,2020.0,,,
OBJ-002950,Automóvil,Four-Door Car - Medsize,6459388.61,San Rafael,CABA,Peugeot,Partner,2014.0,,,
OBJ-002951,Automóvil,Four-Door Car - Medsize,2344270.73,Concepción,Tucumán,Hyundai,Creta,2014.0,,,
OBJ-002952,Automóvil,Two-Door Car - Medsize,4446659.74,Reconquista,Salta,Nissan,Frontier,2011.0,,,
OBJ-002953,Automóvil,Four-Door Car - Medsize,5790563.64,Tafí Viejo,Tucumán,Hyundai,Tucson,2011.0,,,
OBJ-002954,Automóvil,Four-Door Car - Medsize,5287451.22,Rafaela,Santa Fe,Volkswagen,Vento,2010.0,,,
OBJ-002955,Automóvil,Luxury Car - Medsize,3334197.59,Concordia,Mendoza,Chevrolet,Tracker,2018.0,,,
OBJ-002956,Automóvil,Four-Door Car - Medsize,7570350.02,Rosario de la Frontera,Chaco,Volkswagen,Tiguan,2009.0,,,
OBJ-002957,Automóvil,Four-Door Car - Medsize,4185550.64,Yerba Buena,Tucumán,Renault,Kangoo,2008.0,,,
OBJ-002958,Automóvil,Two-Door Car - Medsize,4727908.37,Palermo,Santa Fe,Volkswagen,Gol,2010.0,,,
OBJ-002959,Automóvil,Four-Door Car - Medsize,7209114.31,Villa Carlos Paz,Chaco,Ford,Focus,2016.0,,,
OBJ-002960,Automóvil,Four-Door Car - Medsize,2087839.06,Rosario de la Frontera,Misiones,Chevrolet,Cruze,2009.0,,,
OBJ-002961,Automóvil,Four-Door Car - Small,1903700.39,Concepción,CABA,Toyota,Etios,2009.0,,,
OBJ-002962,Automóvil,Two-Door Car - Medsize,3746845.89,Santa Fe,Salta,Ford,Fiesta,2008.0,,,
OBJ-002963,Automóvil,Sports Car - Small,2701390.09,Venado Tuerto,CABA,Renault,Duster,2006.0,,,
OBJ-002964,Automóvil,Four-Door Car - Medsize,3117301.35,Villa Ángela,Entre Ríos,Renault,Clio,2019.0,,,
OBJ-002965,Automóvil,Four-Door Car - Large,4763232.28,La Plata,CABA,Honda,Civic,2008.0,,,
OBJ-002966,Automóvil,Four-Door Car - Medsize,2086001.71,Eldorado,Córdoba,Toyota,Hilux,2010.0,,,
OBJ-002967,Automóvil,Two-Door Car - Medsize,2169252.65,Concepción,Salta,Fiat,Argo,2006.0,,,
OBJ-002968,Automóvil,Two-Door Car - Small,2184231.25,Rosario de la Frontera,Santa Fe,Toyota,Corolla,2006.0,,,
OBJ-002969,Automóvil,Sports Car - Small,3999908.03,Villa Ángela,Santa Fe,Peugeot,308,2011.0,,,
OBJ-002970,Automóvil,Four-Door Car - Medsize,1521416.5,Godoy Cruz,Tucumán,Hyundai,i30,2019.0,,,
OBJ-002971,Automóvil,Two-Door Car - Medsize,6052976.08,Tartagal,Salta,Hyundai,HB20,2010.0,,,
OBJ-002972,Automóvil,Two-Door Car - Medsize,3174071.66,Mendoza,Chaco,Toyota,Hilux,2005.0,,,
OBJ-002973,Automóvil,Four-Door Car - Medsize,5206097.03,Charata,Salta,Nissan,Frontier,2007.0,,,
OBJ-002974,Automóvil,Four-Door Car - Small,6014663.94,Lomas de Zamora,Misiones,Nissan,Kicks,2020.0,,,
OBJ-002975,Automóvil,Four-Door Car - Medsize,7936642.7,Charata,Chaco,Nissan,Frontier,2011.0,,,
OBJ-002976,Automóvil,Two-Door Car - Small,7645039.58,Resistencia,Chaco,Hyundai,Tucson,2022.0,,,
OBJ-002977,Automóvil,Four-Door Car - Small,2764683.26,Belgrano,Santa Fe,Honda,Fit,2005.0,,,
OBJ-002978,Automóvil,SUV - Small,1822543.39,Caballito,Tucumán,Volkswagen,Gol,2020.0,,,
OBJ-002979,Automóvil,Four-Door Car - Large,4541928.54,Tartagal,Entre Ríos,Peugeot,308,2015.0,,,
OBJ-002980,Automóvil,SUV - Medsize,2259441.54,Paraná,Córdoba,Toyota,Yaris,2023.0,,,
OBJ-002981,Automóvil,Four-Door Car - Medsize,3693194.76,Rosario de la Frontera,Salta,Nissan,Frontier,2016.0,,,
OBJ-002982,Automóvil,Two-Door Car - Medsize,6799973.88,San Rafael,CABA,Hyundai,HB20,2017.0,,,
OBJ-002983,Automóvil,SUV - Medsize,7379212.44,Lomas de Zamora,Tucumán,Ford,Ka,2014.0,,,
OBJ-002984,Automóvil,SUV - Medsize,2622021.62,Concordia,Chaco,Nissan,Kicks,2016.0,,,
OBJ-002985,Automóvil,Four-Door Car - Medsize,6193172.13,Palermo,Tucumán,Renault,Duster,2019.0,,,
OBJ-002986,Automóvil,Two-Door Car - Medsize,1278040.65,Mar del Plata,Buenos Aires,Honda,City,2019.0,,,
OBJ-002987,Automóvil,Four-Door Car - Medsize,4927547.46,Lanús,Misiones,Peugeot,2008,2015.0,,,
OBJ-002988,Automóvil,Four-Door Car - Medsize,3557917.78,Colón,Santa Fe,Hyundai,Tucson,2021.0,,,
OBJ-002989,Automóvil,Two-Door Car - Medsize,2267432.7,Villa Carlos Paz,CABA,Renault,Duster,2023.0,,,
OBJ-002990,Automóvil,Luxury SUV - Medsize,6337815.35,Córdoba,Córdoba,Renault,Duster,2022.0,,,
OBJ-002991,Automóvil,Four-Door Car - Medsize,1126691.53,Córdoba,Chaco,Fiat,Argo,2008.0,,,
OBJ-002992,Automóvil,SUV - Medsize,1120470.69,Mendoza,Chaco,Hyundai,Santa Fe,2023.0,,,
OBJ-002993,Automóvil,Four-Door Car - Small,3082153.47,Mendoza,Mendoza,Chevrolet,Onix,2016.0,,,
OBJ-002994,Automóvil,SUV - Large,4820162.32,La Plata,Santa Fe,Volkswagen,Vento,2020.0,,,
OBJ-002995,Automóvil,Four-Door Car - Medsize,5949294.41,Villa Ángela,Santa Fe,Renault,Kangoo,2013.0,,,
OBJ-002996,Automóvil,Four-Door Car - Medsize,7200887.44,Alta Gracia,Mendoza,Chevrolet,Tracker,2009.0,,,
OBJ-002997,Automóvil,SUV - Small,5783045.37,Reconquista,Córdoba,Peugeot,Partner,2015.0,,,
OBJ-002998,Automóvil,SUV - Medsize,5117854.08,Salta,Mendoza,Toyota,Hilux,2013.0,,,
OBJ-002999,Automóvil,SUV - Small,4665452.97,Flores,Mendoza,Volkswagen,Vento,2009.0,,,
OBJ-003000,Automóvil,SUV - Small,5643406.13,Villa Ángela,Misiones,Peugeot,Partner,2010.0,,,
OBJ-003001,Automóvil,SUV - Large,6513124.77,Rosario de la Frontera,Córdoba,Honda,Fit,2023.0,,,
OBJ-003002,Automóvil,SUV - Medsize,4746206.06,Posadas,Córdoba,Chevrolet,Cruze,2014.0,,,
OBJ-003003,Automóvil,Four-Door Car - Medsize,3606581.44,San Rafael,Misiones,Fiat,Palio,2020.0,,,
OBJ-003004,Automóvil,Four-Door Car - Medsize,1962059.71,Villa Ángela,Chaco,Volkswagen,Gol,2018.0,,,
OBJ-003005,Automóvil,Four-Door Car - Small,3377227.88,Caballito,Chaco,Toyota,Corolla,2007.0,,,
OBJ-003006,Automóvil,Four-Door Car - Medsize,3259352.46,Santa Fe,CABA,Honda,HR-V,2006.0,,,
OBJ-003007,Automóvil,Four-Door Car - Medsize,5629126.35,Tafí Viejo,Santa Fe,Ford,Ranger,2020.0,,,
OBJ-003008,Automóvil,SUV - Small,4625964.17,Quilmes,Santa Fe,Volkswagen,Amarok,2020.0,,,
OBJ-003009,Automóvil,Luxury Car - Small,4762452.83,Río Cuarto,Santa Fe,Peugeot,3008,2007.0,,,
OBJ-003010,Automóvil,Four-Door Car - Large,1796172.11,Caballito,Santa Fe,Honda,City,2012.0,,,
OBJ-003011,Automóvil,Two-Door Car - Medsize,853238.48,Río Cuarto,Salta,Volkswagen,Tiguan,2018.0,,,
OBJ-003012,Automóvil,Four-Door Car - Small,4004283.28,Mendoza,Santa Fe,Renault,Sandero,2007.0,,,
OBJ-003013,Automóvil,Four-Door Car - Medsize,3368832.21,Villa Ángela,Misiones,Chevrolet,Cruze,2014.0,,,
OBJ-003014,Automóvil,Four-Door Car - Medsize,6204043.26,San Rafael,Córdoba,Hyundai,Creta,2018.0,,,
OBJ-003015,Automóvil,Four-Door Car - Medsize,1425766.73,San Rafael,Buenos Aires,Toyota,Yaris,2005.0,,,
OBJ-003016,Automóvil,Four-Door Car - Small,5422623.51,Luján de Cuyo,CABA,Toyota,Hilux,2007.0,,,
OBJ-003017,Automóvil,Four-Door Car - Large,6710914.11,Tafí Viejo,Salta,Peugeot,3008,2020.0,,,
OBJ-003018,Automóvil,Two-Door Car - Large,2291519.27,Maipú,Santa Fe,Chevrolet,S10,2007.0,,,
OBJ-003019,Automóvil,Four-Door Car - Medsize,3138713.05,Bell Ville,Córdoba,Renault,Sandero,2009.0,,,
OBJ-003020,Automóvil,Four-Door Car - Medsize,5745967.95,Luján de Cuyo,Tucumán,Peugeot,308,2019.0,,,
OBJ-003021,Automóvil,Four-Door Car - Medsize,4890507.91,Luján de Cuyo,Salta,Nissan,Sentra,2019.0,,,
OBJ-003022,Automóvil,SUV - Medsize,3070045.95,Santa Fe,Tucumán,Honda,City,2008.0,,,
OBJ-003023,Automóvil,Two-Door Car - Medsize,4372627.47,Orán,Buenos Aires,Nissan,Kicks,2014.0,,,
OBJ-003024,Automóvil,Four-Door Car - Medsize,1834399.87,Caballito,Mendoza,Chevrolet,Onix,2009.0,,,
OBJ-003025,Automóvil,SUV - Medsize,2681285.79,Colón,Santa Fe,Renault,Logan,2019.0,,,
OBJ-003026,Automóvil,Two-Door Car - Medsize,904648.7,Tartagal,Córdoba,Peugeot,3008,2005.0,,,
